cbsa,cbsaname,measure,density2004,density2005,density2006,density2007,density2008,density2009,density2010,density2011,density2012,density2013,density2014,density2015,cbsa_code
36420,"Oklahoma City, OK",expected jobs per square mile,4855.0458984375,4842.75146484375,5066.7001953125,5239.638671875,5438.5302734375,5268.99365234375,5393.8056640625,5589.19091796875,5793.85302734375,5858.48291015625,5955.5029296875,5994.19482421875,36420
36540,"Omaha, NE-IA",actual jobs per square mile,5273.630859375,5078.5830078125,5210.46728515625,5301.4345703125,5469.91650390625,5494.6943359375,5428.3798828125,5339.85107421875,5048.431640625,4915.90576171875,4788.37548828125,5262.232421875,36540
36540,"Omaha, NE-IA",expected jobs per square mile,5273.630859375,5282.578125,5408.2421875,5522.75048828125,5696.93603515625,5682.05322265625,5730.54150390625,5784.2919921875,5822.18359375,5908.90087890625,5923.150390625,5982.51806640625,36540
36740,"Orlando, FL",actual jobs per square mile,5485.96875,5069.162109375,5273.35400390625,5566.98193359375,5460.95654296875,5049.23681640625,5063.345703125,5234.5439453125,5371.33154296875,5477.59912109375,5579.9921875,5791.26708984375,36740
36740,"Orlando, FL",expected jobs per square mile,5485.96875,5408.93017578125,5772.55712890625,6097.72314453125,6185.53466796875,6073.466796875,6170.3798828125,6324.91943359375,6570.20751953125,6656.10595703125,6783.7060546875,6861.85595703125,36740
37100,"Oxnard, CA",actual jobs per square mile,3049.40551757812,3289.18115234375,3250.678955078125,3398.36328125,3385.5,3331.580810546875,4945.5634765625,4797.12451171875,4727.0927734375,4777.17724609375,4987.18017578125,4589.796875,37100
37100,"Oxnard, CA",expected jobs per square mile,3049.40551757812,3143.819091796875,3180.79150390625,3507.6025390625,3494.648681640625,3439.7763671875,3469.6201171875,3488.56689453125,3519.99658203125,3657.599609375,3690.605224609375,3699.975341796875,37100
37340,"Palm Bay, FL",actual jobs per square mile,1861.75756835938,1916.665283203125,1887.3973388671875,1927.834228515625,1907.7681884765625,1756.545166015625,1713.280029296875,1687.7149658203125,1839.19091796875,1799.1595458984375,1678.7694091796875,1699.1878662109375,37340
37340,"Palm Bay, FL",expected jobs per square mile,1861.75756835938,1993.107421875,2001.6678466796875,2008.635986328125,2035.57470703125,1929.30615234375,1902.079345703125,1935.1328125,1946.3924560546875,1936.247314453125,1933.3271484375,1989.45361328125,37340
37980,"Philadelphia, PA-NJ-DE-MD",actual jobs per square mile,20436.31640625,22993.294921875,21369.109375,23621.341796875,23792.673828125,25675.541015625,25925.751953125,27970.24609375,22443.974609375,22904.138671875,22890.70703125,25337.728515625,37980
37980,"Philadelphia, PA-NJ-DE-MD",expected jobs per square mile,20436.31640625,21043.25390625,21685.65234375,21958.529296875,22621.6875,22582.34375,22028.671875,22450.701171875,22798.251953125,22872.447265625,22569.86328125,23026.0703125,37980
38060,"Phoenix, AZ",actual jobs per square mile,7002.0712890625,6966.8154296875,7016.09130859375,6732.541015625,7004.716796875,6818.25830078125,6869.31591796875,6706.89013671875,6437.86279296875,6653.3515625,6627.64599609375,6983.56494140625,38060
38060,"Phoenix, AZ",expected jobs per square mile,7002.0712890625,7268.2548828125,7617.611328125,7603.7900390625,7773.03173828125,7593.69384765625,7558.83740234375,7775.10205078125,7882.88671875,8149.79248046875,8213.7216796875,8458.08203125,38060
38300,"Pittsburgh, PA",actual jobs per square mile,20750.375,20836.62890625,21797.96875,20753.73828125,19151.35546875,21536.521484375,22622.015625,23624.37890625,20653.09765625,21717.544921875,20939.236328125,19319.8125,38300
38300,"Pittsburgh, PA",expected jobs per square mile,20750.375,21454.359375,22757.916015625,23352.591796875,23187.203125,24124.880859375,25194.525390625,26346.041015625,26447.40234375,26533.931640625,25857.76171875,26049.06640625,38300
38900,"Portland, OR-WA",actual jobs per square mile,10602.0439453125,10592.7744140625,10745.0712890625,10978.55859375,11235.619140625,11097.017578125,10903.939453125,11353.3681640625,11690.6513671875,11781.9736328125,12314.341796875,12977.853515625,38900
38900,"Portland, OR-WA",expected jobs per square mile,10602.0439453125,10813.3759765625,11214.615234375,11538.8154296875,11735.2314453125,11488.8330078125,11334.07421875,11881.8486328125,12064.705078125,12476.6845703125,13015.53125,13653.1953125,38900
39300,"Providence, RI-MA",actual jobs per square mile,6517.56884765625,6291.74951171875,6011.91552734375,6652.7734375,6721.2177734375,6857.068359375,6083.0498046875,6244.9306640625,6065.06982421875,6135.146484375,6186.85498046875,6158.75439453125,39300
39300,"Providence, RI-MA",expected jobs per square mile,6517.56884765625,6752.14453125,6760.81298828125,6974.34375,6913.2939453125,6912.109375,6874.54638671875,7033.21826171875,7101.53466796875,7166.23291015625,7188.4169921875,7325.49853515625,39300
39340,"Provo, UT",actual jobs per square mile,4118.90185546875,4176.4091796875,4157.08740234375,4074.89208984375,4169.77490234375,4189.2880859375,3861.67919921875,3986.471923828125,5793.11572265625,5931.42919921875,3987.21435546875,5384.16650390625,39340
39340,"Provo, UT",expected jobs per square mile,4118.90185546875,4402.826171875,4661.626953125,4808.041015625,4979.87548828125,5056.06591796875,5113.80810546875,5219.51904296875,5291.3759765625,5443.8017578125,5507.9169921875,5619.6279296875,39340
39580,"Raleigh, NC",actual jobs per square mile,2718.845703125,2566.1806640625,2747.5576171875,2662.87451171875,2865.5654296875,2830.546630859375,2927.587158203125,3050.97900390625,2882.198486328125,2958.34814453125,2965.0986328125,3042.9990234375,39580
39580,"Raleigh, NC",expected jobs per square mile,2718.845703125,2883.18505859375,3022.00341796875,3105.830810546875,3264.966552734375,3166.979736328125,3211.416259765625,3344.388671875,3447.822265625,3531.283203125,3645.611572265625,3718.482666015625,39580
40060,"Richmond, VA",actual jobs per square mile,4228.18017578125,4094.164306640625,4597.693359375,4773.14501953125,4823.1015625,4053.01025390625,4388.431640625,3967.925048828125,5080.2294921875,4986.1845703125,4886.81640625,5071.6171875,40060
40060,"Richmond, VA",expected jobs per square mile,4228.18017578125,4327.875,4635.37451171875,4615.49658203125,4714.9052734375,4640.86083984375,4590.24462890625,4500.6259765625,4800.50830078125,4885.7392578125,4935.658203125,4994.96630859375,40060
40140,"Riverside, CA",actual jobs per square mile,3250.8876953125,3204.518310546875,3283.568359375,2929.382080078125,2892.585693359375,2957.939208984375,3092.958251953125,3189.507568359375,2986.192138671875,3116.064208984375,3159.983642578125,3196.105224609375,40140
40140,"Riverside, CA",expected jobs per square mile,3250.8876953125,3402.867431640625,3527.53125,3547.043701171875,3531.73193359375,3462.708740234375,3532.722900390625,3585.214599609375,3584.766357421875,3881.94189453125,3963.11328125,4028.385009765625,40140
40380,"Rochester, NY",actual jobs per square mile,12304.640625,10882.3818359375,10488.64453125,8633.7548828125,8004.904296875,8452.83203125,8402.7412109375,7788.3623046875,7792.48681640625,7438.3818359375,7257.79833984375,7635.01123046875,40380
40380,"Rochester, NY",expected jobs per square mile,12304.640625,12330.533203125,12144.728515625,11767.3486328125,11611.4072265625,12020.6962890625,12089.1533203125,11835.9228515625,11921.1005859375,11900.505859375,12033.6240234375,12334.55078125,40380
40900,"Sacramento, CA",actual jobs per square mile,8097.86474609375,8289.9697265625,7747.27294921875,4500.3486328125,4450.4375,4405.91943359375,4422.41455078125,5197.39501953125,4638.64990234375,4554.2431640625,4467.94921875,4509.86865234375,40900
40900,"Sacramento, CA",expected jobs per square mile,8097.86474609375,8252.900390625,8073.09326171875,7117.8662109375,7251.76220703125,7293.1337890625,7387.15234375,7574.748046875,7437.05712890625,7470.35693359375,7529.5166015625,7619.1962890625,40900
41180,"St. Louis, MO-IL",actual jobs per square mile,7381.64892578125,6983.73486328125,7277.58837890625,6892.45654296875,7161.38134765625,7457.5361328125,7374.6064453125,7137.63134765625,7687.90771484375,8330.4638671875,7607.046875,6789.384765625,41180
41180,"St. Louis, MO-IL",expected jobs per square mile,7381.64892578125,7514.9931640625,7550.0576171875,7850.974609375,8052.8505859375,8013.45068359375,7891.154296875,7982.23876953125,8135.67724609375,8387.7783203125,8612.1142578125,8606.20703125,41180
41620,"Salt Lake City, UT",actual jobs per square mile,5103.41015625,5238.14111328125,5365.28759765625,5399.2958984375,5440.341796875,5141.220703125,5362.82861328125,5063.1015625,5014.853515625,5085.28466796875,5112.9853515625,5388.63232421875,41620
41620,"Salt Lake City, UT",expected jobs per square mile,5103.41015625,5257.2109375,5522.87060546875,5744.05322265625,5840.3125,5680.037109375,5606.08740234375,5689.24951171875,5798.2998046875,5972.4189453125,6078.9814453125,6252.97607421875,41620
41700,"San Antonio, TX",actual jobs per square mile,5802.93701171875,5695.31103515625,5774.693359375,5725.212890625,5709.896484375,5798.0185546875,6125.3076171875,6015.4921875,6276.35986328125,6176.43115234375,6050.98388671875,6165.1083984375,41700
41700,"San Antonio, TX",expected jobs per square mile,5802.93701171875,5782.71533203125,6120.25146484375,6305.275390625,6394.548828125,6622.68896484375,6692.94482421875,7083.744140625,7261.33837890625,7486.99560546875,7560.5810546875,7835.22412109375,41700
41740,"San Diego, CA",actual jobs per square mile,8151.6787109375,7925.55859375,7781.10693359375,7610.17236328125,7737.9970703125,7474.18017578125,7272.009765625,7419.4990234375,7315.767578125,7408.21044921875,7659.73876953125,7937.18798828125,41740
41740,"San Diego, CA",expected jobs per square mile,8151.6787109375,8339.900390625,8458.6904296875,8428.5556640625,8606.7890625,8429.48046875,8600.1064453125,8779.029296875,8808.5634765625,9058.4775390625,9218.92578125,9352.81640625,41740
41860,"San Francisco, CA",actual jobs per square mile,33235.21875,33742.87109375,33872.47265625,36018.51171875,37175.5234375,36614,37121.59375,40297.80078125,41857.64453125,43068.6640625,46886.17578125,54374.65234375,41860
41860,"San Francisco, CA",expected jobs per square mile,33235.21875,33888.55859375,34337.2734375,35015.17578125,35264.765625,34790.55859375,34554.984375,36580.3828125,38171.359375,39616.546875,40619.98828125,43724.59375,41860
41940,"San Jose, CA",actual jobs per square mile,7648.09033203125,7990.0751953125,8247.453125,8283.2900390625,7712.126953125,8587.7978515625,8636.080078125,8643.6025390625,8916.9794921875,9448.078125,9944.9560546875,11133.45703125,41940
41940,"San Jose, CA",expected jobs per square mile,7648.09033203125,7842.39892578125,8109.37841796875,8257.96484375,8159.27099609375,8013.77978515625,8065.91796875,8205.796875,8385.587890625,9209.82421875,9494.8037109375,9745.154296875,41940
42540,"Scranton, PA",actual jobs per square mile,3580.1005859375,3457.639892578125,3476.235107421875,3168.82568359375,3555.4248046875,3448.513671875,3271.930908203125,3139.12353515625,2656.084716796875,2505.2626953125,2502.657470703125,2479.47607421875,42540
42540,"Scranton, PA",expected jobs per square mile,3580.1005859375,3719.60302734375,3749.030029296875,3755.8994140625,3863.647705078125,3814.928955078125,3887.228271484375,3887.246337890625,3869.072265625,3809.059326171875,3854.891357421875,3850.254638671875,42540
42660,"Seattle, WA",actual jobs per square mile,27245.087890625,28379.21875,29494.0859375,31039.93359375,36199.98828125,43314.5546875,47913.75,43322.56640625,44619.24609375,47692.21875,51100.73046875,35122.4453125,42660
42660,"Seattle, WA",expected jobs per square mile,27245.087890625,27129.931640625,28975.65234375,28975.70703125,30753.27734375,30873.8359375,30684.421875,32630.5,32657.033203125,33349.328125,30141.287109375,29999.330078125,42660
44060,"Spokane, WA",actual jobs per square mile,6741.2626953125,6389.0009765625,6432.07080078125,6555.61083984375,7102.50830078125,8066.71826171875,7640.705078125,7951.9345703125,7349.74560546875,7610.45947265625,5974.23095703125,7193.080078125,44060
44060,"Spokane, WA",expected jobs per square mile,6741.2626953125,6842.21728515625,7008.65576171875,7204.4697265625,7362.5400390625,7588.6552734375,7772.07666015625,7842.39208984375,7338.875,7639.9931640625,7429.423828125,7634.208984375,44060
44700,"Stockton, CA",actual jobs per square mile,3336.56762695312,2585.8701171875,2492.72265625,2311.463134765625,2321.01318359375,2326.75390625,2344.73193359375,2265.935546875,2139.302978515625,2117.189208984375,2121.121337890625,2399.606201171875,44700
44700,"Stockton, CA",expected jobs per square mile,3336.56762695312,2884.825927734375,2951.168701171875,2971.3359375,3045.5615234375,3056.97021484375,3013.1064453125,3080.926025390625,3109.771484375,3301.818359375,3302.374267578125,3302.50439453125,44700
45060,"Syracuse, NY",actual jobs per square mile,6983.052734375,7505.17333984375,7411.19921875,8391.48828125,7459.0009765625,6682.00048828125,5973.29638671875,6088.0966796875,5742.75634765625,5682.27587890625,5514.5390625,5738.85498046875,45060
45060,"Syracuse, NY",expected jobs per square mile,6983.052734375,6993.7587890625,6913.04248046875,6838.00244140625,6925.35302734375,6908.85205078125,6887.982421875,6935.07373046875,7029.84228515625,7049.99658203125,7113.5126953125,7098.19384765625,45060
45300,"Tampa, FL",actual jobs per square mile,4422.97314453125,4305.669921875,4336.3984375,4895.96875,4768.2080078125,4443.0048828125,4471.7109375,4621.7041015625,4350.662109375,4843.78857421875,4824.8828125,5117.74853515625,45300
45300,"Tampa, FL",expected jobs per square mile,4422.97314453125,4485.8935546875,4507.98388671875,4732.49609375,4670.03955078125,4538.03662109375,4494.39453125,4655.099609375,4679.0078125,4857.111328125,4939.310546875,5143.447265625,45300
45780,"Toledo, OH",actual jobs per square mile,4151.07861328125,4261.96728515625,4382.642578125,4115.3349609375,4114.0419921875,3911.74951171875,3865.658935546875,3447.739501953125,3369.520263671875,3394.257080078125,3292.39453125,3358.829833984375,45780
45780,"Toledo, OH",expected jobs per square mile,4151.07861328125,4267.51171875,4298.30322265625,4255.7177734375,4297.5048828125,4230.25244140625,4223.18017578125,4026.582763671875,4181.15185546875,4243.28271484375,4202.51806640625,4169.970703125,45780
46060,"Tucson, AZ",actual jobs per square mile,3733.97119140625,3651.995849609375,4040.599365234375,3339.70263671875,3066.5341796875,3071.942138671875,3105.376953125,2933.80224609375,2764.24072265625,3014.5654296875,3462.89990234375,2805.252197265625,46060
46060,"Tucson, AZ",expected jobs per square mile,3733.97119140625,3802.322265625,4145.3505859375,4303.42236328125,4213.04150390625,4257.6318359375,4271.57763671875,4162.12158203125,4176.7421875,4234.4150390625,4289.36865234375,4174.61328125,46060
46140,"Tulsa, OK",actual jobs per square mile,4508.5908203125,4026.705810546875,4045.586181640625,4239.46240234375,4407.0693359375,4401.10986328125,4359.80029296875,4588.73291015625,4393.19775390625,4559.30615234375,4449.17041015625,4249.41748046875,46140
46140,"Tulsa, OK",expected jobs per square mile,4508.5908203125,4581.57373046875,4630.61767578125,4800.626953125,4816.51708984375,4874.25537109375,4960.205078125,5043.71240234375,5107.876953125,5181.71826171875,5182.626953125,5218.9111328125,46140
46520,"Urban Honolulu, HI",actual jobs per square mile,33142.39453125,35713.01953125,39337.3125,38878.04296875,37401.234375,34268.4921875,35438.8046875,53042.828125,57155.25390625,56485.4609375,52504.98046875,51553.75,46520
46520,"Urban Honolulu, HI",expected jobs per square mile,33142.39453125,34071.91015625,34948.79296875,35066.4921875,34746.14453125,33654.796875,33395.7265625,33442.49609375,34372.3828125,35486.44140625,35433.65234375,36346.6015625,46520
47260,"Virginia Beach, VA-NC",actual jobs per square mile,5220.578125,4793.134765625,4880.45947265625,5675.42724609375,5430.52880859375,5461.78515625,5423.12353515625,5517.9443359375,5454.96533203125,5373.841796875,5309.09765625,5229.55712890625,47260
47260,"Virginia Beach, VA-NC",expected jobs per square mile,5220.578125,5007.5185546875,4997.89013671875,5069.728515625,5103.00732421875,5055.22314453125,4824.1298828125,5048.2646484375,5049.0419921875,5186.27294921875,5212.6728515625,5255.59326171875,47260
48620,"Wichita, KS",actual jobs per square mile,3709.33666992188,3705.421142578125,3664.5322265625,3541.20751953125,3526.01904296875,3463.32861328125,3233.05615234375,3346.12548828125,3318.5625,3257.6787109375,2973.092041015625,2949.796142578125,48620
48620,"Wichita, KS",expected jobs per square mile,3709.33666992188,3761.387939453125,3790.39306640625,3919.248291015625,4002.995361328125,3958.0908203125,3822.797119140625,3873.7490234375,3879.080322265625,3922.369140625,3932.8935546875,3949.816162109375,48620
49180,"Winston, NC",actual jobs per square mile,5329.65869140625,4862.59033203125,5427.77685546875,5783.76171875,5174.13720703125,5324.20849609375,5099.5048828125,5344.4111328125,4093.810546875,4217.05712890625,4446.009765625,4279.24951171875,49180
49180,"Winston, NC",expected jobs per square mile,5329.65869140625,5483.79541015625,5766.1708984375,6071.57421875,5779.1669921875,6003.1845703125,5943.15087890625,5922.4150390625,6078.3193359375,6104.013671875,6150.5966796875,6084.8115234375,49180
49660,"Youngstown, OH-PA",actual jobs per square mile,3553.54663085938,3518.486328125,2895.2373046875,2241.507568359375,2075.442138671875,1910.0804443359375,1820.2406005859375,1945.391845703125,1777.3555908203125,1743.505126953125,1668.861083984375,1642.996337890625,49660
49660,"Youngstown, OH-PA",expected jobs per square mile,3553.54663085938,3605.6904296875,3420.97802734375,3276.162109375,3227.351806640625,3173.08837890625,3178.79833984375,3196.98193359375,3180.514404296875,3147.2177734375,3169.2314453125,3189.123779296875,49660
99999,U.S. 94 metro areas,actual jobs per square mile,20067.865234375,20150.380859375,20537.966796875,20909.580078125,22154.423828125,23061.794921875,23281.408203125,23987.701171875,24190.076171875,24941.701171875,25316.11328125,25994.125,99999
99999,U.S. 94 metro areas,expected jobs per square mile,20067.865234375,20374.65625,20712.76171875,21037.408203125,21562.759765625,21668.322265625,21904.38671875,22280.923828125,22625.513671875,23084.9140625,23194.19921875,23752.8203125,99999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Source: Brookings analysis of Census LODES 7 data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Source: Brookings analysis of Census LODES 7 data
"Note: This analysis only covers private, non-administrative sectors of the economy. Additionally, the Mass. portion of the Providence, R.I. metro area and the Wis. portions of the Chicago and Minneapolis-St. Paul metro areas are excluded from the analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Note: This analysis only covers private, non-administrative sectors of the economy. Additionally, the Mass. portion of the Providence, R.I. metro area and the Wis. portions of the Chicago and Minneapolis-St. Paul metro areas are excluded from the analysis."
