cbsa_code,rank_year_range,count,prosperity_rank,growth_rank,inclusion_rank,racial_inclusion_rank,value_year,average_annual_wage,output_per_job,output_per_person,employment_at_firms_0_5_years_old,jobs,real_gdp,employment_to_population_ratio,median_income,relative_income_poverty,gap_in_employment_to_population_ratio,gap_in_median_income,gap_in_relative_income_poverty
42660,2016-2017,NA,NA,9,7,57,2017,71667.7342518589,169225.666534205,90212.1400846598,175204,2061475.08596345,348854495465.823,0.7662879,45436.12,0.2592708,0.0315505,14418.14,0.0709528
44060,2016-2017,NA,NA,30,40,2,2017,45420.1492992642,102229.357307216,44955.0015599253,21336,248120.80334164,25365230260.166,0.7011827,30130.51,0.2564481,0.0601464,7759.203,0.0459212
44140,2016-2017,NA,NA,67,97,97,2017,46579.8554416159,104944.195092283,48364.0773653183,23216,291100.104861392,30549266195.958,0.6984094,35056.09,0.2613149,0.1539229,15972.97,0.1495623
44700,2016-2017,NA,NA,20,80,93,2017,45304.1028101564,110482.626909119,37722.914443971,22764,254515.72399354,28119565776.4827,0.665108,31401.15,0.2532923,0.0445343,15260.03,0.1002994
45060,2016-2017,NA,NA,76,28,11,2017,48488.3965636874,128928.854253739,60862.4566542396,19679,309125.77489816,39855231977.9189,0.7048786,33989.71,0.2779207,0.1482759,9829.559,0.1157119
45300,2016-2017,NA,NA,33,66,69,2017,48781.9079677581,115661.300678956,48604.077848699,156805,1299091.3708852,150254597657.39,0.7169348,31989.4,0.2397758,0.0128326,10132.32,0.0604788
45780,2016-2017,NA,NA,96,50,17,2017,45271.4649289178,114790.467818091,57967.5007299686,17994,304843.47608124,34993125230.6587,0.7296338,29924.05,0.2813897,0.1001753,9963.279,0.0738504
46060,2016-2017,NA,NA,53,39,43,2017,44468.970297116,99566.2928283134,37945.7147603025,30055,389787.54392916,38809700739.6798,0.6843745,28978.47,0.2729467,0.003604,10088.64,0.0580464
46140,2016-2017,NA,NA,94,94,25,2017,46705.7503510449,120341.740566787,53886.6705977769,42634,443618.711428005,53385847881.2412,0.7335083,32970.14,0.2540736,0.0293272,12048.93,0.0822913
46520,2016-2017,NA,NA,72,69,59,2017,52306.4956613602,123052.191511862,67310.0016032122,36949,540795.18834576,66546033085.0157,0.7809882,38020.59,0.2277155,0.0227965,9130.34,0.0633339
47260,2016-2017,NA,NA,63,84,87,2017,47839.5059346435,107814.433595275,52907.5124591487,58809,846625.73642734,91278474240.0965,0.753146,32969.25,0.2664679,0.0375707,12799.21,0.0843022
47900,2016-2017,NA,NA,59,30,68,2017,73853.444853417,157837.331658863,83173.9762963651,262074,3275894.36982991,517058426130.244,0.7900694,50490.22,0.2689065,0.0315836,23363.14,0.0861267
49180,2016-2017,NA,NA,32,25,75,2017,46926.2152712258,128954.664174649,51388.6511676438,21157,266092.726693867,34313898210.1243,0.7041349,30429.08,0.2470172,0.0641201,11376.48,0.1392976
49340,2016-2017,NA,NA,44,86,23,2017,51936.7954913067,123717.743090537,52914.4781396344,32949,403099.60025828,49870572784.6519,0.7292839,39984.95,0.2595828,0.1092154,12553.49,0.0551023
34980,2012-2017,NA,NA,NA,14,10,2017,52968.1899124958,131529.94534777,67007.1711145045,NA,969495.28578029,127517661953.602,0.7693813,34492.7,0.2523152,0.0055096,9187.279,0.0385312
48620,2012-2017,NA,NA,NA,79,90,2017,44476.074982992,116401.267541689,54643.1641363767,NA,303082.238880306,35279156775.0406,0.7437872,30054.19,0.2530057,0.0916143,12958.51,0.1173601
34980,2016-2017,NA,NA,NA,33,21,2017,52968.1899124958,131529.94534777,67007.1711145045,NA,969495.28578029,127517661953.602,0.7693813,34492.7,0.2523152,0.0055096,9187.279,0.0385312
48620,2016-2017,NA,NA,NA,90,89,2017,44476.074982992,116401.267541689,54643.1641363767,NA,303082.238880306,35279156775.0406,0.7437872,30054.19,0.2530057,0.0916143,12958.51,0.1173601
10100,NA,NA,NA,NA,NA,NA,2017,40308.7646825367,122019.481830253,65997.8221325194,NA,23310.278799594,2844308140.44519,NA,NA,NA,NA,NA,NA
10140,NA,NA,NA,NA,NA,NA,2017,39422.273686988,90050.1461861699,29260.6231525015,NA,23621.94412122,2127159521.3174,NA,NA,NA,NA,NA,NA
10180,NA,NA,NA,NA,NA,NA,2017,40171.3138137964,109266.801962187,48062.0157940047,6730,74872.405154411,8181068266.43969,0.7833,27403.22,0.2488951,0.0289029,10217.98,0.0620289
10220,NA,NA,NA,NA,NA,NA,2017,40701.4689264966,94259.4648340811,46786.569900134,NA,18972.841093578,1788369847.86272,NA,NA,NA,NA,NA,NA
10300,NA,NA,NA,NA,NA,NA,2017,41237.3490237426,106718.937135058,30826.5265858233,NA,28487.957368111,3040204531.47365,NA,NA,NA,NA,NA,NA
10460,NA,NA,NA,NA,NA,NA,2017,40902.4576427233,111604.866893636,37028.5601853499,NA,21836.939674341,2437108745.71918,NA,NA,NA,NA,NA,NA
10500,NA,NA,NA,NA,NA,NA,2017,38964.0253587916,92552.4465298351,38476.8393178367,3631,62955.674363281,5826701685.25728,0.641262,28044.11,0.2621764,0.1504191,17291.3,0.1541898
10540,NA,NA,NA,NA,NA,NA,2017,40882.6711927253,107305.420098416,41188.6793723824,3426,47998.701135082,5150520789.4783,0.6946094,29960.76,0.3089306,0.0247061,8110.83,0.0353665
10620,NA,NA,NA,NA,NA,NA,2017,34070.5697215263,84380.7863408019,27697.0853893717,NA,20180.8051068841,1702872203.90935,NA,NA,NA,NA,NA,NA
10660,NA,NA,NA,NA,NA,NA,2017,39796.9499627911,96798.2264657873,39548.0890626574,NA,12475.4444747504,1207600899.52824,NA,NA,NA,NA,NA,NA
10700,NA,NA,NA,NA,NA,NA,2017,34640.5586764297,82048.7625746777,32526.8042074824,NA,37878.3419870331,3107871088.41653,NA,NA,NA,NA,NA,NA
10760,NA,NA,NA,NA,NA,NA,2017,33511.7620646906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10780,NA,NA,NA,NA,NA,NA,2017,38938.4030916002,89994.3905097755,37024.1011497778,5030,63349.717234077,5701119191.44738,0.6311659,26900.49,0.2558012,0.1418654,12085.44,0.2057397
10820,NA,NA,NA,NA,NA,NA,2017,40481.4194458973,100775.74665536,52106.7658337763,NA,19428.402082695,1957911726.20415,NA,NA,NA,NA,NA,NA
10860,NA,NA,NA,NA,NA,NA,2017,42742.8778622766,97886.3850746818,38609.8890243054,NA,16120.9832512299,1578024774.31239,NA,NA,NA,NA,NA,NA
10940,NA,NA,NA,NA,NA,NA,2017,42054.5745383516,99817.9815356587,32390.0695871663,NA,13309.9853742461,1328575874.32639,NA,NA,NA,NA,NA,NA
10980,NA,NA,NA,NA,NA,NA,2017,38245.2709629693,91337.4975552046,37660.1421015618,NA,11735.4098063263,1071882964.49465,NA,NA,NA,NA,NA,NA
11020,NA,NA,NA,NA,NA,NA,2017,40052.2130464621,99208.4908770538,48796.9022839304,4540,60723.82627746,6024319165.26719,0.6827582,26122.95,0.2644106,0.3401932,16459.95,0.3054767
11060,NA,NA,NA,NA,NA,NA,2017,40104.2276005347,96813.7062468767,42698.410824783,NA,11081.0505408916,1072797571.97267,NA,NA,NA,NA,NA,NA
11100,NA,NA,NA,NA,NA,NA,2017,44501.2132348853,108264.414447402,49329.4964759173,9279,120710.17906102,13068616853.8824,0.7302156,29974.19,0.2347496,0.0604078,9966.109,0.036452
11140,NA,NA,NA,NA,NA,NA,2017,35449.0993104797,88477.3940454842,31773.2225934356,NA,12590.438452032,1113969184.12585,NA,NA,NA,NA,NA,NA
11180,NA,NA,NA,NA,NA,NA,2017,47353.7812891471,106884.45470447,53880.6358219148,3645,49150.924411168,5253469753.90834,0.6868315,22500.3,0.3721516,0.0604572,3.082031,0.0402961
11220,NA,NA,NA,NA,NA,NA,2017,39544.8264223902,99600.2430106521,40196.5907562497,NA,19879.5063909592,1980003667.47135,NA,NA,NA,NA,NA,NA
11260,NA,NA,NA,NA,NA,NA,2017,54228.1964548424,133379.828698077,62319.033124101,NA,187306.827388471,24982952551.0546,0.7224219,40091.84,0.2528978,0.0652963,18106.47,0.1444566
11380,NA,NA,NA,NA,NA,NA,2017,60386.3278546701,153947.317156245,64329.3239972557,NA,7405.4183011342,1140044279.87937,NA,NA,NA,NA,NA,NA
11420,NA,NA,NA,NA,NA,NA,2017,34949.1276864226,83908.2527371202,39640.4305439153,NA,16291.134212495,1366960606.87638,NA,NA,NA,NA,NA,NA
11460,NA,NA,NA,NA,NA,NA,2017,53930.5770058985,114511.716029251,71147.9606245299,12913,228412.534782317,26155911320.5141,0.7142914,32259.89,0.3220731,0.0423006,6726.498,0.0420539
11500,NA,NA,NA,NA,NA,NA,2017,38026.0537123905,84808.6755691856,34532.6425912829,3123,46715.279924171,3961861019.21271,0.6237632,29641.24,0.2429231,0.1533077,6299.25,0.1613568
11540,NA,NA,NA,NA,NA,NA,2017,45025.9921064538,102324.731722266,54357.4600933022,8482,125436.044697668,12835209621.9911,0.815545,37165.04,0.264138,0.1653309,14716.79,0.0982675
11580,NA,NA,NA,NA,NA,NA,2017,35120.5415589198,83014.8313584004,21132.7283191559,NA,9383.8006842123,778994631.300726,NA,NA,NA,NA,NA,NA
11620,NA,NA,NA,NA,NA,NA,2017,41096.0325943485,117787.909963375,59590.9450765422,NA,24380.156198811,2871687643.23857,NA,NA,NA,NA,NA,NA
11660,NA,NA,NA,NA,NA,NA,2017,33584.9348281116,76440.6991262858,33647.8859762909,NA,9812.9966188589,750112322.069453,NA,NA,NA,NA,NA,NA
11680,NA,NA,NA,NA,NA,NA,2017,37226.8719181714,97784.0011996548,41854.1470040662,NA,15135.4462289687,1480004492.21079,NA,NA,NA,NA,NA,NA
11700,NA,NA,NA,NA,NA,NA,2017,39781.2167013453,95492.99432909,41073.7650522709,19143,196198.60798585,18735592559.7681,0.7350856,29508.54,0.2595448,0.0641425,9480.457,0.0841716
11740,NA,NA,NA,NA,NA,NA,2017,37701.5351656123,91461.6473412277,33103.0861735343,NA,19409.800248744,1775252305.3143,NA,NA,NA,NA,NA,NA
11780,NA,NA,NA,NA,NA,NA,2017,36820.9048500147,98850.0131836389,31399.479362098202,NA,31068.168622936,3071088877.96874,NA,NA,NA,NA,NA,NA
11820,NA,NA,NA,NA,NA,NA,2017,36736.3724792953,90747.1294224828,44806.3615425504,NA,19346.097988255,1755602857.96021,NA,NA,NA,NA,NA,NA
11860,NA,NA,NA,NA,NA,NA,2017,37573.0806894392,92459.4374661643,35810.0772472624,NA,6325.4784760757,584850181.602289,NA,NA,NA,NA,NA,NA
11900,NA,NA,NA,NA,NA,NA,2017,42807.1138761758,95083.546456092,35959.2418847988,NA,25186.0360815193,2394777631.80195,NA,NA,NA,NA,NA,NA
11940,NA,NA,NA,NA,NA,NA,2017,42401.9923646342,110631.83791092099,38613.0537922606,NA,18455.2881333974,2041742445.37336,NA,NA,NA,NA,NA,NA
11980,NA,NA,NA,NA,NA,NA,2017,34731.2611161466,106046.543542894,23478.4015027361,NA,17947.33779935,1903253139.4178,NA,NA,NA,NA,NA,NA
12020,NA,NA,NA,NA,NA,NA,2017,40601.84016659,90515.4763677654,41592.656944885,8066,96161.863813742,8704136911.51304,0.6571353,24652.15,0.3188286,0.0561409,3599.684,0.0258837
12100,NA,NA,NA,NA,NA,NA,2017,44892.7792844381,102134.42045984,48212.4830588324,9946,127414.606590839,13013417002.2739,0.7162628,30115.93,0.2467987,0.0527776,17081.29,0.100646
12120,NA,NA,NA,NA,NA,NA,2017,37869.6868991697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12140,NA,NA,NA,NA,NA,NA,2017,45983.0493562809,107177.476453456,55881.9817285945,NA,22334.548718038,2393760569.32607,NA,NA,NA,NA,NA,NA
12180,NA,NA,NA,NA,NA,NA,2017,42034.3776417013,118004.695365103,39843.4393828602,NA,26202.096593374,3091970426.4281,NA,NA,NA,NA,NA,NA
12220,NA,NA,NA,NA,NA,NA,2017,36695.386505593,79447.9045503367,31151.811969978,7062,63365.515429129,5034257421.59633,0.6796528,24441.29,0.2958328,0.0631381,2791.086,0.0065007
12300,NA,NA,NA,NA,NA,NA,2017,40974.5456596734,89649.0932743427,46151.2006012394,NA,62713.243414952,5622185408.44359,NA,NA,NA,NA,NA,NA
12380,NA,NA,NA,NA,NA,NA,2017,45867.9327134751,103832.2466678,45224.0177168153,NA,17232.9265946473,1789333484.98351,NA,NA,NA,NA,NA,NA
12460,NA,NA,NA,NA,NA,NA,2017,32387.6371690148,92263.8348038627,31559.9220149321,NA,9138.5197498384,843154876.550927,NA,NA,NA,NA,NA,NA
12620,NA,NA,NA,NA,NA,NA,2017,39803.8206557652,86695.0693342504,41349.3931076701,5090,72476.206279241,6283329728.46223,0.707193,29231.22,0.2952876,0.110741,17707.01,0.2514986
12660,NA,NA,NA,NA,NA,NA,2017,38009.6957713557,98429.2202703986,57318.3690290766,NA,37258.1085045153,3667286568.84935,NA,NA,NA,NA,NA,NA
12680,NA,NA,NA,NA,NA,NA,2017,40221.3873030371,133573.097677919,47538.8794297176,NA,16243.3491091446,2169674457.17231,NA,NA,NA,NA,NA,NA
12700,NA,NA,NA,NA,NA,NA,2017,46157.5631417112,115798.412637785,54437.1302956611,9358,100340.570946961,11619278838.8271,0.7802715,34991.21,0.2743227,0.0494469,10630.51,0.0027977
12740,NA,NA,NA,NA,NA,NA,2017,48603.4337300313,109114.398139158,66053.9748016301,NA,35286.692286719,3850286191.18702,NA,NA,NA,NA,NA,NA
12780,NA,NA,NA,NA,NA,NA,2017,48652.0414169021,143615.599247773,57377.8878465481,NA,20748.0836848797,2979748471.64694,NA,NA,NA,NA,NA,NA
12820,NA,NA,NA,NA,NA,NA,2017,30960.623924599,85847.3334371613,24127.08967975,NA,7206.3124352174,618642706.47847,NA,NA,NA,NA,NA,NA
12860,NA,NA,NA,NA,NA,NA,2017,39827.6582186378,107784.858165864,44397.1922731055,NA,23872.403964391,2573083675.3801,NA,NA,NA,NA,NA,NA
12900,NA,NA,NA,NA,NA,NA,2017,36477.2588135093,97947.8287358075,42801.1410977232,NA,16388.4592077964,1605213995.72901,NA,NA,NA,NA,NA,NA
12980,NA,NA,NA,NA,NA,NA,2017,50264.9083687234,108664.247493684,46859.7891131779,3513,57840.64160144,6285209794.17233,0.7105451,30478.97,0.2665722,0.1273081,16264.35,0.217495
13020,NA,NA,NA,NA,NA,NA,2017,41842.4983472375,106919.360319615,36024.6587384577,2614,35121.556947336,3755174402.23809,0.6988652,30166.52,0.2779365,0.0778335,16165.52,0.1840778
13060,NA,NA,NA,NA,NA,NA,2017,53136.5925651716,185820.192561968,56832.6857898359,NA,11267.430711543,2093716144.49755,NA,NA,NA,NA,NA,NA
13100,NA,NA,NA,NA,NA,NA,2017,36216.345816171,113016.582073326,50897.0279282454,NA,9728.0122979185,1099426700.27803,NA,NA,NA,NA,NA,NA
13140,NA,NA,NA,NA,NA,NA,2017,53669.0116201533,178438.751632157,71016.486018494,16698,164144.986310985,29289826444.0096,0.6458244,32492.94,0.2628443,0.0773673,15952.98,0.0998778
13180,NA,NA,NA,NA,NA,NA,2017,43982.1905167297,101006.041485156,41735.5064608968,NA,36273.0101715225,3663793170.17629,NA,NA,NA,NA,NA,NA
13220,NA,NA,NA,NA,NA,NA,2017,38156.498210453,91436.2041302899,33407.9192179784,3265,43311.8916683561,3960274967.85681,0.5654686,25038.42,0.2541644,0.0785086,9840.527,0.1553535
13260,NA,NA,NA,NA,NA,NA,2017,37152.1913226802,90442.2250451012,27663.8098623904,NA,13967.9838764023,1263295541.17592,NA,NA,NA,NA,NA,NA
13300,NA,NA,NA,NA,NA,NA,2017,35883.2346685579,98135.1316988633,27497.8994352077,NA,9124.2971177369,895414099.30867,NA,NA,NA,NA,NA,NA
13340,NA,NA,NA,NA,NA,NA,2017,43659.8763874527,101732.461611437,46145.3984472852,NA,20559.221230798,2091540184.6232,NA,NA,NA,NA,NA,NA
13380,NA,NA,NA,NA,NA,NA,2017,44640.2452834021,121238.645958546,51789.4509064972,8327,94577.03439234,11466391588.5021,0.7417233,30439.85,0.2994142,0.0480877,8821.594,0.0397775
13420,NA,NA,NA,NA,NA,NA,2017,40289.3992102778,87129.0751606132,37887.5211303935,NA,20225.8805925513,1762262270.33799,NA,NA,NA,NA,NA,NA
13460,NA,NA,NA,NA,NA,NA,2017,43718.2197569285,109476.153231307,48130.0009062664,11237,82157.5626644,8994293919.35853,0.7381189,30057.21,0.2369041,0.0463615,7008.291,0.0089047
13500,NA,NA,NA,NA,NA,NA,2017,42098.2449422351,93975.7997764951,24569.4654423939,NA,7013.251412169,659075910.492215,NA,NA,NA,NA,NA,NA
13540,NA,NA,NA,NA,NA,NA,2017,41218.0923453822,94013.0581157119,46704.4270171746,NA,17682.62205877,1662397375.24931,NA,NA,NA,NA,NA,NA
13620,NA,NA,NA,NA,NA,NA,2017,37498.0961752458,94201.5128822101,33506.7569220808,NA,13467.934911874,1268699844.09767,NA,NA,NA,NA,NA,NA
13660,NA,NA,NA,NA,NA,NA,2017,40523.1466212261,89231.3512846664,29496.9208778229,NA,14343.623349673,1279900893.80962,NA,NA,NA,NA,NA,NA
13700,NA,NA,NA,NA,NA,NA,2017,47869.7071311423,157441.200246435,59027.0396494719,NA,14017.3153847919,2206902958.41445,NA,NA,NA,NA,NA,NA
13720,NA,NA,NA,NA,NA,NA,2017,34847.1944055211,88319.4626831298,29435.167836632,NA,19098.3143065764,1686752857.71036,NA,NA,NA,NA,NA,NA
13740,NA,NA,NA,NA,NA,NA,2017,45738.9548988861,119046.593960111,60668.8987445289,7274,86889.725728824,10343925898.1447,0.8174509,31777.69,0.2533735,0.0063653,6518.115,0.003115
13780,NA,NA,NA,NA,NA,NA,2017,43603.6814683388,112607.291732844,47397.0589361094,5660,101950.533110807,11480373424.3276,0.6814402,29901.85,0.2613407,0.1289464,18202.21,0.1681325
13900,NA,NA,NA,NA,NA,NA,2017,48292.1908659813,111706.756289523,64305.4661433389,5962,76069.283446825,8497452907.11309,0.8492028,40100.88,0.2163321,0.0044467,15049.13,0.1384386
13940,NA,NA,NA,NA,NA,NA,2017,35242.965338937,91487.9239852077,31420.7751727661,NA,15773.2504848722,1443061941.35963,NA,NA,NA,NA,NA,NA
13980,NA,NA,NA,NA,NA,NA,2017,36749.0832276573,85864.5236729657,33596.5963895771,4923,71600.489936143,6147941963.11789,0.6581393,24995.29,0.3414372,0.3124821,12714.32,0.094834
14010,NA,NA,NA,NA,NA,NA,2017,50001.2035953021,129076.26674669,64594.4625792856,5112,94198.144916024,12158744880.2241,0.7416896,35189.46,0.3216221,0.0413036,6718.129,0.0228248
14020,NA,NA,NA,NA,NA,NA,2017,39709.0160005252,90222.2529234529,40303.9478417502,5192,74970.529191734,6764010046.54173,0.6348553,20211.8,0.3080482,0.1817982,9878.382,0.1598418
14100,NA,NA,NA,NA,NA,NA,2017,49370.5845756085,113360.053048986,56313.3974507296,1769,41829.667430485,4741813318.94124,0.6769059,31493.9,0.2346535,0.2965054,1114.668,0.0594002
14140,NA,NA,NA,NA,NA,NA,2017,35287.3240090212,82351.0291406417,29152.8909274084,NA,35700.9593556656,2940010744.24728,NA,NA,NA,NA,NA,NA
14180,NA,NA,NA,NA,NA,NA,2017,46049.9519728224,112113.936785553,49268.5952994705,NA,18526.819847593,2077114709.23038,NA,NA,NA,NA,NA,NA
14220,NA,NA,NA,NA,NA,NA,2017,34180.1954176826,88902.0317641554,21143.9505341036,NA,11090.9258842654,986005845.256855,NA,NA,NA,NA,NA,NA
14300,NA,NA,NA,NA,NA,NA,2017,39700.7295355892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14340,NA,NA,NA,NA,NA,NA,2017,39549.2795310368,108079.37921329,39938.2967070807,NA,9786.5648164295,1057725849.99033,NA,NA,NA,NA,NA,NA
14380,NA,NA,NA,NA,NA,NA,2017,40360.5296395184,83387.3342099106,38196.6539951902,NA,25248.8916310584,2105437764.86888,NA,NA,NA,NA,NA,NA
14420,NA,NA,NA,NA,NA,NA,2017,58744.5303459805,211979.456045276,88602.3592116866,NA,8934.2404376455,1893875428.1498,NA,NA,NA,NA,NA,NA
14500,NA,NA,NA,NA,NA,NA,2017,62495.8774274012,137627.484240359,80926.0749944877,21725,189640.843141406,26099792150.7722,0.7784538,35532.48,0.2979163,0.0306104,11449.71,0.0395996
14540,NA,NA,NA,NA,NA,NA,2017,39747.413132901,86801.0223764003,37934.4951173992,7447,76407.826454976,6632277453.85048,0.7397178,25836.28,0.2769613,0.0124465,5412,0.0179156
14580,NA,NA,NA,NA,NA,NA,2017,41156.311932924,92867.3803801709,51481.4596615522,NA,59764.969609254,5550216166.11195,NA,NA,NA,NA,NA,NA
14620,NA,NA,NA,NA,NA,NA,2017,40801.5098488224,117015.668105362,43822.161956267,NA,15478.0123292696,1811169953.65252,NA,NA,NA,NA,NA,NA
14660,NA,NA,NA,NA,NA,NA,2017,36833.1690771358,84625.099440309,37473.8247560254,NA,41527.369953333,3514257811.79531,NA,NA,NA,NA,NA,NA
14700,NA,NA,NA,NA,NA,NA,2017,30095.2626266873,73013.709440019,30971.9708870134,NA,36927.7766364278,2696233953.59806,NA,NA,NA,NA,NA,NA
14720,NA,NA,NA,NA,NA,NA,2017,39000.6368950122,88777.9494385345,63471.387441924,NA,21866.6053585219,1941272384.91124,NA,NA,NA,NA,NA,NA
14740,NA,NA,NA,NA,NA,NA,2017,51077.744371924,121158.228757049,46303.0369452925,7912,101815.43103836,12335777284.7431,0.7433188,39947.2,0.2235781,0.0339385,13691.48,0.1111786
14780,NA,NA,NA,NA,NA,NA,2017,38167.3714048176,103321.592426762,45860.6099689402,NA,15554.283643864,1607093355.14157,NA,NA,NA,NA,NA,NA
14820,NA,NA,NA,NA,NA,NA,2017,33715.8251319641,89938.2742558558,26523.1475601976,NA,10013.7567237725,900619998.554071,NA,NA,NA,NA,NA,NA
15020,NA,NA,NA,NA,NA,NA,2017,35650.6007557062,95880.0046942174,35313.8389319215,NA,12650.4418691154,1212924425.79471,NA,NA,NA,NA,NA,NA
15060,NA,NA,NA,NA,NA,NA,2017,34406.3619848153,93798.3429526171,28240.8294945807,NA,6825.1884165592,640191363.812649,NA,NA,NA,NA,NA,NA
15100,NA,NA,NA,NA,NA,NA,2017,39748.1441942368,108534.235463594,63778.1587420645,NA,20129.324340634,2184720827.70942,NA,NA,NA,NA,NA,NA
15140,NA,NA,NA,NA,NA,NA,2017,37928.2781591909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15180,NA,NA,NA,NA,NA,NA,2017,32179.6838913098,71044.476573222,24029.004922824,12022,143314.30959914,10181690110.9236,0.6481445,22759.47,0.2120084,0.0477286,12473.4,0.0106654
15220,NA,NA,NA,NA,NA,NA,2017,36345.9530803872,93253.7034490701,40304.4337082957,NA,16446.58130644,1533704615.90177,NA,NA,NA,NA,NA,NA
15260,NA,NA,NA,NA,NA,NA,2017,40422.8977180556,97758.0194721329,36017.7742940491,4852,43519.534303286,4254383481.83879,0.6884578,30032.09,0.2403981,0.1088119,14013.16,0.1280373
15340,NA,NA,NA,NA,NA,NA,2017,37460.569632522,91216.8693982063,30509.4536626756,NA,13962.8520580109,1273647652.60206,NA,NA,NA,NA,NA,NA
15420,NA,NA,NA,NA,NA,NA,2017,36101.9505080916,95139.3940388806,42274.0958951188,NA,19725.5191504065,1876673939.07201,NA,NA,NA,NA,NA,NA
15460,NA,NA,NA,NA,NA,NA,2017,41068.7655091772,103652.246459758,53879.9987728587,NA,24021.6935795793,2489902503.29135,NA,NA,NA,NA,NA,NA
15500,NA,NA,NA,NA,NA,NA,2017,38864.7201334623,98573.6113481626,38838.216698397,4201,63982.40626077,6306976847.86938,0.6992828,29997.33,0.2379411,0.0173684,8431.48,0.0689387
15540,NA,NA,NA,NA,NA,NA,2017,49450.1794829831,109088.790585192,63885.099327974,9883,127897.524510889,13952186267.7329,0.7661494,34682.82,0.2985758,0.0329617,15627.43,0.163344
15580,NA,NA,NA,NA,NA,NA,2017,40524.4293897252,105219.466653859,49780.0842608798,NA,16370.4543500629,1722490475.59496,NA,NA,NA,NA,NA,NA
15620,NA,NA,NA,NA,NA,NA,2017,38260.5846073117,91754.8805670748,32321.7261944566,NA,17005.0791921699,1560299010.3112,NA,NA,NA,NA,NA,NA
15660,NA,NA,NA,NA,NA,NA,2017,40752.7866484206,96725.9169375339,39457.6905467669,NA,23288.4853092591,2252600095.62437,NA,NA,NA,NA,NA,NA
15680,NA,NA,NA,NA,NA,NA,2017,65829.2635059316,147055.051122703,61693.2204442432,2757,47266.5849607016,6950790067.79155,0.7645406,46318.41,0.272756,0.0821519,20812.25,0.091199
15700,NA,NA,NA,NA,NA,NA,2017,39175.8733507393,100473.282269381,35361.3704236549,NA,11319.3514721294,1137292395.56559,NA,NA,NA,NA,NA,NA
15740,NA,NA,NA,NA,NA,NA,2017,39885.4892023297,111588.911806011,44657.5206848679,NA,15644.891843452,1745796456.13354,NA,NA,NA,NA,NA,NA
15780,NA,NA,NA,NA,NA,NA,2017,38976.4127247265,98200.4223321639,34311.5329481504,NA,10172.871542307,998980281.785399,NA,NA,NA,NA,NA,NA
15820,NA,NA,NA,NA,NA,NA,2017,32884.6995667777,69531.8175355336,35835.0671255437,NA,13127.6710745462,912790829.821849,NA,NA,NA,NA,NA,NA
15860,NA,NA,NA,NA,NA,NA,2017,38489.4792129523,88995.3517057483,26536.1508419485,NA,14180.884436133,1262032797.89223,NA,NA,NA,NA,NA,NA
15900,NA,NA,NA,NA,NA,NA,2017,33860.0583985774,101695.974030319,26002.1471068854,NA,8977.1044884291,912935384.922747,NA,NA,NA,NA,NA,NA
15940,NA,NA,NA,NA,NA,NA,2017,40331.1094997088,100050.704184257,43217.3505971125,11424,172750.262111308,17283785372.2514,0.7287778,29521.85,0.2815567,0.134128,6879.371,0.0962963
16020,NA,NA,NA,NA,NA,NA,2017,38190.7105452204,87617.9011065163,41105.3533137403,3644,45404.629124522,3978258304.41042,0.6725538,25175.51,0.2555785,0.2509113,4802.449,0.1212656
16060,NA,NA,NA,NA,NA,NA,2017,38936.983327574,93344.1356593363,42014.526791843,3301,56538.40706863,5277528739.37698,0.6097752,26573.37,0.2873905,0.231381,20007.24,0.3201123
16100,NA,NA,NA,NA,NA,NA,2017,53942.0886953536,171162.232009367,84729.3089057539,NA,28214.848351808,4829316419.70126,NA,NA,NA,NA,NA,NA
16140,NA,NA,NA,NA,NA,NA,2017,37846.7891354663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16180,NA,NA,NA,NA,NA,NA,2017,48146.5499733193,119253.625110125,66247.1231672854,2095,30411.6437084738,3626698757.79304,NA,NA,NA,NA,NA,NA
16220,NA,NA,NA,NA,NA,NA,2017,47194.4493806207,130733.259697403,64883.1614230876,4422,39479.324952722,5161260841.72235,0.780706,34635.38,0.2545227,0.1314853,8466.299,0.0148896
16260,NA,NA,NA,NA,NA,NA,2017,32346.2683173494,77542.8072943535,27814.1688568786,NA,18293.771857973,1418550425.86967,NA,NA,NA,NA,NA,NA
16300,NA,NA,NA,NA,NA,NA,2017,50747.3966029538,129819.835934664,70676.842126087,8896,147153.5959913,19103455688.7864,0.8301503,34952.11,0.2457186,0.0181749,13862.63,0.1522818
16340,NA,NA,NA,NA,NA,NA,2017,37294.4201828084,94336.4073424572,25612.7557553219,NA,11426.2653871237,1077912825.96272,NA,NA,NA,NA,NA,NA
16380,NA,NA,NA,NA,NA,NA,2017,38852.7251354156,95756.8661056569,48086.1697023885,NA,20525.1706136362,1965426014.24573,NA,NA,NA,NA,NA,NA
16420,NA,NA,NA,NA,NA,NA,2017,43142.4568654688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
