cbsa_code,cbsa_name,year,topmetro,metrosize,Employment at firms 0-5 years old,Jobs,Real GDP,Average Annual Wage,Output per Job,Output per Person,Employment-to-Population Ratio,Median Earnings,Relative Income Poverty Rate
18140,"Columbus, OH Metropolitan Statistical Area",2019,1,Very Large,80579,1094793.4,137000000000,54175.184,125026.18,64495.926,0.772039175,38056.67188,0.249194279
18580,"Corpus Christi, TX Metropolitan Statistical Area",2009,1,Midsized,17933,179308.63,21880088576,45001.234,122024.73,54162.52,0.665671051,27892.37305,0.26894182
18580,"Corpus Christi, TX Metropolitan Statistical Area",2010,1,Midsized,16005,178547.59,22242514944,45045.523,124574.71,54963.758,0.677270532,27501.39844,0.261506528
18580,"Corpus Christi, TX Metropolitan Statistical Area",2011,1,Midsized,16812,180704.05,23589636096,45618.18,130542.92,57857.297,0.682961702,26812.46484,0.270834953
18580,"Corpus Christi, TX Metropolitan Statistical Area",2012,1,Midsized,17303,183993.2,24808876032,47235.043,134835.83,60040.984,0.692785561,28416.16406,0.242910698
18580,"Corpus Christi, TX Metropolitan Statistical Area",2013,1,Midsized,15923,187718.14,25779683328,47022.523,137331.88,61514.949,0.71656841,28070.26172,0.247781202
18580,"Corpus Christi, TX Metropolitan Statistical Area",2014,1,Midsized,18123,191807.88,26758281216,48405.859,139505.64,63211.574,0.703651428,30062.9082,0.260669649
18580,"Corpus Christi, TX Metropolitan Statistical Area",2015,1,Midsized,17751,191197.06,26570592256,48718.207,138969.66,62135.844,0.678866804,31388.89258,0.265731007
18580,"Corpus Christi, TX Metropolitan Statistical Area",2016,1,Midsized,17441,191123.48,23837241344,47948.184,124721.68,55570.754,0.698932528,31638.13672,0.232141599
18580,"Corpus Christi, TX Metropolitan Statistical Area",2017,1,Midsized,15204,191655.42,25379792896,48328.699,132424.08,59236.992,0.689761817,30710.6875,0.267039567
18580,"Corpus Christi, TX Metropolitan Statistical Area",2018,1,Midsized,15982,192870.36,26301046784,48606.313,136366.45,61351.133,0.691040635,33498.74609,0.250494659
18580,"Corpus Christi, TX Metropolitan Statistical Area",2019,1,Midsized,16918,193170.38,26424576000,49079.477,136794.16,61592.305,0.697719932,31907.9375,0.24496375
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2009,1,Midsized,9500,112977.08,12847185920,45531.496,113714.97,54509.52,0.686915517,30159.73828,0.245938316
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2010,1,Midsized,8763,110408.26,12905908224,45696.734,116892.59,54701.813,0.684991777,28318.61328,0.266017646
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2011,1,Midsized,10498,113736.95,13071547392,44989.496,114927.9,54760.488,0.677743852,30424.31836,0.261624306
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2012,1,Midsized,10443,116564.1,13761480704,45611.699,118059.34,55725.324,0.717165291,29949.79102,0.25460422
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2013,1,Midsized,11240,119407.1,13991438336,45495.688,117174.26,55547.813,0.688577473,27911.83984,0.250377029
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2014,1,Midsized,12669,120056.98,14013375488,45878.488,116722.72,54782.336,0.699141204,29416.10547,0.262444317
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2015,1,Midsized,12367,122411.27,14296273920,46971.129,116788.87,54814.059,0.699786186,31923.70703,0.236906528
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2016,1,Midsized,14726,125621.41,14841880576,47237.898,118147.7,55903.305,0.721786439,30583.05664,0.252927601
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2017,1,Midsized,14066,128299.88,15579265024,47557.73,121428.52,57382.402,0.714013338,31429.06055,0.20645234
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2018,1,Midsized,13126,131139.39,15872535552,47932.969,121035.6,57164.129,0.700984776,30573.4668,0.257457197
18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2019,1,Midsized,14292,134321.27,15929006080,48952.371,118588.87,55928.734,0.739479661,29970.8418,0.230386302
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2009,1,Very Large,353962,2911000.5,397000000000,57445.805,136450.14,63224.422,0.728556037,34431.83594,0.252658725
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2010,1,Very Large,325429,2912486.5,414000000000,57753.605,142205.09,64794.461,0.720431149,34530.625,0.248122409
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2011,1,Very Large,333987,2980387.5,425000000000,57865.309,142631.67,65293.723,0.720141053,35498.59375,0.260713965
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2012,1,Very Large,338485,3065162.8,443000000000,58479.73,144476.88,66647.781,0.726987004,34978.99219,0.260350823
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2013,1,Very Large,335751,3150062,458000000000,58189.602,145268.3,67754.172,0.736722648,34533.50781,0.262549579
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2014,1,Very Large,356493,3255825.3,477000000000,59379.77,146484.94,69222.836,0.740125716,35006.69531,0.269746423
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2015,1,Very Large,368172,3370853.3,498000000000,60994.012,147815.52,70750.406,0.7453354,36006.43359,0.251156926
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2016,1,Very Large,370711,3461311,505000000000,61142.246,145978.33,70228.406,0.753812492,37018.80859,0.245398343
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2017,1,Very Large,369329,3553041.5,521000000000,61721.734,146749.36,71064.43,0.753730714,38123.74609,0.241798207
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2018,1,Very Large,375645,3633521.3,528000000000,62264.664,145442.05,70880.375,0.760879219,38578.94531,0.245819762
19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",2019,1,Very Large,385028,3730853.5,537000000000,63316.648,143859.13,70871.211,0.762797832,39129.07813,0.241805926
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2009,1,Midsized,13712,183183.39,20516390912,47414.477,111999.19,54260.664,0.746478915,32103.33594,0.248533383
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2010,1,Midsized,11731,182601.28,21033848832,48508.219,115190.04,55389.695,0.723408759,31949.98438,0.278232604
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2011,1,Midsized,10562,185360.67,21423605760,48447.93,115577.95,56276.465,0.729887784,32501.35938,0.282169759
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2012,1,Midsized,10673,187460.2,21728706560,48597.086,115911.03,56817.324,0.731101453,32421.12891,0.29641977
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2013,1,Midsized,10994,188266.08,21460744192,48288.215,113991.56,55910.215,0.714867532,32105.13281,0.303187311
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2014,1,Midsized,10746,188980.75,21303937024,48231.684,112730.73,55468.891,0.746955097,30352.29492,0.276717335
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2015,1,Midsized,10777,188685.48,20961120256,49256.105,111090.26,54674.383,0.730562687,31845.21484,0.256757677
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2016,1,Midsized,10799,187282.13,20847747072,48742.109,111317.34,54549.836,0.719599843,31540.28711,0.237007365
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2017,1,Midsized,10894,189310.72,21212368896,50234.285,112050.55,55660.461,0.752174497,31007.01367,0.26740247
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2018,1,Midsized,10334,189577.69,21423337472,50207.555,113005.59,56370.68,0.758372843,32621.85742,0.277782261
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2019,1,Midsized,10850,189823.53,21386055680,50890.285,112662.82,56401.988,0.757546306,34746.18359,0.264987558
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2009,1,Large,24774,365568.69,38381187072,47663.453,104990.36,48042.844,0.698298395,31407.64063,0.305766851
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2010,1,Large,23319,362421.91,38865481728,47665.645,107238.22,48601.777,0.672805846,28540.9668,0.288390726
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2011,1,Large,23543,368294.28,40218054656,47327.102,109200.87,50218.707,0.671637833,29316.78711,0.311682463
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2012,1,Large,24037,371736.81,39999320064,47225.418,107601.19,49899.168,0.676641762,30950.98633,0.293517619
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2013,1,Large,21736,370963.09,39788732416,46634.074,107257.92,49649.648,0.689855635,29389.4668,0.27557838
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2014,1,Large,22463,376972.06,41014693888,46851.336,108800.34,51203.273,0.699445128,31900.47656,0.286111325
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2015,1,Large,24315,382594.47,41294647296,47921.988,107933.2,51610.309,0.701139629,31919.02539,0.281615853
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2016,1,Large,24696,386625.19,41726128128,48010.734,107923.98,52049.594,0.718302667,31532.42773,0.27129972
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2017,1,Large,24072,391037.47,42736058368,48285.773,109288.91,53205.059,0.722254336,30936.13672,0.276973099
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2018,1,Large,22967,390303.72,43751464960,49059.016,112095.95,54343.703,0.737556159,32484.70313,0.26497069
19430,"Dayton-Kettering, OH Metropolitan Statistical Area",2019,1,Large,23527,392035.41,43836100608,50017.703,111816.69,54278.73,0.735981941,31934.46484,0.259813905
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2009,1,Large,24343,175202.8,16702134272,37935.953,95330.297,28338.098,0.639719844,28839.17773,0.286758095
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2010,1,Large,22055,173171.91,16668626944,37953.93,96254.797,28227.701,0.593314409,28334.53125,0.272116095
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2011,1,Large,22413,173773.66,16517941248,37209.691,95054.344,27905.416,0.585909665,28420.37695,0.264020622
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2012,1,Large,21322,175663.75,16539006976,37437.918,94151.508,27798.098,0.606163859,27801.7168,0.253423125
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2013,1,Large,21170,178577.77,16714750976,37012.148,93599.281,27846.965,0.62542206,26906.56445,0.246501192
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2014,1,Large,21136,183071.64,17009433600,37483.535,92911.352,27948.277,0.62823534,26844.58398,0.245398194
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2015,1,Large,21819,188476.41,17731211264,38731.32,94076.555,28545.045,0.636305273,27557.1875,0.229983464
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2016,1,Large,24916,196606.34,18406273024,39007.07,93619.938,28947.1,0.658769965,29569.07227,0.233465686
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2017,1,Large,22974,201301.27,19176075264,39209.371,95260.586,29598.785,0.665351629,29951.31641,0.212644443
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2018,1,Large,23139,205532.61,19788851200,39513.973,96280.836,30065.742,0.673365593,30489.91602,0.214822143
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2019,1,Large,24360,209035.98,19756044288,39920.988,94510.258,29558.766,0.700501204,29898.75195,0.229156226
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2009,1,Very Large,132115,1228019.6,167000000000,59456.41,135935.55,66522.031,0.75153321,37062.48828,0.264823169
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2010,1,Very Large,116926,1222498.8,169000000000,59698.574,138038.63,66060.102,0.732045591,38103.30078,0.270038903
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2011,1,Very Large,127409,1242360.6,171000000000,59788.094,137311.77,65538.258,0.746562243,38499.21875,0.275656223
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2012,1,Very Large,120183,1279297.1,175000000000,60597.84,136651.52,65962.195,0.755823493,38519.26563,0.269311577
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2013,1,Very Large,125602,1325661,185000000000,59919.18,139404.31,68432.094,0.752875149,38023.63281,0.264487803
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2014,1,Very Large,129323,1376645.9,193000000000,61305.418,139943.42,69954.406,0.770365298,39569.38672,0.259782851
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2015,1,Very Large,140158,1428984.1,202000000000,62867.711,141546.33,71907.188,0.779220581,39625.45703,0.253800571
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2016,1,Very Large,150123,1467095.8,209000000000,62814.145,142684.16,73275.906,0.782295465,40152.38281,0.243549213
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2017,1,Very Large,154371,1498209.4,218000000000,64373.156,145315.03,75286.727,0.796136975,41647.25,0.2410229
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2018,1,Very Large,159693,1536501.3,225000000000,65136.641,146456.7,76758.742,0.800378561,41124.58984,0.222793058
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2019,1,Very Large,163404,1573396.4,230000000000,67120.125,146224.41,77536.367,0.802875578,45151.16016,0.255495876
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2009,1,Large,26265,338450.63,42134425600,50254.074,124492.08,70284.953,0.800460756,34551.41016,0.26084429
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2010,1,Large,23169,335799.97,42887417856,51010.336,127717.16,70430.789,0.778308451,34561.76563,0.27966094
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2011,1,Large,20748,339779.06,43731447808,51202.531,128705.55,70728.641,0.760901511,35996.02344,0.273213953
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2012,1,Large,21595,347379.94,45190803456,51530.039,130090.43,72100.18,0.782983959,37548.48828,0.272683233
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2013,1,Large,23223,356382.75,44141940736,51673.945,123861.04,69204.695,0.790364683,36967.34375,0.264213473
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2014,1,Large,23290,365139.88,47341580288,52576.973,129653.27,72872.219,0.799155056,37366.99609,0.288892597
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2015,1,Large,23952,370627.91,49266077696,54349.746,132925.98,74699.672,0.78665787,37174.80859,0.285665065
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2016,1,Large,26301,379445.72,49834594304,54643.199,131335.25,74263.055,0.804875791,37979.625,0.257767469
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2017,1,Large,27623,385560.59,49935474688,55206.277,129513.95,73282.25,0.806842983,41310.76953,0.247533813
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2018,1,Large,27464,390812.75,51325739008,55569.523,131330.77,74286.625,0.825193584,40830.12109,0.247476161
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2019,1,Large,27752,393799.88,51113721856,56060.77,129796.2,73093.531,0.810431361,42115.89453,0.256939083
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2009,1,Very Large,178975,1694669,212000000000,56454.863,125335.42,49261.465,0.634028792,34402.83594,0.294159085
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2010,1,Very Large,165649,1695022.6,222000000000,56440.656,130694.95,51620.754,0.635146618,34518.39453,0.291264206
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2011,1,Very Large,175640,1747023.4,229000000000,57132.688,131188.22,53402.875,0.637491107,33961.57031,0.298829645
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2012,1,Very Large,168755,1797090.9,235000000000,56993.676,130843.05,54672.004,0.649765313,33000.85938,0.296067059
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2013,1,Very Large,166864,1828056.5,237000000000,56420.715,129518.79,54990.801,0.676758528,33494.29688,0.291179568
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2014,1,Very Large,166104,1854124.6,243000000000,57426.082,130893.77,56293.77,0.682835698,33921.51563,0.287070036
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2015,1,Very Large,178799,1882702.8,247000000000,59237.215,131240.44,57333.059,0.690115511,33948.88281,0.287474275
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2016,1,Very Large,177572,1918976.4,255000000000,59625.52,132866.58,59071.469,0.709985554,34931.20313,0.279459149
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2017,1,Very Large,179356,1943844.9,260000000000,60328.32,133741.66,60156.762,0.710949302,36558.89844,0.271989137
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2018,1,Very Large,174997,1962575.3,267000000000,60236.848,135800.78,61664.527,0.720020115,35555.19141,0.26135391
19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",2019,1,Very Large,180961,1983768.3,266000000000,60271.535,133925.11,61504.441,0.735848665,36989.54688,0.270612448
20260,"Duluth, MN-WI Metropolitan Statistical Area",2009,1,Midsized,11062,132523.09,12604007424,41115.254,95108.008,43411.648,0.672073483,28961.37305,0.323032796
20260,"Duluth, MN-WI Metropolitan Statistical Area",2010,1,Midsized,10264,133329.83,13083494400,41399.297,98128.789,45031.336,0.680478334,28418.89258,0.314608008
20260,"Duluth, MN-WI Metropolitan Statistical Area",2011,1,Midsized,9528,133992.63,13398957056,41931.508,99997.711,46108.855,0.674059153,26916.97266,0.310699105
20260,"Duluth, MN-WI Metropolitan Statistical Area",2012,1,Midsized,8849,134884.19,13035941888,41857.383,96645.445,44924.258,0.697225094,27411.30273,0.301999629
20260,"Duluth, MN-WI Metropolitan Statistical Area",2013,1,Midsized,7880,136205.64,13392131072,42540.504,98322.883,46149.051,0.707913458,26941.4043,0.305587977
20260,"Duluth, MN-WI Metropolitan Statistical Area",2014,1,Midsized,7628,137404.64,13453589504,43099.609,97912.188,46349.973,0.715892971,27943.92188,0.312483549
20260,"Duluth, MN-WI Metropolitan Statistical Area",2015,1,Midsized,7669,137913.42,13686340608,44376.082,99238.641,47236.465,0.733129978,28396.39648,0.284564286
20260,"Duluth, MN-WI Metropolitan Statistical Area",2016,1,Midsized,7680,137271.53,13761763328,43783.105,100252.13,47553.563,0.731391788,31671.59961,0.256840944
20260,"Duluth, MN-WI Metropolitan Statistical Area",2017,1,Midsized,7260,138122.92,14053292032,44526.277,101744.82,48609.145,0.728372872,30965.06055,0.287646502
20260,"Duluth, MN-WI Metropolitan Statistical Area",2018,1,Midsized,7668,138450.08,14393942016,45728.516,103964.85,49761.258,0.759625196,31455.0918,0.29794237
20260,"Duluth, MN-WI Metropolitan Statistical Area",2019,1,Midsized,8582,138109.13,14749309952,46576.371,106794.61,51083.047,0.766393125,34417.3125,0.271498144
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2009,1,Large,25585,298918.72,42005237760,59590.074,140523.94,75121.5,0.68970692199999994,31445.375,0.296279818
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2010,1,Large,24094,295749.81,43419140096,60616.516,146810.36,76676.086,0.656948507,30483.24805,0.295868903
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2011,1,Large,24029,297965.81,43098374144,60143.973,144642,75278.375,0.676041663,31912.08398,0.29666695
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2012,1,Large,22263,305818.03,42735476736,59771.059,139741.53,73462.102,0.667564034,30900.04688,0.274367183
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2013,1,Large,22433,308420.66,43370835968,58404.406,140622.34,73464.563,0.697984219,31679.39258,0.276097029
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2014,1,Large,22956,313650.84,44639416320,59214.168,142322,74493.883,0.686677456,33935.67578,0.276933879
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2015,1,Large,23703,317469,44933595136,59890.727,141536.95,73939.695,0.724982321,31537.01172,0.27575618
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2016,1,Large,24545,325453.63,45528985600,59309.066,139893.94,73645.047,0.710533202,33465.98438,0.277438819
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2017,1,Large,23892,323001.78,48272257024,59592.316,149448.89,77151.914,0.721401751,36498.89063,0.264025599
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2018,1,Large,25381,329102.09,50064314368,60621.777,152123.97,78532.141,0.732908368,33494.17969,0.277596295
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",2019,1,Large,26247,336376.75,50339577856,61809.004,149652.36,78122.523,0.718170762,35089.27734,0.270592153
21340,"El Paso, TX Metropolitan Statistical Area",2009,1,Large,29981,294732.25,28124590080,40073.879,95424.203,35592.547,0.67629993,22845.26563,0.218776897
21340,"El Paso, TX Metropolitan Statistical Area",2010,1,Large,29286,301856.72,30264610816,40392.359,100261.51,37500.387,0.635810196,22843.76953,0.250101775
21340,"El Paso, TX Metropolitan Statistical Area",2011,1,Large,30805,308173.16,31932420096,40530.32,103618.44,38785.512,0.652293146,24887.00781,0.24594669
21340,"El Paso, TX Metropolitan Statistical Area",2012,1,Large,28837,314957.69,32994594816,40726.402,104758.82,39482.945,0.645162582,24357.11328,0.244541809
21340,"El Paso, TX Metropolitan Statistical Area",2013,1,Large,28166,318080.13,32943777792,40074.824,103570.69,39491.32,0.667243719,23877.9043,0.231752872
21340,"El Paso, TX Metropolitan Statistical Area",2014,1,Large,29568,320833.91,32731373568,40443.199,102019.68,39101.426,0.659399867,24404.11328,0.236967623
21340,"El Paso, TX Metropolitan Statistical Area",2015,1,Large,28364,327477.66,33643165696,41167.035,102734.23,40270.043,0.688166082,26619.17578,0.239237741
21340,"El Paso, TX Metropolitan Statistical Area",2016,1,Large,29258,332335.09,33203666944,41060.898,99910.203,39565.715,0.686057627,26393.88086,0.261270076
21340,"El Paso, TX Metropolitan Statistical Area",2017,1,Large,29214,336028.03,33704368128,41329.199,100302.25,40028.703,0.704196334,25982.28516,0.234041557
21340,"El Paso, TX Metropolitan Statistical Area",2018,1,Large,29944,341943.31,34044626944,41463.141,99562.195,40451.641,0.699981093,25331.63477,0.243587226
21340,"El Paso, TX Metropolitan Statistical Area",2019,1,Large,33041,348515.47,34101071872,41913.117,97846.656,40398.18,0.703499377,26800.11719,0.239326134
21500,"Erie, PA Metropolitan Statistical Area",2009,1,Midsized,9485,126614,12585314304,41178.469,99399.07,44973.57,0.701010406,28731.74414,0.310542136
21500,"Erie, PA Metropolitan Statistical Area",2010,1,Midsized,8540,127605.72,12690316288,40690.098,99449.43,45193.598,0.680606961,26529.83984,0.304467767
21500,"Erie, PA Metropolitan Statistical Area",2011,1,Midsized,9315,130182.18,13210029056,41656.195,101473.41,46956.137,0.696663976,26962.52148,0.320716858
21500,"Erie, PA Metropolitan Statistical Area",2012,1,Midsized,9648,130535.97,13268145152,41504.672,101643.59,47128.375,0.68587327,28562.89648,0.271468341
21500,"Erie, PA Metropolitan Statistical Area",2013,1,Midsized,8060,129614.57,13170831360,41278.066,101615.37,46918.539,0.673329413,27013.80859,0.285589516
21500,"Erie, PA Metropolitan Statistical Area",2014,1,Midsized,7531,130154.15,13393031168,41456.387,102901.3,47931.027,0.702129364,28881.26953,0.283043832
21500,"Erie, PA Metropolitan Statistical Area",2015,1,Midsized,7414,130104.78,13541159936,42587.621,104078.88,48678.738,0.702531993,30397.98438,0.280393273
21500,"Erie, PA Metropolitan Statistical Area",2016,1,Midsized,7947,128128.52,13211697152,42086.988,103112.85,47839.004,0.702799141,28328.92773,0.292911023
21500,"Erie, PA Metropolitan Statistical Area",2017,1,Midsized,7098,127316.9,12748399616,41538.012,100131.24,46602.18,0.685261011,29132.62695,0.279559135
21500,"Erie, PA Metropolitan Statistical Area",2018,1,Midsized,7503,127963.58,12985298944,41694.434,101476.52,47820.238,0.725088954,27417.92969,0.288277268
21500,"Erie, PA Metropolitan Statistical Area",2019,1,Midsized,8478,127818.66,12937103360,42225.551,101214.52,47963.52,0.699586809,29974.4043,0.262461901
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2009,1,Midsized,14434,142081.91,14020961280,40509.082,98682.234,39962.836,0.620764434,24363.92773,0.276701003
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2010,1,Midsized,13974,140714.66,13847247872,40358.074,98406.578,39347.715,0.635890484,25831.1543,0.304178774
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2011,1,Midsized,13772,141806.61,13986025472,40290.688,98627.461,39504.754,0.606969059,23238.9082,0.318959504
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2012,1,Midsized,12583,144567.86,14086162432,40056.406,97436.344,39670.949,0.623721302,26374.93555,0.299144626
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2013,1,Midsized,11414,146479.72,14411512832,40266.508,98385.727,40540.883,0.654978037,22842.98047,0.32363528
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2014,1,Midsized,11646,147120.72,14682082304,41458.129,99796.156,41008.313,0.668274522,25330.29492,0.294546336
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2015,1,Midsized,11553,151979.22,15814564864,42880.844,104057.42,43693.16,0.670535862,26296.90039,0.306827247
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2016,1,Midsized,12789,157541.34,16317250560,43003.293,103574.41,44235.297,0.686848998,26211.10938,0.277685195
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2017,1,Midsized,13511,160996.59,16802652160,43328.422,104366.51,44775.551,0.682341635,26886.51953,0.273140728
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2018,1,Midsized,14090,161446.98,17187174400,43896.41,106457.07,45402.773,0.709763885,27410.61523,0.272151858
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",2019,1,Midsized,14189,162949.69,17148427264,44578.059,105237.55,44883.297,0.716843545,29924.29102,0.272642553
21780,"Evansville, IN-KY Metropolitan Statistical Area",2009,1,Midsized,11596,150739.77,16282390528,43634.211,108016.55,52495.051,0.729670167,29944.2207,0.246970534
21780,"Evansville, IN-KY Metropolitan Statistical Area",2010,1,Midsized,10206,151257.72,16896548864,43871.254,111707.02,54189.992,0.713277221,31185.29688,0.273157269
21780,"Evansville, IN-KY Metropolitan Statistical Area",2011,1,Midsized,10427,153920.97,16576155648,43172.023,107692.64,53010.109,0.70420903,33662.73438,0.271005511
21780,"Evansville, IN-KY Metropolitan Statistical Area",2012,1,Midsized,10751,153882.48,16218362880,42643.141,105394.46,51746.09,0.71708554,30942.86133,0.283018172
21780,"Evansville, IN-KY Metropolitan Statistical Area",2013,1,Midsized,10921,152604.11,16182354944,42663.543,106041.41,51481.895,0.684368372,30544.30664,0.264409155
