cbsa_code,year,cbsa_name,top100,keep,largest,large,midsized,Employment at firms 0-5 years old,Jobs,Real GDP,Average Annual Wage,Output per Job,Output per Person,Median Earnings,Employment Rate,Relative Income Poverty Rate
21660,2016,"Eugene-Springfield, OR Metropolitan Statistical Area",1,1,0,0,1,11484,151396.4688,16023075168,43142.75987,105835.1975,43415.7908,25826.47656,0.686848998,0.277685195
21660,2017,"Eugene-Springfield, OR Metropolitan Statistical Area",1,1,0,0,1,13337,154584.9263,16493654217,43548.10409,106696.3941,43910.82996,26491.97461,0.682341635,0.273140728
21660,2018,"Eugene-Springfield, OR Metropolitan Statistical Area",1,1,0,0,1,14661,156692.3235,16862999240,43786.95283,107618.541,44421.78767,27008.38086,0.709763885,0.272151858
21780,2008,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,13249,150508.973,16579712855,43528.52232,110157.6373,53723.13912,28998.07617,0.748340845,0.283013582
21780,2009,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,12837,144855.4468,16158915130,43526.57594,111552.0022,52096.96337,29504.80664,0.729670167,0.246970534
21780,2010,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,12107,145502.471,16733442615,43736.87959,115004.5254,53666.88673,30727.66992,0.713277221,0.273157269
21780,2011,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,10769,147984.5485,16383394917,43038.76135,110710.1727,52397.35354,33168.75391,0.70420903,0.271005511
21780,2012,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,11112,147943.0454,16068288026,42562.36435,108611.3104,51265.79064,30488.79297,0.71708554,0.283018172
21780,2013,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,11953,146599.0856,16041976461,42699.05291,109427.5343,51030.5906,30096.08594,0.684368372,0.264409155
21780,2014,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,11909,148793.2149,16651330526,43611.56748,111909.2059,52878.65723,30659.94922,0.701619267,0.259299606
21780,2015,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,10430,150170.6139,16632417388,45129.75171,110756.8049,52801.15742,28993.58594,0.72191602,0.274839699
21780,2016,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,9959,151031.2497,16486746303,44775.03566,109161.1593,52287.91718,31076.26953,0.737199724,0.263976395
21780,2017,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,9711,152114.8397,16989468840,45606.6376,111688.438,53941.67145,30588.67773,0.744533539,0.258072257
21780,2018,"Evansville, IN-KY Metropolitan Statistical Area",1,1,0,0,1,9945,153764.7753,17498264621,45472.56497,113798.9152,55607.9493,34545.5,0.726494908,0.266297907
22180,2008,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,19919,151931.5398,25065468483,38968.59821,164978.7037,53966.43977,30669.66992,0.724214673,0.250855654
22180,2009,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,18681,149043.0076,24976911442,39956.98063,167581.907,52635.71799,29420.72852,0.667397261,0.271163821
22180,2010,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,16692,147493.5642,25470871466,40540.11795,172691.4093,51935.47634,28003.42383,0.668252289,0.275043458
22180,2011,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,16298,148209.8551,25930140501,40647.14335,174955.5755,51954.94291,29408.01172,0.64993006,0.255856395
22180,2012,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,14435,147580.802,25326578570,40027.56703,171611.6068,50387.11318,29972.50391,0.652290821,0.263747811
22180,2013,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,13484,150805.967,25439227964,40354.69487,168688.4708,49961.95385,29993.57422,0.64044106,0.24511309
22180,2014,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,12635,147560.4005,24243604219,39404.31445,164296.14,47473.64609,29501.49414,0.640802383,0.241180375
22180,2015,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,11874,148374.8172,24155164282,40455.15814,162798.275,47175.01466,28136.77148,0.665284753,0.247648612
22180,2016,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,11676,151795.1956,24112442710,40551.5834,158848.5236,46647.81606,28838.20508,0.668387473,0.254397005
22180,2017,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,11347,152472.2348,24546406824,41125.1718,160989.3555,47422.68165,27038.91992,0.682206571,0.246511012
22180,2018,"Fayetteville, NC Metropolitan Statistical Area",1,1,0,1,0,11952,153309.0941,25064369767,41601.22537,163489.1258,48079.77197,28997.63086,0.685603559,0.235130534
22220,2008,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,23899,189759.7528,18860801969,45334.15916,99393.05722,44519.87841,28904.41797,0.741877377,0.253817618
22220,2010,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,19681,183968.3387,19279492312,48132.28473,104797.8823,43589.66824,28201.41406,0.707250237,0.239116982
22220,2011,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,20095,187192.9615,19752433617,47738.71711,105519.1043,43617.85665,30037.91406,0.696524322,0.229960307
22220,2012,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,19851,191310.088,20148188625,48165.17206,105316.9168,43582.87466,29547.37305,0.700487912,0.243318558
22220,2013,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,19754,196069.0501,21312899125,49854.08283,108700.9863,45233.41411,30076.48633,0.70852232,0.22810097
22220,2014,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,19432,203925.606,22202186776,50054.61746,108873.9527,46197.6749,31493.51367,0.715866446,0.236084551
22220,2015,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,19060,212361.0225,23127133762,51266.68564,108904.7957,47018.69751,31376.45117,0.731061757,0.218891665
22220,2016,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,20796,220906.4233,24551089282,51440.02541,111137.9602,48733.36446,31358.63086,0.72918272,0.206329226
22220,2017,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,21305,226146.9714,25596793787,53177.83809,113186.5425,49641.49654,33010.55859,0.735047281,0.198505029
22220,2018,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",1,1,0,1,0,20129,231117.3533,26636187876,52788.20093,115249.6232,50634.3273,34970.42188,0.741558671,0.217169359
22420,2008,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,14390,135588.72,14091897515,45012.845,103931.1936,32538.63591,29082.80078,0.615954399,0.299451262
22420,2009,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,13137,127141.176,13033846362,44437.98814,102514.7538,30453.69475,28580.11719,0.594346941,0.289044857
22420,2010,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,12049,126257.2259,13670574091,43923.1372,108275.5778,32169.76567,26999.69336,0.562707245,0.302263409
22420,2011,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,12384,127880.6399,14239929063,44155.34643,111353.2828,33745.82693,27867.68359,0.580155849,0.31352964
22420,2012,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,11055,129344.2563,14781532126,43647.53753,114280.5452,35348.3946,25855.12305,0.581877947,0.278087288
22420,2013,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,10446,131564.6509,14840096048,43022.00071,112796.9857,35704.7211,26705.92969,0.60235256,0.310733974
22420,2014,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,10189,132772.3925,14943692627,43525.70226,112551.204,36194.84345,26473.16797,0.602016985,0.293208301
22420,2015,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,10850,132468.8077,15491087905,45816.91864,116941.4006,37739.87844,26095.39063,0.628266037,0.273850054
22420,2016,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,12513,133467.7008,15977665679,45728.04326,119711.8523,39074.65543,26774.77734,0.629099369,0.249488801
22420,2017,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,13297,134076.5887,15823857493,45729.55995,118021.033,38815.07358,27661.34766,0.640637815,0.282988638
22420,2018,"Flint, MI Metropolitan Statistical Area",1,1,0,0,1,12414,134505.4573,16147554143,45941.20366,120051.2936,39685.1109,29524.39063,0.675336897,0.256490976
22660,2008,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,21307,131246.2882,13952937226,46171.7439,106311.0997,47841.37571,34426.17969,0.76540792,0.30653131
22660,2009,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,21329,126435.076,13880024943,46317.92063,109779.86,46781.9753,26520.5,0.743197739,0.31536755
22660,2010,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,19738,126652.3272,13934501509,46127.90344,110021.6776,46378.77021,31565.21289,0.719404161,0.32647869
22660,2011,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,18989,128805.6008,14095429311,46415.54593,109431.8044,46178.63926,31053.50391,0.720089912,0.298928678
22660,2012,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,14952,132614.644,14568046415,46556.3323,109852.4716,46864.2922,27090.78125,0.737970471,0.322955579
22660,2013,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,14339,137152.1109,14888488940,46414.86156,108554.5738,47077.03501,29991.94531,0.750667214,0.31623593
22660,2014,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,15536,141746.7401,15569310445,48090.36139,109838.9313,48044.38191,27338.56055,0.747298956,0.294749439
22660,2015,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,14722,147456.7582,16371165825,49570.77967,111023.5029,49117.08302,31518.39844,0.769362271,0.288462132
22660,2016,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,16283,153101.6206,17303420917,49799.44021,113019.1885,51053.68404,30761.08398,0.745339572,0.285534829
22660,2017,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,16977,157774.8223,18335633052,51325.38849,116213.9357,53302.34351,31788.50781,0.742319167,0.307163358
22660,2018,"Fort Collins, CO Metropolitan Statistical Area",1,1,0,0,1,18325,162241.5723,19037489554,51782.64794,117340.3912,54312.44488,34890.86719,0.76051259,0.276691347
22900,2008,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,9994,106956.1202,9729390110,37608.68233,90966.184,39752.52242,26530.00781,0.689075351,0.24496986
22900,2009,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,9999,101005.0628,9369123019,37593.8118,92758.94456,37921.84624,26173.04883,0.668935776,0.230959058
22900,2010,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,9070,100032.8808,9650218550,38240.96785,96470.46527,38859.99263,25025.24609,0.659982741,0.214441627
22900,2011,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,9096,98140.83263,9644622588,38946.38572,98273.29083,38735.13524,25462.07617,0.597038746,0.250193566
22900,2012,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,8136,98156.13863,9516010974,38786.33452,96947.69076,38200.18937,24792.76758,0.655944169,0.224954471
22900,2013,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,7038,96828.55005,9750429316,38460.03805,100697.8759,39283.45822,26517.98242,0.653100967,0.236576617
22900,2014,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,6702,97254.34612,9752921529,38964.82024,100282.6292,39346.28694,27511.96484,0.671304703,0.241104633
22900,2015,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,6728,98088.86996,9537429479,39542.22128,97232.53498,38385.09532,26104.70508,0.653993368,0.260259837
22900,2016,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,7195,99044.44699,9723169992,39499.07248,98169.76406,39063.3085,26923.11523,0.65317893,0.22582373
22900,2017,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,7579,98549.59848,9795872313,39722.96493,99400.42846,39189.75962,26531.14063,0.661866963,0.251081258
22900,2018,"Fort Smith, AR-OK Metropolitan Statistical Area",1,1,0,0,1,8963,98494.61648,9879205863,39801.53337,100301.9882,39493.44334,28200.83984,0.678424299,0.245314255
23060,2008,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,19266,192743.8776,20921119942,42670.94631,108543.629,54437.99408,34008,0.760067582,0.239950463
23060,2009,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,18371,180855.3929,19413582936,42910.2397,107343.1244,50187.89957,30871.42578,0.704611957,0.282702982
23060,2010,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,15863,180338.9971,21555294972,43232.27868,119526.5324,55370.07917,33891.85938,0.692335665,0.243011817
23060,2011,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,15599,183558.8203,21849470002,43270.92528,119032.5257,55699.22708,32441.49023,0.706683397,0.270805925
23060,2012,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,13619,186450.0788,22032735310,42771.68514,118169.6219,55889.44069,32497.50195,0.723024189,0.282544374
23060,2013,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,13649,186235.2568,22129200661,42535.82533,118823.9061,55787.43202,31829.04883,0.70595336,0.275492877
23060,2014,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,14326,188878.3422,22764149215,42894.20222,120522.8135,57103.66896,30379.85742,0.748910308,0.269930243
23060,2015,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,13649,193922.2007,23199505310,44319.28645,119633.0551,57854.70506,31292.43359,0.739864767,0.256821096
23060,2016,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,13937,195400.2205,23864146107,44551.91857,122129.5761,59176.44985,31188.91797,0.751256406,0.261728883
23060,2017,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,14282,197317.8965,24104009754,45269.10416,122158.2542,59371.38321,32999.13672,0.743416727,0.24837479
23060,2018,"Fort Wayne, IN Metropolitan Statistical Area",1,1,0,0,1,13483,200794.9293,25246698113,45942.28755,125733.7434,61663.79218,30075.56055,0.762697101,0.229035929
23420,2008,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,63237,354546.6408,36909921756,41398.1878,104104.5592,40576.85186,25560.39453,0.667034209,0.265958935
23420,2009,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,57537,334585.3934,35739275965,41876.51155,106816.6055,38784.73058,25022.37109,0.631027102,0.260407746
23420,2010,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,53757,329941.8956,35592298019,41720.97842,107874.4424,38186.57968,24913.71875,0.618460357,0.287666023
23420,2011,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,49522,332338.891,35456118363,41338.43647,106686.6362,37740.19256,24565.64258,0.604557157,0.279416502
23420,2012,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,44424,338683.3174,35410888896,41010.29321,104554.5708,37458.0064,22711.48242,0.59976548,0.280159801
23420,2013,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,37873,349205.8141,36779064171,40716.57874,105322.027,38632.29394,25507.79297,0.624809921,0.285384655
23420,2014,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,41835,354662.024,37826030254,41378.55938,106653.7371,39348.37972,23001.25,0.632574618,0.259680778
23420,2015,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,45961,364805.3078,39526369810,42810.45264,108349.218,40730.27529,24753.73242,0.645193696,0.259938538
23420,2016,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,40963,374958.2607,40951528709,43398.7014,109216.2328,41874.61267,26158.60742,0.646357238,0.264616847
23420,2017,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,46892,381995.022,41751095735,43786.58622,109297.4864,42320.647,28529.07031,0.667775214,0.279128492
23420,2018,"Fresno, CA Metropolitan Statistical Area",1,1,0,1,0,47878,390348.0806,43087409299,44111.02974,110382.0191,43330.05762,28037.87891,0.668328881,0.258900911
23540,2008,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,14631,134119.0304,12948664560,42100.97924,96546.06452,42806.35173,26429.91406,0.66092962,0.313156486
23540,2009,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,13996,127416.8897,12728974942,43805.5293,99900.21708,41821.27748,22656.48438,0.60090518,0.298787415
23540,2010,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,11057,126680.3002,12828027610,43756.36407,101263.0029,42012.96153,25006.35352,0.589203119,0.314109832
23540,2011,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,10812,126524.6335,12522759177,43247.1038,98974.87018,40797.78977,27867.49414,0.597949505,0.31912297
23540,2012,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,11298,127762.2795,12338411181,43031.67422,96573.19227,40029.75424,26100.14648,0.600816965,0.317290694
23540,2013,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,10961,128831.5137,12500587340,43249.91894,97030.50891,40469.64382,24415.03125,0.607472837,0.283683866
23540,2014,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,10780,131562.324,12694764054,43702.06334,96492.39742,40716.01234,27423.81836,0.595595658,0.30252105
23540,2015,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,11136,135190.213,12921135309,44567.23222,95577.44623,40870.91464,26251.98633,0.626104414,0.302784204
23540,2016,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,12085,138934.2373,13400288004,44808.9265,96450.58169,41652.79722,25513.17188,0.609787822,0.300499886
23540,2017,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,12105,141684.9511,13935272807,45462.37638,98353.93736,42878.9499,25409.67188,0.649942696,0.297407687
23540,2018,"Gainesville, FL Metropolitan Statistical Area",1,1,0,0,1,13376,144410.4904,14640446473,46592.53509,101380.7683,44502.27208,28977.19531,0.65680021,0.297462255
24340,2008,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,57335,468876.6626,50084207684,45343.21805,106817.4462,50593.07281,31476.17773,0.749923408,0.289589345
24340,2009,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,50548,434266.9591,48242444991,45610.26997,111089.3748,48647.68017,29411.40625,0.698990762,0.307749957
24340,2010,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,44091,438710.9057,49996999677,45506.66487,113963.4302,50285.38637,27962.88086,0.695566118,0.311458737
24340,2011,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,56694,458543.5066,50672529841,45085.12329,110507.5726,50547.02159,29414.10742,0.716340005,0.302556574
24340,2012,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,43842,476915.3685,51639965503,45138.65152,108279.0971,50944.17003,28435.01758,0.711543024,0.300041646
24340,2013,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,41869,493326.0136,52883096807,44902.46614,107197.057,51565.64611,28993.625,0.721639991,0.301599622
24340,2014,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,41331,507109.4962,55159938979,46030.85402,108773.2322,53223.86757,28503.21289,0.742611408,0.289379478
24340,2015,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,40733,523957.6552,57670132317,47280.68974,110066.399,55182.92741,30499.9082,0.762075603,0.283801705
24340,2016,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,43734,546684.4073,60400634219,47071.74956,110485.3795,57253.6854,31026.67969,0.760146141,0.285871863
24340,2017,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,55957,555257.5545,60920382714,47579.42761,109715.5405,57259.98116,30546.00586,0.786499321,0.251146197
24340,2018,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,1,1,0,0,43755,564852.8462,63255065024,47976.82931,111985.0337,58981.39137,32081.40625,0.76947391,0.270607561
24540,2008,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,11926,83492.59964,9330851733,44515.5199,111756.632,38328.84931,29041.22266,0.774524212,0.243602231
24540,2009,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,12420,79303.34862,9213639531,43337.43082,116182.2255,37122.88232,33792.91016,0.70938015,0.274871081
24540,2010,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,11620,78659.29092,9125460626,44189.65777,116012.4954,35899.02606,32978.375,0.709054291,0.286553532
24540,2011,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,10597,82114.18417,9368177478,44759.62535,114087.2015,36200.8999,33658.69531,0.719489276,0.233249739
24540,2012,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,10077,85411.32571,9806914728,45420.44629,114819.8397,37139.24489,32472.98438,0.745867968,0.295271367
24540,2013,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,10311,90403.31232,10543509720,46049.4785,116627.4714,39031.82115,31955.0918,0.721631944,0.282403499
24540,2014,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,9472,98530.18503,12204639813,47989.00121,123867.014,44213.78226,33004.36719,0.752491474,0.282397747
24540,2015,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,10837,101497.4827,12755424215,48914.11935,125672.3209,44750.69278,34423.51563,0.756053507,0.260569721
24540,2016,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,11994,100194.8144,12861547780,48046.35752,128365.4035,43603.64037,34453.28516,0.735500813,0.27934882
24540,2017,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,10954,105476.434,13371500872,50046.8321,126772.4018,43801.6368,35800.59766,0.763940275,0.266158521
24540,2018,"Greeley, CO Metropolitan Statistical Area",1,1,0,0,1,12905,110152.4917,14207894245,51827.59142,128983.8662,45204.16234,35068.125,0.76280123,0.258314997
24580,2008,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,16080,165219.0573,18007644971,45096.62164,108992.5416,59535.70286,34985.66406,0.808220029,0.24311021
24580,2009,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,14925,159375.2754,18218413942,45297.44747,114311.4194,59794.06321,32888.73047,0.761912584,0.282276601
24580,2010,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,12241,159324.1885,17963836676,45331.38947,112750.2161,58560.28751,32966.34375,0.741037667,0.269698143
24580,2011,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,12501,160756.7159,17903977222,45278.26751,111373.1213,58017.9045,33444.01953,0.750721276,0.272877067
24580,2012,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,11491,162683.226,18067260367,45148.51608,111057.918,58168.52553,32370.5,0.764511883,0.301763773
24580,2013,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,11543,163583.3615,18425905926,45650.74744,112639.2425,59063.25925,31024.16016,0.736958325,0.270069718
24580,2014,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,11706,164393.9654,18690076116,46065.77762,113690.7676,59514.19583,31558.76758,0.750897646,0.249196142
24580,2015,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,11431,167468.3917,18689641218,47760.17764,111601.0074,59201.76252,32387.09375,0.798939288,0.271329075
24580,2016,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,11222,169942.144,18982100568,47628.74691,111697.429,59806.11028,33038.42969,0.784748793,0.279637188
24580,2017,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,11368,172332.8815,19065313371,47859.45895,110630.7351,59618.97447,35089.26563,0.801829398,0.257725805
24580,2018,"Green Bay, WI Metropolitan Statistical Area",1,1,0,0,1,11869,175054.1293,19829339249,48763.31739,113275.4727,61660.11875,34994.10156,0.787731767,0.252886981
24660,2008,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,37004,355644.6229,39540852393,43534.60186,111180.7964,55581.35295,30017.51758,0.73886925,0.241392225
24660,2009,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,34077,331333.4782,38097528999,43711.13949,114982.4316,52994.05065,29666.43359,0.697983027,0.257039428
24660,2010,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,31235,327966.036,38851229632,44053.87911,118461.1373,53570.68643,27998.47461,0.669119477,0.25330162
24660,2011,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,29811,332228.216,38551951139,43682.82908,116040.5687,52809.51748,30040.63867,0.67326647,0.268482327
24660,2012,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,27638,333825.8682,39252917451,44168.64848,117585.0082,53373.16074,29022.55273,0.68153733,0.26287654
24660,2013,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,26745,336424.3351,40067606540,44157.80925,119098.4193,54099.28364,29565.26953,0.669133484,0.256599069
24660,2014,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,25691,339358.96,40031615479,44498.23938,117962.4533,53619.63538,29584.61133,0.690773249,0.257347316
24660,2015,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,24415,345933.7664,41350728198,45590.33926,119533.6571,55007.85953,31314.16406,0.715197802,0.253657818
24660,2016,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,23597,349504.7522,40990351863,45074.45671,117281.2432,53966.91163,29964.41406,0.706311524,0.268663436
24660,2017,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,24240,349924.3663,40781160473,46006.94103,116542.7858,53414.41817,30533.25195,0.709873855,0.24730064
24660,2018,"Greensboro-High Point, NC Metropolitan Statistical Area",1,1,0,1,0,25214,351505.8277,41538391866,46061.94774,118172.6976,54106.80825,30035.08984,0.718425035,0.245356664
24860,2008,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,47320,356268.0132,35796772625,42155.41593,100477.0883,44261.03086,31480.73828,0.699394405,0.276682645
24860,2009,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,41808,331596.2065,33938927152,42580.6684,102350.1671,41425.35956,29469.80664,0.654900312,0.272822112
24860,2010,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,37278,330874.5387,34960386828,42879.13603,105660.5533,42343.94241,29380.83594,0.660475194,0.280025512
24860,2011,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,35354,338191.6303,35857841074,42887.94114,106028.1742,43040.63429,30060.70508,0.649696648,0.265299737
24860,2012,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,32222,341765.7182,36378649557,43347.66935,106443.2376,43265.47477,29054.98047,0.654721379,0.281315327
24860,2013,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,31705,349953.3055,37468922756,43331.05987,107068.3493,44164.99909,27510.43555,0.664729416,0.275690854
24860,2014,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,31796,363501.3187,38485468710,43991.64353,105874.3579,44735.1998,29197.43945,0.695977271,0.278854996
24860,2015,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,32650,375404.1944,39859655202,45026.43432,106177.9698,45679.28783,29099.98438,0.683448255,0.262672126
24860,2016,"Greenville-Anderson, SC Metropolitan Statistical Area",1,1,0,1,0,31142,382840.968,41159691561,45422.32504,107511.1992,46543.88859,30881.89648,0.718730569,0.260144442
