cbsa_code,cbsa_name,tracts,households,price,income,pi,pi_map,pi_10,pi_90,pi_10_90
41660,"San Angelo, TX",24,43823,120867,49249,2.44,Normal range,0.25,0,0.75
41700,"San Antonio-New Braunfels, TX",437,762056,150394,57914,2.6,Normal range,0.21,0.01,0.78
41740,"San Diego-Carlsbad, CA",592,1100000,483982,73306,6.75,Very high,0.01,0.46,0.53
41860,"San Francisco-Oakland-Hayward, CA",928,1600000,708646,95629,7.69,Very high,0,0.6,0.4
41940,"San Jose-Sunnyvale-Santa Clara, CA",375,633061,804098,106472,7.58,Very high,0.01,0.65,0.34
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",50,103424,508868,66373,8.36,Very high,0,0.68,0.32
42100,"Santa Cruz-Watsonville, CA",52,95062,606544,73481,8.56,Very high,0,0.87,0.13
42140,"Santa Fe, NM",49,61238,312316,59051,5.21,High,0.02,0.2,0.78
42200,"Santa Maria-Santa Barbara, CA",78,131238,607383,73738,7.93,Very high,0,0.56,0.44
42220,"Santa Rosa, CA",97,184794,491327,69937,7.09,Very high,0,0.56,0.44
42340,"Savannah, GA",83,136407,188547,50215,4.22,Normal range,0.02,0.1,0.88
42540,"Scranton--Wilkes-Barre--Hazleton, PA",167,221259,125442,47443,2.66,Normal range,0.06,0,0.94
42660,"Seattle-Tacoma-Bellevue, WA",699,1400000,368275,78768,4.72,High,0,0.12,0.88
42680,"Sebastian-Vero Beach, FL",29,57829,196110,49872,3.62,Normal range,0.07,0.07,0.86
42700,"Sebring, FL",24,40487,91113,35328,2.61,Normal range,0.21,0,0.79
43100,"Sheboygan, WI",26,47152,150054,56297,2.66,Normal range,0,0,1
43300,"Sherman-Denison, TX",26,47161,106581,48191,2.2,Low,0.31,0,0.69
43340,"Shreveport-Bossier City, LA",101,168798,116425,42015,2.82,Normal range,0.1,0,0.9
43420,"Sierra Vista-Douglas, AZ",30,48320,128450,42511,3.12,Normal range,0.03,0,0.97
43580,"Sioux City, IA-NE-SD",39,62864,111308,52133,2.13,Low,0.36,0,0.64
43620,"Sioux Falls, SD",55,90367,168527,64057,2.65,Normal range,0.04,0,0.96
43780,"South Bend-Mishawaka, IN-MI",84,118299,109523,47880,2.32,Low,0.26,0,0.74
43900,"Spartanburg, SC",78,123060,113922,43662,2.68,Normal range,0.06,0.01,0.92
44060,"Spokane-Spokane Valley, WA",120,211843,184527,50427,3.8,Normal range,0,0.03,0.98
44100,"Springfield, IL",55,87662,120493,54866,2.25,Low,0.2,0,0.8
44140,"Springfield, MA",126,227245,212356,58654,3.96,Normal range,0,0.06,0.94
44180,"Springfield, MO",89,178708,127976,44942,2.91,Normal range,0,0,1
44220,"Springfield, OH",43,54131,98274,44836,2.22,Low,0.23,0,0.77
41060,"St. Cloud, MN",37,72955,164857,58225,2.92,Normal range,0.03,0,0.97
41100,"St. George, UT",21,50256,212576,52149,4.1,Normal range,0,0,1
41140,"St. Joseph, MO-KS",34,47028,113647,47476,2.41,Normal range,0.21,0,0.79
41180,"St. Louis, MO-IL",606,1100000,161332,59059,2.73,Normal range,0.14,0.02,0.84
44300,"State College, PA",27,55339,219596,60454,4.37,High,0,0.11,0.89
44420,"Staunton-Waynesboro, VA",24,47852,185029,49810,3.76,Normal range,0,0.04,0.96
44700,"Stockton-Lodi, CA",137,219110,226133,54153,4.22,Normal range,0,0.07,0.93
44940,"Sumter, SC",23,40815,99500,40330,2.51,Normal range,0.13,0,0.87
45060,"Syracuse, NY",175,247066,125988,56286,2.38,Low,0.31,0.02,0.66
45220,"Tallahassee, FL",77,134927,158436,52636,3.19,Normal range,0.03,0.03,0.95
45300,"Tampa-St. Petersburg-Clearwater, FL",715,1100000,162284,51529,3.11,Normal range,0.1,0.03,0.88
45460,"Terre Haute, IN",44,65607,86461,42546,2.11,Low,0.48,0,0.52
45500,"Texarkana, TX-AR",33,55770,94233,40334,2.35,Low,0.21,0,0.79
45540,"The Villages, FL",16,49334,135994,40940,3.17,Normal range,0.13,0,0.88
45780,"Toledo, OH",158,239131,105489,46687,2.35,Low,0.38,0.02,0.6
45820,"Topeka, KS",57,92964,113581,51667,2.2,Low,0.32,0,0.68
45940,"Trenton, NJ",76,130129,298274,78086,3.67,Normal range,0.03,0.05,0.92
46060,"Tucson, AZ",235,390143,174196,51040,3.46,Normal range,0.07,0.03,0.9
46140,"Tulsa, OK",268,369744,133831,53874,2.48,Normal range,0.21,0,0.78
46220,"Tuscaloosa, AL",58,84006,158285,45135,4.2,Normal range,0.02,0.1,0.88
46340,"Tyler, TX",40,78040,126268,49831,2.54,Normal range,0.18,0,0.83
46520,"Urban Honolulu, HI",205,287116,614522,83702,7.54,Very high,0,0.63,0.37
46540,"Utica-Rome, NY",86,115296,107171,49707,2.23,Low,0.34,0,0.66
46660,"Valdosta, GA",34,51447,114800,39378,3.02,Normal range,0.09,0,0.91
46700,"Vallejo-Fairfield, CA",91,142988,294797,70942,4.22,Normal range,0.01,0.03,0.96
47020,"Victoria, TX",24,35311,117575,54754,2.12,Low,0.38,0,0.63
47220,"Vineland-Bridgeton, NJ",30,50408,151697,50525,3.12,Normal range,0,0,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",395,625546,235275,61930,3.94,Normal range,0.01,0.05,0.95
47300,"Visalia-Porterville, CA",76,133632,163216,43595,3.85,Normal range,0,0.01,0.99
47380,"Waco, TX",53,90649,105076,46315,2.4,Normal range,0.34,0,0.66
47460,"Walla Walla, WA",12,23535,187892,48390,3.94,Normal range,0,0,1
47580,"Warner Robins, GA",31,67724,118868,48377,2.57,Normal range,0.1,0,0.9
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1307,2100000,425189,101952,4.32,High,0,0.1,0.9
47940,"Waterloo-Cedar Falls, IA",50,67011,128202,51506,2.56,Normal range,0.16,0,0.84
48060,"Watertown-Fort Drum, NY",22,40030,140200,51243,2.79,Normal range,0,0,1
48140,"Wausau, WI",27,54003,138737,53964,2.64,Normal range,0,0,1
48260,"Weirton-Steubenville, WV-OH",37,50554,83005,41348,2.09,Low,0.43,0,0.57
48300,"Wenatchee, WA",22,41548,235550,54772,4.33,High,0,0,1
48540,"Wheeling, WV-OH",47,59557,96200,42328,2.29,Low,0.36,0,0.64
48660,"Wichita Falls, TX",40,55425,88708,44758,1.97,Low,0.68,0,0.33
48620,"Wichita, KS",151,241978,121298,53490,2.27,Low,0.32,0.01,0.68
48700,"Williamsport, PA",29,45587,133945,48860,2.76,Normal range,0,0,1
48900,"Wilmington, NC",57,107988,222323,52921,4.34,High,0.02,0.12,0.86
49020,"Winchester, VA-WV",24,50487,205588,57772,3.7,Normal range,0.04,0,0.96
49180,"Winston-Salem, NC",147,254734,149129,48402,3.25,Normal range,0.01,0.02,0.97
49340,"Worcester, MA-CT",189,339174,246210,70263,3.71,Normal range,0,0.04,0.96
49420,"Yakima, WA",45,80196,148731,45940,3.29,Normal range,0,0.02,0.98
49620,"York-Hanover, PA",90,168008,160009,58533,2.76,Normal range,0.01,0,0.99
49660,"Youngstown-Warren-Boardman, OH-PA",155,229342,90843,41733,2.08,Low,0.4,0,0.6
49700,"Yuba City, CA",34,57314,196629,51850,3.9,Normal range,0,0,1
49740,"Yuma, AZ",50,69745,112838,43491,2.63,Normal range,0.14,0,0.86
