year,cbsa_code,cbsa_name,indicator,value,score,topmetro,metrosize,overallrank,sizerank
2009-2019,31220,"Ludington, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.14788309,,0,,,
2009-2019,31260,"Lufkin, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.016715119,,0,,,
2009-2019,31300,"Lumberton, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.003517955,,0,,,
2009-2019,31340,"Lynchburg, VA Metropolitan Statistical Area",Percent Change in Output per Person,-0.032242622,-1.3832047,1,Midsized,181,75
2009-2019,31380,"Macomb, IL Micropolitan Statistical Area",Percent Change in Output per Person,-0.051328115,,0,,,
2009-2019,31420,"Macon-Bibb, GA Metropolitan Statistical Area",Percent Change in Output per Person,0.10236333,,0,,,
2009-2019,31460,"Madera, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.13844064,,0,,,
2009-2019,31500,"Madison, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.092155099,,0,,,
2009-2019,31540,"Madison, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.15560463,0.13299231,1,Large,41,6
2009-2019,31580,"Madisonville, KY Micropolitan Statistical Area",Percent Change in Output per Person,-0.067038551,,0,,,
2009-2019,31620,"Magnolia, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.35869926,,0,,,
2009-2019,31660,"Malone, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.00717543,,0,,,
2009-2019,31680,"Malvern, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.15099958,,0,,,
2009-2019,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",Percent Change in Output per Person,0.12915154,-0.080522127,1,Midsized,63,22
2009-2019,31740,"Manhattan, KS Metropolitan Statistical Area",Percent Change in Output per Person,-0.0175869,,0,,,
2009-2019,31820,"Manitowoc, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.073791556,,0,,,
2009-2019,31860,"Mankato, MN Metropolitan Statistical Area",Percent Change in Output per Person,0.2074836,,0,,,
2009-2019,31900,"Mansfield, OH Metropolitan Statistical Area",Percent Change in Output per Person,0.10836998,,0,,,
2009-2019,31930,"Marietta, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.19667971,,0,,,
2009-2019,31940,"Marinette, WI-MI Micropolitan Statistical Area",Percent Change in Output per Person,0.22573762,,0,,,
2009-2019,31980,"Marion, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.023918787,,0,,,
2009-2019,32000,"Marion, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.1887113,,0,,,
2009-2019,32020,"Marion, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.039943248,,0,,,
2009-2019,32100,"Marquette, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.022877038,,0,,,
2009-2019,32140,"Marshall, MN Micropolitan Statistical Area",Percent Change in Output per Person,0.06000223,,0,,,
2009-2019,32180,"Marshall, MO Micropolitan Statistical Area",Percent Change in Output per Person,-0.005673018,,0,,,
2009-2019,32260,"Marshalltown, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.033373993,,0,,,
2009-2019,32280,"Martin, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.29107103,,0,,,
2009-2019,32300,"Martinsville, VA Micropolitan Statistical Area",Percent Change in Output per Person,0.076270781,,0,,,
2009-2019,32340,"Maryville, MO Micropolitan Statistical Area",Percent Change in Output per Person,-0.10201965,,0,,,
2009-2019,32380,"Mason City, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.1416392,,0,,,
2009-2019,32460,"Mayfield, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.087516323,,0,,,
2009-2019,32500,"Maysville, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.091619126,,0,,,
2009-2019,32540,"McAlester, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.14863619,,0,,,
2009-2019,32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.076279156,-0.5072782,1,Large,119,34
2009-2019,32620,"McComb, MS Micropolitan Statistical Area",Percent Change in Output per Person,-0.031452451,,0,,,
2009-2019,32660,"McMinnville, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.15923458,,0,,,
2009-2019,32700,"McPherson, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.741593,,0,,,
2009-2019,32740,"Meadville, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.15849937,,0,,,
2009-2019,32780,"Medford, OR Metropolitan Statistical Area",Percent Change in Output per Person,0.13841163,,0,,,
2009-2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Percent Change in Output per Person,0.054517251,-0.68292803,1,Very Large,136,45
2009-2019,32860,"Menomonie, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.12022669,,0,,,
2009-2019,32900,"Merced, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.062089738,-0.62180716,1,Midsized,130,53
2009-2019,32940,"Meridian, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.057238299,,0,,,
2009-2019,33020,"Mexico, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.033584028,,0,,,
2009-2019,33060,"Miami, OK Micropolitan Statistical Area",Percent Change in Output per Person,-0.006467938,,0,,,
2009-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.12576506,-0.107856,1,Very Large,67,25
2009-2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Percent Change in Output per Person,0.01722361,,0,,,
2009-2019,33180,"Middlesborough, KY Micropolitan Statistical Area",Percent Change in Output per Person,-0.069839738,,0,,,
2009-2019,33220,"Midland, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.16187614,,0,,,
2009-2019,33260,"Midland, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.98862398,,0,,,
2009-2019,33300,"Milledgeville, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.010707103,,0,,,
2009-2019,33340,"Milwaukee-Waukesha, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.10221835,-0.29791164,1,Very Large,98,33
2009-2019,33380,"Minden, LA Micropolitan Statistical Area ",Percent Change in Output per Person,0.035244007,,0,,,
2009-2019,33420,"Mineral Wells, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.10501924,,0,,,
2009-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",Percent Change in Output per Person,0.11917125,-0.16107747,1,Very Large,80,28
2009-2019,33500,"Minot, ND Micropolitan Statistical Area",Percent Change in Output per Person,0.23525037,,0,,,
2009-2019,33540,"Missoula, MT Metropolitan Statistical Area",Percent Change in Output per Person,0.060145382,,0,,,
2009-2019,33580,"Mitchell, SD Micropolitan Statistical Area",Percent Change in Output per Person,0.21378551,,0,,,
2009-2019,33620,"Moberly, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.040681601,,0,,,
2009-2019,33660,"Mobile, AL Metropolitan Statistical Area",Percent Change in Output per Person,0.078528307,-0.4891243,1,Midsized,118,44
2009-2019,33700,"Modesto, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.12106822,-0.14576614,1,Large,73,20
2009-2019,33740,"Monroe, LA Metropolitan Statistical Area",Percent Change in Output per Person,-0.011319979,,0,,,
2009-2019,33780,"Monroe, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.24178502,,0,,,
2009-2019,33860,"Montgomery, AL Metropolitan Statistical Area",Percent Change in Output per Person,0.010118655,-1.0412884,1,Midsized,164,67
2009-2019,33940,"Montrose, CO Micropolitan Statistical Area",Percent Change in Output per Person,10.119882,,0,,,
2009-2019,33940,"Montrose, CO Micropolitan Statistical Are",Percent Change in Output per Person,7.3799319,,0,,,
2009-2019,33940,"Montrose, CO Micropolitan Statistical Area",Percent Change in Output per Person,0.17664334,,0,,,
2009-2019,33940,"Montrose, CO Micropolitan Statistical Are",Percent Change in Output per Person,78.194649,,0,,,
2009-2019,33980,"Morehead City, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.051632926,,0,,,
2009-2019,34020,"Morgan City, LA Micropolitan Statistical Area",Percent Change in Output per Person,-0.090289973,,0,,,
2009-2019,34060,"Morgantown, WV Metropolitan Statistical Area",Percent Change in Output per Person,0.17629246,,0,,,
2009-2019,34100,"Morristown, TN Metropolitan Statistical Area",Percent Change in Output per Person,0.18107457,,0,,,
2009-2019,34140,"Moscow, ID Micropolitan Statistical Area",Percent Change in Output per Person,0.003225759,,0,,,
2009-2019,34180,"Moses Lake, WA Micropolitan Statistical Area",Percent Change in Output per Person,0.11595808,,0,,,
2009-2019,34220,"Moultrie, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.10410278,,0,,,
2009-2019,34260,"Mountain Home, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.075997256,,0,,,
2009-2019,34300,"Mountain Home, ID Micropolitan Statistical Area",Percent Change in Output per Person,-0.089007244,,0,,,
2009-2019,34340,"Mount Airy, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.089424752,,0,,,
2009-2019,34350,"Mount Gay-Shamrock, WV Micropolitan Statistical Area",Percent Change in Output per Person,0.12254268,,0,,,
2009-2019,34380,"Mount Pleasant, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.033957448,,0,,,
2009-2019,34420,"Mount Pleasant, TX Micropolitan Statistical Area",Percent Change in Output per Person,-0.1077188,,0,,,
2009-2019,34460,"Mount Sterling, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.067703158,,0,,,
2009-2019,34500,"Mount Vernon, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.15729083,,0,,,
2009-2019,34540,"Mount Vernon, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.16722091,,0,,,
2009-2019,34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.22453882,,0,,,
2009-2019,34620,"Muncie, IN Metropolitan Statistical Area",Percent Change in Output per Person,0.09393879,,0,,,
2009-2019,34660,"Murray, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.079419047,,0,,,
2009-2019,34700,"Muscatine, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.10350697,,0,,,
2009-2019,34740,"Muskegon, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.13507645,,0,,,
2009-2019,34780,"Muskogee, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.11187144,,0,,,
2009-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Percent Change in Output per Person,-0.037568986,-1.4261961,1,Midsized,183,77
2009-2019,34860,"Nacogdoches, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.016730297,,0,,,
2009-2019,34900,"Napa, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.21902415,,0,,,
2009-2019,34940,"Naples-Marco Island, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.12499005,-0.11411139,1,Midsized,68,24
2009-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Percent Change in Output per Person,0.20258945,0.51222718,1,Very Large,20,10
2009-2019,35020,"Natchez, MS-LA Micropolitan Statistical Area",Percent Change in Output per Person,0.037956297,,0,,,
2009-2019,35060,"Natchitoches, LA Micropolitan Statistical Area",Percent Change in Output per Person,-0.025565004,,0,,,
2009-2019,35100,"New Bern, NC Metropolitan Statistical Area",Percent Change in Output per Person,-0.028751751,,0,,,
2009-2019,35140,"Newberry, SC Micropolitan Statistical Area",Percent Change in Output per Person,0.1433986,,0,,,
2009-2019,35220,"New Castle, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.078544155,,0,,,
2009-2019,35260,"New Castle, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.087484419,,0,,,
2009-2019,35300,"New Haven-Milford, CT Metropolitan Statistical Area",Percent Change in Output per Person,0.042534068,-0.7796495,1,Large,141,38
2009-2019,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Percent Change in Output per Person,-0.003444661,-1.1507639,1,Very Large,171,52
2009-2019,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.33136225,,0,,,
2009-2019,35440,"Newport, OR Micropolitan Statistical Area",Percent Change in Output per Person,0.01445931,,0,,,
2009-2019,35460,"Newport, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.018617766,,0,,,
2009-2019,35580,"New Ulm, MN Micropolitan Statistical Area",Percent Change in Output per Person,0.093118183,,0,,,
2009-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",Percent Change in Output per Person,0.18931788,0.4051066,1,Very Large,24,11
2009-2019,35660,"Niles, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.14914984,,0,,,
2009-2019,35700,"Nogales, AZ Micropolitan Statistical Area",Percent Change in Output per Person,0.15586923,,0,,,
2009-2019,35740,"Norfolk, NE Micropolitan Statistical Area",Percent Change in Output per Person,0.23522723,,0,,,
2009-2019,35820,"North Platte, NE Micropolitan Statistical Area",Percent Change in Output per Person,0.13567795,,0,,,
2009-2019,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.06134516,-0.62781698,1,Large,131,36
2009-2019,35860,"North Vernon, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.032476019,,0,,,
2009-2019,35900,"North Wilkesboro, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.17762022,,0,,,
2009-2019,35940,"Norwalk, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.15379246,,0,,,
2009-2019,35980,"Norwich-New London, CT Metropolitan Statistical Area",Percent Change in Output per Person,0.013064718,-1.0175095,1,Midsized,163,66
2009-2019,36020,"Oak Harbor, WA Micropolitan Statistical Area",Percent Change in Output per Person,-0.081127182,,0,,,
2009-2019,36100,"Ocala, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.000725468,-1.1171049,1,Midsized,170,70
2009-2019,36140,"Ocean City, NJ Metropolitan Statistical Area",Percent Change in Output per Person,0.075138718,,0,,,
2009-2019,36220,"Odessa, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.42762154,,0,,,
2009-2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.12721759,-0.096131951,1,Large,66,19
2009-2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.17306557,,0,,,
2009-2019,36340,"Oil City, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.05963454,,0,,,
2009-2019,36380,"Okeechobee, FL Micropolitan Statistical Area",Percent Change in Output per Person,0.063696288,,0,,,
2009-2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",Percent Change in Output per Person,0.11693753,-0.17910674,1,Very Large,81,29
2009-2019,36460,"Olean, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.068663314,,0,,,
2009-2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.002461106,-1.1030958,1,Midsized,168,69
2009-2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Percent Change in Output per Person,0.10810782,-0.25037521,1,Large,90,25
2009-2019,36580,"Oneonta, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.10072408,,0,,,
2009-2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",Percent Change in Output per Person,0.1227703,,0,,,
2009-2019,36660,"Opelousas, LA Micropolitan Statistical Area",Percent Change in Output per Person,0.030136352,,0,,,
2009-2019,36700,"Orangeburg, SC Micropolitan Statistical Area",Percent Change in Output per Person,0.05970978,,0,,,
2009-2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.10077586,-0.30955464,1,Very Large,100,35
2009-2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.19209033,,0,,,
2009-2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.15124461,,0,,,
2009-2019,36830,"Othello, WA Micropolitan Statistical Area",Percent Change in Output per Person,0.11666916,,0,,,
2009-2019,36837,"Ottawa, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.13079685,,0,,,
2009-2019,36840,"Ottawa, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.090512536,,0,,,
2009-2019,36900,"Ottumwa, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.052071493,,0,,,
2009-2019,36940,"Owatonna, MN Micropolitan Statistical Area",Percent Change in Output per Person,0.083743505,,0,,,
2009-2019,36980,"Owensboro, KY Metropolitan Statistical Area",Percent Change in Output per Person,0.15569833,,0,,,
2009-2019,37060,"Oxford, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.12159479,,0,,,
2009-2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.006488484,-1.0705891,1,Large,165,49
2009-2019,37120,"Ozark, AL Micropolitan Statistical Area",Percent Change in Output per Person,-0.070411451,,0,,,
2009-2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",Percent Change in Output per Person,-0.029776452,,0,,,
2009-2019,37220,"Pahrump, NV Micropolitan Statistical Area",Percent Change in Output per Person,0.13449252,,0,,,
2009-2019,37260,"Palatka, FL Micropolitan Statistical Area",Percent Change in Output per Person,-0.13232052,,0,,,
2009-2019,37300,"Palestine, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.2098581,,0,,,
2009-2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.014196837,-1.0083716,1,Large,162,48
2009-2019,37420,"Pampa, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.31049171,,0,,,
2009-2019,37460,"Panama City, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.023225198,,0,,,
2009-2019,37500,"Paragould, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.21688312,,0,,,
2009-2019,37540,"Paris, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.20914832,,0,,,
2009-2019,37580,"Paris, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.15981014,,0,,,
2009-2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",Percent Change in Output per Person,-0.027182179,,0,,,
2009-2019,37660,"Parsons, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.14486088,,0,,,
2009-2019,37740,"Payson, AZ Micropolitan Statistical Area",Percent Change in Output per Person,0.19307403,,0,,,
2009-2019,37770,"Pearsall, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.80287331,,0,,,
2009-2019,37780,"Pecos, TX Micropolitan Statistical Area",Percent Change in Output per Person,1.898459,,0,,,
2009-2019,37800,"Pella, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.36905718,,0,,,
2009-2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.020943779,-0.95391411,1,Large,160,47
2009-2019,37900,"Peoria, IL Metropolitan Statistical Area",Percent Change in Output per Person,0.035826162,-0.83379197,1,Midsized,148,59
2009-2019,37940,"Peru, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.058370266,,0,,,
2009-2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",Percent Change in Output per Person,0.11623851,-0.18474884,1,Very Large,82,30
2009-2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",Percent Change in Output per Person,0.05971007,-0.64101452,1,Very Large,132,43
2009-2019,38100,"Picayune, MS Micropolitan Statistical Area",Percent Change in Output per Person,-0.021380266,,0,,,
2009-2019,38180,"Pierre, SD Micropolitan Statistical Area",Percent Change in Output per Person,0.07033623,,0,,,
2009-2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",Percent Change in Output per Person,-0.001812477,,0,,,
2009-2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.047294077,,0,,,
2009-2019,38260,"Pittsburg, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.095396884,,0,,,
2009-2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.20291334,0.5148415,1,Very Large,19,9
2009-2019,38340,"Pittsfield, MA Metropolitan Statistical Area",Percent Change in Output per Person,0.073546551,,0,,,
2009-2019,38380,"Plainview, TX Micropolitan Statistical Area",Percent Change in Output per Person,-0.10977332,,0,,,
2009-2019,38420,"Platteville, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.15398383,,0,,,
2009-2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.026305974,,0,,,
2009-2019,38500,"Plymouth, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.08332286,,0,,,
2009-2019,38540,"Pocatello, ID Metropolitan Statistical Area",Percent Change in Output per Person,-0.004755779,,0,,,
2009-2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",Percent Change in Output per Person,-0.087903738,,0,,,
2009-2019,38620,"Ponca City, OK Micropolitan Statistical Area",Percent Change in Output per Person,-0.1449661,,0,,,
2009-2019,38700,"Pontiac, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.11158445,,0,,,
2009-2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",Percent Change in Output per Person,-0.03938124,,0,,,
2009-2019,38780,"Portales, NM Micropolitan Statistical Area",Percent Change in Output per Person,-0.047844913,,0,,,
2009-2019,38820,"Port Angeles, WA Micropolitan Statistical Area",Percent Change in Output per Person,-0.056604944,,0,,,
2009-2019,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Percent Change in Output per Person,0.10307185,-0.29102269,1,Large,95,29
2009-2019,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Percent Change in Output per Person,0.16309443,0.19344568,1,Very Large,35,18
2009-2019,38920,"Port Lavaca, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.58165163,,0,,,
2009-2019,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.029370924,-0.88589495,1,Midsized,150,60
2009-2019,39020,"Portsmouth, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.083725303,,0,,,
2009-2019,39060,"Pottsville, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.16540994,,0,,,
2009-2019,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.084921882,-0.43751898,1,Large,114,33
2009-2019,39150,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",Percent Change in Output per Person,0.041569915,,0,,,
2009-2019,39220,"Price, UT Micropolitan Statistical Area",Percent Change in Output per Person,-0.022398215,,0,,,
2009-2019,39260,"Prineville, OR Micropolitan Statistical Area",Percent Change in Output per Person,0.29128408,,0,,,
2009-2019,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Percent Change in Output per Person,0.088219777,-0.41090026,1,Very Large,111,39
2009-2019,39340,"Provo-Orem, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.27963871,1.1341254,1,Large,6,1
2009-2019,39380,"Pueblo, CO Metropolitan Statistical Area",Percent Change in Output per Person,0.057612475,,0,,,
2009-2019,39420,"Pullman, WA Micropolitan Statistical Area",Percent Change in Output per Person,0.072824046,,0,,,
2009-2019,39460,"Punta Gorda, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.025302246,,0,,,
2009-2019,39500,"Quincy, IL-MO Micropolitan Statistical Area",Percent Change in Output per Person,0.02689706,,0,,,
2009-2019,39540,"Racine, WI Metropolitan Statistical Area",Percent Change in Output per Person,-0.000551276,,0,,,
2009-2019,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",Percent Change in Output per Person,0.17327814,0.27564281,1,Very Large,29,13
2009-2019,39660,"Rapid City, SD Metropolitan Statistical Area",Percent Change in Output per Person,0.018533025,,0,,,
2009-2019,39700,"Raymondville, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.11458966,,0,,,
2009-2019,39740,"Reading, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.11465644,-0.19751841,1,Midsized,83,31
2009-2019,39780,"Red Bluff, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.24391569,,0,,,
2009-2019,39820,"Redding, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.11803641,,0,,,
2009-2019,39860,"Red Wing, MN Micropolitan Statistical Area",Percent Change in Output per Person,0.18223317,,0,,,
2009-2019,39900,"Reno, NV Metropolitan Statistical Area",Percent Change in Output per Person,0.13472325,-0.035550468,1,Midsized,56,20
2009-2019,39940,"Rexburg, ID Micropolitan Statistical Area",Percent Change in Output per Person,0.18885992,,0,,,
2009-2019,39980,"Richmond, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.044671968,,0,,,
2009-2019,40060,"Richmond, VA Metropolitan Statistical Area",Percent Change in Output per Person,0.05259686,-0.69842833,1,Very Large,137,46
2009-2019,40080,"Richmond-Berea, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.12378897,,0,,,
2009-2019,40100,"Rio Grande City-Roma, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.057253059,,0,,,
2009-2019,40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.13044602,-0.070073873,1,Very Large,60,24
2009-2019,40180,"Riverton, WY Micropolitan Statistical Area",Percent Change in Output per Person,-0.052735992,,0,,,
2009-2019,40220,"Roanoke, VA Metropolitan Statistical Area",Percent Change in Output per Person,0.005659507,-1.0772802,1,Midsized,167,68
2009-2019,40260,"Roanoke Rapids, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.052522652,,0,,,
2009-2019,40300,"Rochelle, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.089287385,,0,,,
2009-2019,40340,"Rochester, MN Metropolitan Statistical Area",Percent Change in Output per Person,0.10383951,,0,,,
2009-2019,40380,"Rochester, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.10258406,-0.29495987,1,Very Large,96,32
2009-2019,40420,"Rockford, IL Metropolitan Statistical Area",Percent Change in Output per Person,0.15499011,0.12803218,1,Midsized,42,15
2009-2019,40460,"Rockingham, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.055377487,,0,,,
2009-2019,40530,"Rockport, TX Micropolitan Statistical Area ",Percent Change in Output per Person,0.092897907,,0,,,
2009-2019,40540,"Rock Springs, WY Micropolitan Statistical Area",Percent Change in Output per Person,0.042460263,,0,,,
2009-2019,40580,"Rocky Mount, NC Metropolitan Statistical Area",Percent Change in Output per Person,0.019017765,,0,,,
2009-2019,40620,"Rolla, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.02597112,,0,,,
2009-2019,40660,"Rome, GA Metropolitan Statistical Area",Percent Change in Output per Person,0.084369928,,0,,,
2009-2019,40700,"Roseburg, OR Micropolitan Statistical Area",Percent Change in Output per Person,0.12585768,,0,,,
2009-2019,40740,"Roswell, NM Micropolitan Statistical Area",Percent Change in Output per Person,0.25293013,,0,,,
2009-2019,40780,"Russellville, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.11518544,,0,,,
2009-2019,40820,"Ruston, LA Micropolitan Statistical Area",Percent Change in Output per Person,0.043126315,,0,,,
2009-2019,40860,"Rutland, VT Micropolitan Statistical Area",Percent Change in Output per Person,0.10971271,,0,,,
2009-2019,40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.096091166,-0.34736684,1,Very Large,105,37
2009-2019,40940,"Safford, AZ Micropolitan Statistical Area",Percent Change in Output per Person,0.22592026,,0,,,
2009-2019,40980,"Saginaw, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.13983627,,0,,,
