year,cbsa,cbsa_name,indicator,value,topmetro,metrosize
2013,15420,"Burley, ID Micropolitan Statistical Area",Jobs,17948.447,0,
2014,15420,"Burley, ID Micropolitan Statistical Area",Jobs,18238.256,0,
2015,15420,"Burley, ID Micropolitan Statistical Area",Jobs,18930.615,0,
2016,15420,"Burley, ID Micropolitan Statistical Area",Jobs,19382.561,0,
2017,15420,"Burley, ID Micropolitan Statistical Area",Jobs,19675.322,0,
2018,15420,"Burley, ID Micropolitan Statistical Area",Jobs,19811.701,0,
2019,15420,"Burley, ID Micropolitan Statistical Area",Jobs,20588.369,0,
2009,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1588772608,0,
2010,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1580538112,0,
2011,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1582809984,0,
2012,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1590586624,0,
2013,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1695106432,0,
2014,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1705273728,0,
2015,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1814876672,0,
2016,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1936480896,0,
2017,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,1929885696,0,
2018,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,2002827392,0,
2019,15420,"Burley, ID Micropolitan Statistical Area",Real GDP,2034721280,0,
2009,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,22969.957,0,
2010,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,22538.674,0,
2011,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,23261.49,0,
2012,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,23443.006,0,
2013,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,23981.908,0,
2014,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,24586.334,0,
2015,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,24793.756,0,
2016,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,24229.061,0,
2017,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,23987.029,0,
2018,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,23863.463,0,
2019,15460,"Burlington, IA-IL Micropolitan Statistical Area",Jobs,23246.682,0,
2009,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2258640384,0,
2010,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2258867456,0,
2011,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2323177216,0,
2012,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2311035904,0,
2013,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2400653824,0,
2014,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2551602432,0,
2015,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2573476096,0,
2016,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2602633472,0,
2017,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2511308544,0,
2018,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2469035264,0,
2019,15460,"Burlington, IA-IL Micropolitan Statistical Area",Real GDP,2452884224,0,
2009,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,5118,0,
2010,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,4556,0,
2011,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,4663,0,
2012,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,4516,0,
2013,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,3806,0,
2014,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,3613,0,
2015,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,3797,0,
2016,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,4199,0,
2017,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,4218,0,
2018,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,4771,0,
2019,15500,"Burlington, NC Metropolitan Statistical Area",Employment at firms 0-5 years old,4901,0,
2009,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,59232.152,0,
2010,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,58037.523,0,
2011,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,59819.973,0,
2012,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,60515.156,0,
2013,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,60977.688,0,
2014,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,61182.684,0,
2015,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,61587.98,0,
2016,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,63349.363,0,
2017,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,63764.844,0,
2018,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,64880.109,0,
2019,15500,"Burlington, NC Metropolitan Statistical Area",Jobs,66429.82,0,
2009,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,5441147904,0,
2010,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,5647411712,0,
2011,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,5639994880,0,
2012,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,5847784448,0,
2013,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,6244560384,0,
2014,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,5644434432,0,
2015,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,5921591296,0,
2016,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,5888711168,0,
2017,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,6488305664,0,
2018,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,6758310400,0,
2019,15500,"Burlington, NC Metropolitan Statistical Area",Real GDP,6823007232,0,
2009,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,8847,0,
2010,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,7854,0,
2011,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,8093,0,
2012,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,8088,0,
2013,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,7480,0,
2014,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,8498,0,
2015,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,8684,0,
2016,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,10104,0,
2017,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,9912,0,
2018,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,9584,0,
2019,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Employment at firms 0-5 years old,10252,0,
2009,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,115212.6,0,
2010,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,116876.02,0,
2011,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,119178.91,0,
2012,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,121791.42,0,
2013,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,122764.3,0,
2014,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,124695.09,0,
2015,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,126742,0,
2016,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,127633.66,0,
2017,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,127993.61,0,
2018,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,128311.76,0,
2019,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Jobs,128857.06,0,
2009,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,13120296960,0,
2010,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,13539238912,0,
2011,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,13762433024,0,
2012,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,13783733248,0,
2013,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,13748333568,0,
2014,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,13682814976,0,
2015,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,13816635392,0,
2016,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,14280732672,0,
2017,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,14250787840,0,
2018,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,14676362240,0,
2019,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Real GDP,14699709440,0,
2009,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,15505.929,0,
2010,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,15832.689,0,
2011,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,15852.849,0,
2012,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16150.682,0,
2013,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16209.519,0,
2014,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16136.758,0,
2015,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16346.246,0,
2016,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16341.843,0,
2017,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16322.394,0,
2018,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16385.939,0,
2019,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Jobs,16278.765,0,
2009,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1776630784,0,
2010,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1806352512,0,
2011,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1869303552,0,
2012,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1788876160,0,
2013,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1767183872,0,
2014,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1740697856,0,
2015,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1833980032,0,
2016,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1774362752,0,
2017,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1806698496,0,
2018,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1751597312,0,
2019,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Real GDP,1749878528,0,
2009,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,15320.63,0,
2010,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,15404.667,0,
2011,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,15742.861,0,
2012,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,15796.394,0,
2013,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,16442.898,0,
2014,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,16547.49,0,
2015,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,16528.949,0,
2016,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,16875.59,0,
2017,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,16928.268,0,
2018,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,16947.332,0,
2019,15620,"Cadillac, MI Micropolitan Statistical Area",Jobs,17645.281,0,
2009,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1365796992,0,
2010,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1410373888,0,
2011,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1405963136,0,
2012,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1390894976,0,
2013,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1477947264,0,
2014,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1488220032,0,
2015,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1502833408,0,
2016,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1570794368,0,
2017,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1611057536,0,
2018,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1644807168,0,
2019,15620,"Cadillac, MI Micropolitan Statistical Area",Real GDP,1675112320,0,
2009,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,20325.059,0,
2010,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,20494.297,0,
2011,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,21176.096,0,
2012,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,22051.871,0,
2013,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,21921.771,0,
2014,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,22565.646,0,
2015,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,23225.01,0,
2016,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,21793.35,0,
2017,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,23238.291,0,
2018,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,24323.48,0,
2019,15660,"Calhoun, GA Micropolitan Statistical Area",Jobs,25316.098,0,
2009,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,1871064064,0,
2010,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,1919865600,0,
2011,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,1883270656,0,
2012,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,1954813440,0,
2013,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,2033360768,0,
2014,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,2071029120,0,
2015,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,2113342208,0,
2016,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,2094548992,0,
2017,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,2352857600,0,
2018,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,2374222336,0,
2019,15660,"Calhoun, GA Micropolitan Statistical Area",Real GDP,2485319168,0,
2009,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,3473,0,
2010,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,3313,0,
2011,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,3080,0,
2012,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,3037,0,
2013,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,2596,0,
2014,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,2115,0,
2015,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,2127,0,
2016,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,2306,0,
2017,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,2522,0,
2018,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,2542,0,
2019,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Employment at firms 0-5 years old,2905,0,
2009,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,43847.957,0,
2010,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,44827.738,0,
2011,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,45126.082,0,
2012,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,45415.918,0,
2013,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,45741.477,0,
2014,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,45914.129,0,
2015,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,46638.324,0,
2016,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,46818.262,0,
2017,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,47153.551,0,
2018,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,48062.879,0,
2019,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Jobs,49140.094,0,
2009,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,6317353984,0,
2010,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,6692480000,0,
2011,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,7065859072,0,
2012,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,6968116736,0,
2013,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,6898307584,0,
2014,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,6942828032,0,
2015,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,6888768512,0,
2016,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,7135833088,0,
2017,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,7175280128,0,
2018,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,7412210176,0,
2019,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Real GDP,7468042752,0,
2009,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11634.448,0,
2010,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11722.658,0,
2011,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11449.846,0,
2012,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11224.603,0,
2013,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11314.107,0,
2014,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11512.571,0,
2015,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11522.35,0,
2016,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11648.729,0,
2017,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11331.725,0,
2018,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11351.521,0,
2019,15700,"Cambridge, MD Micropolitan Statistical Area",Jobs,11999.673,0,
2009,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1165458304,0,
2010,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1188286336,0,
2011,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1135285888,0,
2012,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1160884864,0,
2013,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1207135360,0,
2014,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1300130816,0,
2015,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1241550592,0,
2016,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1228853760,0,
2017,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1179986176,0,
2018,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1193982720,0,
2019,15700,"Cambridge, MD Micropolitan Statistical Area",Real GDP,1210235904,0,
2009,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,13889.202,0,
2010,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,13842.061,0,
2011,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,13988.814,0,
2012,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,14283.388,0,
2013,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,14847.673,0,
2014,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,15670.77,0,
2015,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,15943.573,0,
2016,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,15424.916,0,
2017,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,15664.354,0,
2018,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,15663.72,0,
2019,15740,"Cambridge, OH Micropolitan Statistical Area",Jobs,15479.617,0,
2009,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1418591616,0,
2010,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1419315200,0,
2011,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1459518336,0,
2012,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1472325376,0,
2013,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1627068160,0,
2014,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1742001536,0,
2015,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1697682176,0,
2016,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1669147904,0,
2017,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1790124672,0,
2018,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1852356864,0,
2019,15740,"Cambridge, OH Micropolitan Statistical Area",Real GDP,1845157760,0,
2009,15780,"Camden, AR Micropolitan Statistical Area",Jobs,11237.05,0,
2010,15780,"Camden, AR Micropolitan Statistical Area",Jobs,11309.677,0,
2011,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10880.307,0,
2012,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10380.583,0,
2013,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10307.64,0,
2014,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10126.183,0,
2015,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10186.835,0,
2016,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10239.439,0,
2017,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10161.126,0,
2018,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10296.096,0,
2019,15780,"Camden, AR Micropolitan Statistical Area",Jobs,10280.067,0,
2009,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1004129408,0,
2010,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1071705664,0,
2011,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1050641600,0,
2012,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1030470912,0,
2013,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1037463296,0,
2014,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1040919872,0,
2015,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1000091008,0,
2016,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1027249856,0,
2017,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1030281664,0,
2018,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1089485696,0,
2019,15780,"Camden, AR Micropolitan Statistical Area",Real GDP,1105489408,0,
2009,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,12844.282,0,
2010,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,13160.915,0,
2011,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,13398.645,0,
2012,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,13334.729,0,
2013,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,13242.217,0,
2014,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,13429.48,0,
2015,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,13775.804,0,
2016,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,14317.392,0,
2017,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,14647.262,0,
2018,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,14305.006,0,
2019,15820,"Campbellsville, KY Micropolitan Statistical Area",Jobs,14485.021,0,
2009,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,974728000,0,
2010,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,999679872,0,
2011,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1032479168,0,
2012,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1034736832,0,
2013,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1052078336,0,
2014,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1086212352,0,
2015,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1089426432,0,
2016,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1124290432,0,
2017,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1130104320,0,
2018,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1094533248,0,
2019,15820,"Campbellsville, KY Micropolitan Statistical Area",Real GDP,1081240704,0,
2009,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,12790.184,0,
2010,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,12772.168,0,
2011,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,12544.563,0,
2012,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,12439.013,0,
2013,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,12347.212,0,
2014,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,12188.226,0,
2015,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,13862.082,0,
2016,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,13897.868,0,
2017,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,14076.591,0,
2018,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,14084.184,0,
2019,15860,"Ca±on City, CO Micropolitan Statistical Area",Jobs,14144.816,0,
2009,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1293759104,0,
2010,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1281992960,0,
2011,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1199438464,0,
2012,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1173540864,0,
2013,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1170389888,0,
2014,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1136950016,0,
2015,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1292884736,0,
2016,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1336412032,0,
2017,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1323233152,0,
2018,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1352873344,0,
2019,15860,"Ca±on City, CO Micropolitan Statistical Area",Real GDP,1348953984,0,
2009,15940,"Canton-Massillon, OH Metropolitan Statistical Area",Employment at firms 0-5 years old,10622,1,Midsized
2010,15940,"Canton-Massillon, OH Metropolitan Statistical Area",Employment at firms 0-5 years old,9413,1,Midsized
2011,15940,"Canton-Massillon, OH Metropolitan Statistical Area",Employment at firms 0-5 years old,10587,1,Midsized
2012,15940,"Canton-Massillon, OH Metropolitan Statistical Area",Employment at firms 0-5 years old,11646,1,Midsized
2013,15940,"Canton-Massillon, OH Metropolitan Statistical Area",Employment at firms 0-5 years old,12131,1,Midsized
2014,15940,"Canton-Massillon, OH Metropolitan Statistical Area",Employment at firms 0-5 years old,12357,1,Midsized
