year,cbsa,cbsatitle,topmetro,metrosize,indicator,tractlevel,value
2009,12940,"Baton Rouge, LA Metropolitan Statistical Area",1,Large,Median Household Income,bottom,25766
2009,12980,"Battle Creek, MI Metropolitan Statistical Area",0,,Median Household Income,bottom,26998
2009,13020,"Bay City, MI Metropolitan Statistical Area",0,,Median Household Income,bottom,25587
2009,13060,"Bay City, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,35776
2009,13100,"Beatrice, NE Micropolitan Statistical Area",0,,Median Household Income,bottom,33846
2009,13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,26978
2009,13180,"Beaver Dam, WI Micropolitan Statistical Area",0,,Median Household Income,bottom,46550
2009,13220,"Beckley, WV Metropolitan Statistical Area",0,,Median Household Income,bottom,31667
2009,13260,"Bedford, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,32961
2009,13300,"Beeville, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,24343
2009,13340,"Bellefontaine, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,37941
2009,13380,"Bellingham, WA Metropolitan Statistical Area",0,,Median Household Income,bottom,35477
2009,13420,"Bemidji, MN Micropolitan Statistical Area",0,,Median Household Income,bottom,35023
2009,13460,"Bend, OR Metropolitan Statistical Area",0,,Median Household Income,bottom,45121
2009,13500,"Bennettsville, SC Micropolitan Statistical Area",0,,Median Household Income,bottom,24326
2009,13540,"Bennington, VT Micropolitan Statistical Area",0,,Median Household Income,bottom,41205
2009,13620,"Berlin, NH-VT Micropolitan Statistical Area",0,,Median Household Income,bottom,42003
2009,13660,"Big Rapids, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,21398
2009,13700,"Big Spring, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,16558
2009,13720,"Big Stone Gap, VA Micropolitan Statistical Area",0,,Median Household Income,bottom,33497
2009,13740,"Billings, MT Metropolitan Statistical Area",0,,Median Household Income,bottom,39273
2009,13780,"Binghamton, NY Metropolitan Statistical Area",0,,Median Household Income,bottom,28404
2009,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,26568
2009,13900,"Bismarck, ND Metropolitan Statistical Area",0,,Median Household Income,bottom,39303
2009,13940,"Blackfoot, ID Micropolitan Statistical Area",0,,Median Household Income,bottom,39394
2009,13980,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",0,,Median Household Income,bottom,30657
2009,14010,"Bloomington, IL Metropolitan Statistical Area",0,,Median Household Income,bottom,34596
2009,14020,"Bloomington, IN Metropolitan Statistical Area",0,,Median Household Income,bottom,5886
2009,14100,"Bloomsburg-Berwick, PA Metropolitan Statistical Area",0,,Median Household Income,bottom,32584
2009,14140,"Bluefield, WV-VA Micropolitan Statistical Area",0,,Median Household Income,bottom,28651
2009,14160,"Bluffton, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,39276
2009,14180,"Blytheville, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,23625
2009,14220,"Bogalusa, LA Micropolitan Statistical Area",0,,Median Household Income,bottom,25155
2009,14260,"Boise City, ID Metropolitan Statistical Area",1,Large,Median Household Income,bottom,35929
2009,14300,"Bonham, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,39779
2009,14380,"Boone, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,21853
2009,14420,"Borger, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,27569
2009,14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,43928
2009,14500,"Boulder, CO Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,37144
2009,14540,"Bowling Green, KY Metropolitan Statistical Area",0,,Median Household Income,bottom,19224
2009,14580,"Bozeman, MT Micropolitan Statistical Area",0,,Median Household Income,bottom,36128
2009,14620,"Bradford, PA Micropolitan Statistical Area",0,,Median Household Income,bottom,29187
2009,14660,"Brainerd, MN Micropolitan Statistical Area",0,,Median Household Income,bottom,40026
2009,14700,"Branson, MO Micropolitan Statistical Area",0,,Median Household Income,bottom,42507
2009,14720,"Breckenridge, CO Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area ",1,Midsized,Median Household Income,bottom,44882
2009,14780,"Brenham, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,43703
2009,14820,"Brevard, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,37692
2009,14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",1,Large,Median Household Income,bottom,42891
2009,15020,"Brookhaven, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,30449
2009,15060,"Brookings, OR Micropolitan Statistical Area",0,,Median Household Income,bottom,36293
2009,15100,"Brookings, SD Micropolitan Statistical Area",0,,Median Household Income,bottom,41266
2009,15140,"Brownsville, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,31689
2009,15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,19929
2009,15220,"Brownwood, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,11834
2009,15260,"Brunswick, GA Metropolitan Statistical Area",0,,Median Household Income,bottom,33202
2009,15340,"Bucyrus-Galion, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,32086
2009,15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,26187
2009,15420,"Burley, ID Micropolitan Statistical Area",0,,Median Household Income,bottom,35838
2009,15460,"Burlington, IA-IL Micropolitan Statistical Area",0,,Median Household Income,bottom,34903
2009,15500,"Burlington, NC Metropolitan Statistical Area",0,,Median Household Income,bottom,36813
2009,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",0,,Median Household Income,bottom,37995
2009,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",0,,Median Household Income,bottom,24820
2009,15620,"Cadillac, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,37191
2009,15660,"Calhoun, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,37453
2009,15680,"California-Lexington Park, MD Metropolitan Statistical Area",0,,Median Household Income,bottom,63545
2009,15700,"Cambridge, MD Micropolitan Statistical Area",0,,Median Household Income,bottom,28368
2009,15740,"Cambridge, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,29167
2009,15780,"Camden, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,26303
2009,15820,"Campbellsville, KY Micropolitan Statistical Area",0,,Median Household Income,bottom,31852
2009,15860,"Ca켹n City, CO Micropolitan Statistical Area",0,,Median Household Income,bottom,37819
2009,15940,"Canton-Massillon, OH Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,28456
2009,15980,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",1,Large,Median Household Income,bottom,38557
2009,16020,"Cape Girardeau, MO-IL Metropolitan Statistical Area",0,,Median Household Income,bottom,22656
2009,16060,"Carbondale-Marion, IL Metropolitan Statistical Area",0,,Median Household Income,bottom,2351
2009,16100,"Carlsbad-Artesia, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,46729
2009,16140,"Carroll, IA Micropolitan Statistical Area",0,,Median Household Income,bottom,46363
2009,16180,"Carson City, NV Metropolitan Statistical Area",0,,Median Household Income,bottom,47966
2009,16220,"Casper, WY Metropolitan Statistical Area",0,,Median Household Income,bottom,40244
2009,16260,"Cedar City, UT Micropolitan Statistical Area",0,,Median Household Income,bottom,41078
2009,16300,"Cedar Rapids, IA Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,39425
2009,16340,"Cedartown, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,34853
2009,16380,"Celina, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,48830
2009,16420,"Central City, KY Micropolitan Statistical Area",0,,Median Household Income,bottom,25971
2009,16460,"Centralia, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,33578
2009,16500,"Centralia, WA Micropolitan Statistical Area",0,,Median Household Income,bottom,43494
2009,16540,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",0,,Median Household Income,bottom,43954
2009,16580,"Champaign-Urbana, IL Metropolitan Statistical Area",0,,Median Household Income,bottom,11318
2009,16620,"Charleston, WV Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,30793
2009,16660,"Charleston-Mattoon, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,18511
2009,16700,"Charleston-North Charleston, SC Metropolitan Statistical Area",1,Large,Median Household Income,bottom,27916
2009,16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,32630
2009,16820,"Charlottesville, VA Metropolitan Statistical Area",0,,Median Household Income,bottom,22507
2009,16860,"Chattanooga, TN-GA Metropolitan Statistical Area",1,Large,Median Household Income,bottom,23536
2009,16940,"Cheyenne, WY Metropolitan Statistical Area",0,,Median Household Income,bottom,42723
2009,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,32524
2009,17020,"Chico, CA Metropolitan Statistical Area",0,,Median Household Income,bottom,31811
2009,17060,"Chillicothe, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,37037
2009,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,29881
2009,17200,"Lebanon, NH-VT Micropolitan Statistical Area",0,,Median Household Income,bottom,47556
2009,17220,"Clarksburg, WV Micropolitan Statistical Area",0,,Median Household Income,bottom,31947
2009,17260,"Clarksdale, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,16026
2009,17300,"Clarksville, TN-KY Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,28537
2009,17340,"Clearlake, CA Micropolitan Statistical Area",0,,Median Household Income,bottom,35070
2009,17380,"Cleveland, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,14503
2009,17420,"Cleveland, TN Metropolitan Statistical Area",0,,Median Household Income,bottom,25950
2009,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,23133
2009,17500,"Clewiston, FL Micropolitan Statistical Area",0,,Median Household Income,bottom,40519
2009,17540,"Clinton, IA Micropolitan Statistical Area",0,,Median Household Income,bottom,35201
2009,17580,"Clovis, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,23295
2009,17660,"Coeur d'Alene, ID Metropolitan Statistical Area",0,,Median Household Income,bottom,37780
2009,17700,"Coffeyville, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,24630
2009,17740,"Coldwater, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,41400
2009,17780,"College Station-Bryan, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,19475
2009,17820,"Colorado Springs, CO Metropolitan Statistical Area",1,Large,Median Household Income,bottom,37167
2009,17860,"Columbia, MO Metropolitan Statistical Area",0,,Median Household Income,bottom,19125
2009,17900,"Columbia, SC Metropolitan Statistical Area",1,Large,Median Household Income,bottom,30225
2009,17980,"Columbus, GA-AL Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,20205
2009,18020,"Columbus, IN Metropolitan Statistical Area",0,,Median Household Income,bottom,39343
2009,18060,"Columbus, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,10732
2009,18100,"Columbus, NE Micropolitan Statistical Area",0,,Median Household Income,bottom,48380
2009,18140,"Columbus, OH Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,29577
2009,18180,"Concord, NH Micropolitan Statistical Area",0,,Median Household Income,bottom,48171
2009,18220,"Connersville, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,33312
2009,18260,"Cookeville, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,29336
2009,18300,"Coos Bay, OR Micropolitan Statistical Area",0,,Median Household Income,bottom,37636
2009,18380,"Cordele, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,34753
2009,18420,"Corinth, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,14288
2009,18460,"Cornelia, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,44779
2009,18500,"Corning, NY Micropolitan Statistical Area",0,,Median Household Income,bottom,39936
2009,18580,"Corpus Christi, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,27487
2009,18620,"Corsicana, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,40800
2009,18660,"Cortland, NY Micropolitan Statistical Area",0,,Median Household Income,bottom,37578
2009,18700,"Corvallis, OR Metropolitan Statistical Area",0,,Median Household Income,bottom,12737
2009,18740,"Coshocton, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,30921
2009,18780,"Craig, CO Micropolitan Statistical Area",0,,Median Household Income,bottom,54264
2009,18820,"Crawfordsville, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,42633
2009,18860,"Crescent City, CA Micropolitan Statistical Area",0,,Median Household Income,bottom,32021
2009,18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,42930
2009,18900,"Crossville, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,29489
2009,18980,"Cullman, AL Micropolitan Statistical Area",0,,Median Household Income,bottom,37146
2009,19000,"Cullowhee, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,29153
2009,19060,"Cumberland, MD-WV Metropolitan Statistical Area",0,,Median Household Income,bottom,32786
2009,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,33081
2009,19140,"Dalton, GA Metropolitan Statistical Area",0,,Median Household Income,bottom,35503
2009,19180,"Danville, IL Metropolitan Statistical Area",0,,Median Household Income,bottom,21324
2009,19220,"Danville, KY Micropolitan Statistical Area",0,,Median Household Income,bottom,35217
2009,19260,"Danville, VA Micropolitan Statistical Area",0,,Median Household Income,bottom,21372
2009,19300,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",0,,Median Household Income,bottom,44815
2009,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,32697
2009,19420,"Dayton, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,37595
2009,19430,"Dayton-Kettering, OH Metropolitan Statistical Area ",1,Large,Median Household Income,bottom,29189
2009,19460,"Decatur, AL Metropolitan Statistical Area",0,,Median Household Income,bottom,35555
2009,19500,"Decatur, IL Metropolitan Statistical Area",0,,Median Household Income,bottom,18768
2009,19540,"Decatur, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,40744
2009,19580,"Defiance, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,35107
2009,19620,"Del Rio, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,22603
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",1,Large,Median Household Income,bottom,32387
2009,19700,"Deming, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,15342
2009,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,38599
2009,19760,"DeRidder, LA Micropolitan Statistical Area",0,,Median Household Income,bottom,41440
2009,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",1,Large,Median Household Income,bottom,38776
2009,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,28773
2009,19860,"Dickinson, ND Micropolitan Statistical Area",0,,Median Household Income,bottom,43475
2009,19940,"Dixon, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,45458
2009,19980,"Dodge City, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,41567
2009,20020,"Dothan, AL Metropolitan Statistical Area",0,,Median Household Income,bottom,27074
2009,20060,"Douglas, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,35753
2009,20100,"Dover, DE Metropolitan Statistical Area",0,,Median Household Income,bottom,45120
2009,20140,"Dublin, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,21322
2009,20180,"DuBois, PA Micropolitan Statistical Area",0,,Median Household Income,bottom,36020
2009,20220,"Dubuque, IA Metropolitan Statistical Area",0,,Median Household Income,bottom,34957
2009,20260,"Duluth, MN-WI Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,27867
2009,20300,"Dumas, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,20340,"Duncan, OK Micropolitan Statistical Area",0,,Median Household Income,bottom,38287
2009,20420,"Durango, CO Micropolitan Statistical Area",0,,Median Household Income,bottom,44367
2009,20460,"Durant, OK Micropolitan Statistical Area",0,,Median Household Income,bottom,29596
2009,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",1,Large,Median Household Income,bottom,25602
2009,20540,"Dyersburg, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,31266
2009,20580,"Eagle Pass, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,21506
2009,20660,"Easton, MD Micropolitan Statistical Area",0,,Median Household Income,bottom,52457
2009,20700,"East Stroudsburg, PA Metropolitan Statistical Area",0,,Median Household Income,bottom,49317
2009,20740,"Eau Claire, WI Metropolitan Statistical Area",0,,Median Household Income,bottom,36060
2009,20780,"Edwards, CO Micropolitan Statistical Area",0,,Median Household Income,bottom,62240
2009,20820,"Effingham, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,40666
2009,20900,"El Campo, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,40586
2009,20940,"El Centro, CA Metropolitan Statistical Area",0,,Median Household Income,bottom,28702
2009,20980,"El Dorado, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,22477
2009,21020,"Elizabeth City, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,19705
2009,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",0,,Median Household Income,bottom,40283
2009,21120,"Elk City, OK Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,21140,"Elkhart-Goshen, IN Metropolitan Statistical Area",0,,Median Household Income,bottom,35117
2009,21180,"Elkins, WV Micropolitan Statistical Area",0,,Median Household Income,bottom,35461
2009,21220,"Elko, NV Micropolitan Statistical Area",0,,Median Household Income,bottom,35359
2009,21260,"Ellensburg, WA Micropolitan Statistical Area",0,,Median Household Income,bottom,12830
2009,21300,"Elmira, NY Metropolitan Statistical Area",0,,Median Household Income,bottom,20049
2009,21340,"El Paso, TX Metropolitan Statistical Area",1,Large,Median Household Income,bottom,20811
2009,21380,"Emporia, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,17776
2009,21420,"Enid, OK Metropolitan Statistical Area",0,,Median Household Income,bottom,34720
2009,21460,"Enterprise, AL Micropolitan Statistical Area",0,,Median Household Income,bottom,27833
2009,21500,"Erie, PA Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,27182
2009,21540,"Escanaba, MI Micropolitan Statistical Area",0,,Median Household Income,bottom,36258
2009,21580,"Espa켹la, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,37867
2009,21640,"Eufaula, AL-GA Micropolitan Statistical Area",0,,Median Household Income,bottom,25895
2009,21660,"Eugene-Springfield, OR Metropolitan Statistical Area ",1,Midsized,Median Household Income,bottom,30223
2009,21700,"Eureka-Arcata, CA Micropolitan Statistical Area",0,,Median Household Income,bottom,32474
2009,21740,"Evanston, WY Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,21780,"Evansville, IN-KY Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,30118
2009,21820,"Fairbanks, AK Metropolitan Statistical Area",0,,Median Household Income,bottom,42468
2009,21840,"Fairfield, IA Micropolitan Statistical Area",0,,Median Household Income,bottom,
2009,21860,"Fairmont, MN Micropolitan Statistical Area",0,,Median Household Income,bottom,34337
2009,21900,"Fairmont, WV Micropolitan Statistical Area",0,,Median Household Income,bottom,17766
2009,21980,"Fallon, NV Micropolitan Statistical Area",0,,Median Household Income,bottom,50979
2009,22020,"Fargo, ND-MN Metropolitan Statistical Area",0,,Median Household Income,bottom,32805
2009,22060,"Faribault-Northfield, MN Micropolitan Statistical Area",0,,Median Household Income,bottom,52489
2009,22100,"Farmington, MO Micropolitan Statistical Area",0,,Median Household Income,bottom,36905
2009,22140,"Farmington, NM Metropolitan Statistical Area",0,,Median Household Income,bottom,32538
2009,22180,"Fayetteville, NC Metropolitan Statistical Area",1,Large,Median Household Income,bottom,30123
2009,22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",1,Large,Median Household Income,bottom,33808
2009,22260,"Fergus Falls, MN Micropolitan Statistical Area",0,,Median Household Income,bottom,42506
2009,22280,"Fernley, NV Micropolitan Statistical Area",0,,Median Household Income,bottom,41782
2009,22300,"Findlay, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,37182
2009,22340,"Fitzgerald, GA Micropolitan Statistical Area",0,,Median Household Income,bottom,32346
2009,22380,"Flagstaff, AZ Metropolitan Statistical Area",0,,Median Household Income,bottom,37843
2009,22420,"Flint, MI Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,26899
2009,22500,"Florence, SC Metropolitan Statistical Area",0,,Median Household Income,bottom,27957
2009,22520,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",0,,Median Household Income,bottom,16415
2009,22540,"Fond du Lac, WI Metropolitan Statistical Area",0,,Median Household Income,bottom,40775
2009,22580,"Forest City, NC Micropolitan Statistical Area",0,,Median Household Income,bottom,29702
2009,22620,"Forrest City, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,20159
2009,22660,"Fort Collins, CO Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,33336
2009,22700,"Fort Dodge, IA Micropolitan Statistical Area",0,,Median Household Income,bottom,34114
2009,22780,"Fort Leonard Wood, MO Micropolitan Statistical Area",0,,Median Household Income,bottom,41184
2009,22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area",0,,Median Household Income,bottom,38688
2009,22820,"Fort Morgan, CO Micropolitan Statistical Area",0,,Median Household Income,bottom,44472
2009,22840,"Fort Payne, AL Micropolitan Statistical Area",0,,Median Household Income,bottom,37169
2009,22860,"Fort Polk South, LA Micropolitan Statistical Area",0,,Median Household Income,bottom,35335
2009,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,29266
2009,23060,"Fort Wayne, IN Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,31244
2009,23140,"Frankfort, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,37700
2009,23180,"Frankfort, KY Micropolitan Statistical Area",0,,Median Household Income,bottom,36599
2009,23240,"Fredericksburg, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,54106
2009,23300,"Freeport, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,31642
2009,23340,"Fremont, NE Micropolitan Statistical Area",0,,Median Household Income,bottom,45764
2009,23380,"Fremont, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,43683
2009,23420,"Fresno, CA Metropolitan Statistical Area",1,Large,Median Household Income,bottom,29642
2009,23460,"Gadsden, AL Metropolitan Statistical Area",0,,Median Household Income,bottom,18600
2009,23500,"Gaffney, SC Micropolitan Statistical Area",0,,Median Household Income,bottom,27925
2009,23540,"Gainesville, FL Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,22091
2009,23580,"Gainesville, GA Metropolitan Statistical Area",0,,Median Household Income,bottom,41647
2009,23620,"Gainesville, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,32652
2009,23660,"Galesburg, IL Micropolitan Statistical Area",0,,Median Household Income,bottom,20062
2009,23700,"Gallup, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,19435
2009,23780,"Garden City, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,47445
2009,23820,"Gardnerville Ranchos, NV Micropolitan Statistical Area",0,,Median Household Income,bottom,51500
2009,23860,"Georgetown, SC Micropolitan Statistical Area",0,,Median Household Income,bottom,28355
2009,23900,"Gettysburg, PA Metropolitan Statistical Area",0,,Median Household Income,bottom,51921
2009,23940,"Gillette, WY Micropolitan Statistical Area",0,,Median Household Income,bottom,55768
2009,23980,"Glasgow, KY Micropolitan Statistical Area",0,,Median Household Income,bottom,33283
2009,24020,"Glens Falls, NY Metropolitan Statistical Area",0,,Median Household Income,bottom,45111
2009,24060,"Glenwood Springs, CO Micropolitan Statistical Area",0,,Median Household Income,bottom,60210
2009,24100,"Gloversville, NY Micropolitan Statistical Area",0,,Median Household Income,bottom,34243
2009,24140,"Goldsboro, NC Metropolitan Statistical Area",0,,Median Household Income,bottom,22663
2009,24180,"Granbury, TX Micropolitan Statistical Area",0,,Median Household Income,bottom,47453
2009,24220,"Grand Forks, ND-MN Metropolitan Statistical Area",0,,Median Household Income,bottom,33572
2009,24260,"Grand Island, NE Metropolitan Statistical Area",0,,Median Household Income,bottom,41892
2009,24300,"Grand Junction, CO Metropolitan Statistical Area",0,,Median Household Income,bottom,39004
2009,24330,"Grand Rapids, MN Micropolitan Statistical Area",0,,Median Household Income,bottom,42154
2009,24340,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,38812
2009,24380,"Grants, NM Micropolitan Statistical Area",0,,Median Household Income,bottom,11268
2009,24420,"Grants Pass, OR Metropolitan Statistical Area",0,,Median Household Income,bottom,32811
2009,24460,"Great Bend, KS Micropolitan Statistical Area",0,,Median Household Income,bottom,41496
2009,24500,"Great Falls, MT Metropolitan Statistical Area",0,,Median Household Income,bottom,28491
2009,24540,"Greeley, CO Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,28510
2009,24580,"Green Bay, WI Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,38764
2009,24620,"Greeneville, TN Micropolitan Statistical Area",0,,Median Household Income,bottom,32926
2009,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",1,Large,Median Household Income,bottom,28379
2009,24700,"Greensburg, IN Micropolitan Statistical Area",0,,Median Household Income,bottom,40854
2009,24720,"Heber, UT Micropolitan Statistical Area",0,,Median Household Income,bottom,65064
2009,24740,"Greenville, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,11624
2009,24780,"Greenville, NC Metropolitan Statistical Area",0,,Median Household Income,bottom,16582
2009,24820,"Greenville, OH Micropolitan Statistical Area",0,,Median Household Income,bottom,38140
2009,24860,"Greenville-Anderson, SC Metropolitan Statistical Area",1,Large,Median Household Income,bottom,25811
2009,24900,"Greenwood, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,2234
2009,24940,"Greenwood, SC Micropolitan Statistical Area",0,,Median Household Income,bottom,28260
2009,24980,"Grenada, MS Micropolitan Statistical Area",0,,Median Household Income,bottom,22542
2009,25060,"Gulfport-Biloxi, MS Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,30765
2009,25100,"Guymon, OK Micropolitan Statistical Area",0,,Median Household Income,bottom,47447
2009,25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",1,Midsized,Median Household Income,bottom,33430
2009,25200,"Hailey, ID Micropolitan Statistical Area",0,,Median Household Income,bottom,56838
2009,25220,"Hammond, LA Metropolitan Statistical Area",0,,Median Household Income,bottom,22574
2009,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",0,,Median Household Income,bottom,36615
2009,25300,"Hannibal, MO Micropolitan Statistical Area",0,,Median Household Income,bottom,36569
2009,25420,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",1,Large,Median Household Income,bottom,35482
2009,25460,"Harrison, AR Micropolitan Statistical Area",0,,Median Household Income,bottom,30854
2009,25500,"Harrisonburg, VA Metropolitan Statistical Area",0,,Median Household Income,bottom,38335
2009,25540,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",1,Very Large,Median Household Income,bottom,33705
