stco_code,ALL_TOTAL_passed_H,ALL_TOTAL_passed_L,ALL_TOTAL_total,MAM_TOTAL_passed_H,MAM_TOTAL_passed_L,MAM_TOTAL_total,MAS_TOTAL_passed_H,MAS_TOTAL_passed_L,MAS_TOTAL_total,MBL_TOTAL_passed_H,MBL_TOTAL_passed_L,MBL_TOTAL_total,MHI_TOTAL_passed_H,MHI_TOTAL_passed_L,MHI_TOTAL_total,MWH_TOTAL_passed_H,MWH_TOTAL_passed_L,MWH_TOTAL_total,stco_name,ALL_pass,MBL_pass,MWH_pass,MHI_pass,MAS_pass,MAM_pass
12129,2281.39,2084.05,3594,0,0,8,0,0,18,228.04999999999998,123.71000000000001,339,47,18,132,1920.36,1741.4,2920,"Wakulla County, Florida",0.634777406789093,0.672713864306785,0.657657534246575,0.356060606060606,0,0
12131,4416.92,4088.05,6701,0,0,14,6,3,80,147.67000000000002,59.3,411,496.06,333.99,783,3577.11,3313.1,5114,"Walton County, Florida",0.65914341143113,0.359294403892944,0.699473992960501,0.633537675606641,0.075,0
12133,1283.1,1173.2,2351,0,0,20,0,0,20,173.19,89.31,373,24,10,83,1001.99,929.45,1752,"Washington County, Florida",0.54576775840068,0.464316353887399,0.571912100456621,0.289156626506024,0,0
13001,989.54,872.18,2601,0,0,2,0,0,16,126.78,85.99000000000001,572,151.89,115.32000000000001,371,729.98,638.26,1540,"Appling County, Georgia",0.380445982314494,0.221643356643357,0.474012987012987,0.409407008086253,0,0
13003,524.09,459.75,1241,0,0,2,0,0,1,68.4,15.6,184,214.06,153.9,468,283.78,225.2,560,"Atkinson County, Georgia",0.422312651087832,0.371739130434783,0.50675,0.457393162393162,0,0
13005,545.1600000000001,482,1579,0,0,0,0,0,6,83.02000000000001,43.31,336,70.84,20.9,211,416.58000000000004,377.7,972,"Bacon County, Georgia",0.345256491450285,0.247083333333333,0.42858024691358,0.335734597156398,0,NA
13007,56.52,10.08,237,0,0,2,0,0,0,56.5,0,143,0,0,26,21,3,50,"Baker County, Georgia",0.238481012658228,0.395104895104895,0.42,0,NA,0
13009,908.6500000000001,834.5699999999999,4013,0,0,2,26.5,11.5,60,469.52,352.23,2698,47.5,8,91,421.65999999999997,336.5,1038,"Baldwin County, Georgia",0.226426613506105,0.174025203854707,0.406223506743738,0.521978021978022,0.441666666666667,0
13011,1146.31,1051.15,2379,0,0,0,0,0,28,0,0,44,142.03,90.19,378,985.42,899.9499999999999,1883,"Banks County, Georgia",0.481845313156789,0,0.523324482209241,0.375740740740741,0,NA
13013,4745,4321,10600,0,0,22,296.56,115.27,442,510.97,278.2,1390,816.56,592.39,1856,3124.7,2870.3,6360,"Barrow County, Georgia",0.447641509433962,0.367604316546763,0.491305031446541,0.439956896551724,0.670950226244344,0
13015,5782.46,5411.4800000000005,13740,0,0,14,58.5,25,178,561.78,281.93,1723,791.15,490.01,2007,4407.52,3977.26,9243,"Bartow County, Georgia",0.420848617176128,0.326047591410331,0.476849507735584,0.394195316392626,0.328651685393258,0
13017,686.49,593.45,2326,0,0,2,0,0,16,173.31,133.73000000000002,1014,110.53,72.8,321,360.08000000000004,323.79999999999995,907,"Ben Hill County, Georgia",0.295137575236457,0.170917159763314,0.397001102535832,0.344330218068536,0,0
13019,1209.1999999999998,1113.8,2385,0,0,2,0,0,8,100.22,58.459999999999994,292,88.69,44.64,190,1002.5899999999999,929.35,1831,"Berrien County, Georgia",0.507002096436059,0.343219178082192,0.547564172583288,0.466789473684211,0,0
13021,4482.66,3754.83,17072,0,0,7,182.16,87.2,314,2238.08,1553.19,12199,232.28,64.89,773,1783,1462.5,3382,"Bibb County, Georgia",0.262573805060918,0.183464218378556,0.527202838557067,0.300491591203105,0.580127388535032,0
13023,895.37,819.65,1700,0,0,0,0,0,20,136.45999999999998,97.39999999999999,442,44,15,64,689.47,638.55,1120,"Bleckley County, Georgia",0.526688235294118,0.308733031674208,0.615598214285714,0.6875,0,NA
13025,1083.2,986.2,2425,0,0,4,0,0,5,24,3,76,15,3,72,1019.37,929.85,2238,"Brantley County, Georgia",0.446680412371134,0.315789473684211,0.455482573726542,0.208333333333333,0,0
13027,429.57000000000005,362.95,1526,0,0,0,0,0,4,164.66,107.92,808,82.48,10.719999999999999,164,224.51999999999998,167.35999999999999,502,"Brooks County, Georgia",0.281500655307995,0.203787128712871,0.447250996015936,0.502926829268293,0,NA
13029,3525.1400000000003,3438.38,6778,0,0,18,175.47,131.8,210,378.82,289.37,1058,290.96,225.60000000000002,486,2611.4700000000003,2514.31,4644,"Bryan County, Georgia",0.520085570964886,0.358052930056711,0.562332041343669,0.598683127572016,0.835571428571429,0
13031,3282.2,2914.36,7995,0,0,10,14,7,110,731.44,474.34000000000003,3006,177.07,51.86,464,2305.6,2000.64,4136,"Bulloch County, Georgia",0.410531582238899,0.243326679973387,0.557446808510638,0.381616379310345,0.127272727272727,0
13033,894.3399999999999,809.46,3209,0,0,8,0,0,14,449.39000000000004,353.61,2092,75.5,26,117,374,317.1,837,"Burke County, Georgia",0.278697413524462,0.214813575525813,0.446833930704898,0.645299145299145,0,0
13035,830.23,725.55,2617,0,0,0,0,0,9,168.04,95.65,848,51,12,100,622.11,535.85,1564,"Butts County, Georgia",0.317244936950707,0.198160377358491,0.397768542199488,0.51,0,NA
13037,280.72,197.57999999999998,912,0,0,0,0,0,12,140.70999999999998,64.33,519,12,6,41,135.28,101.01,336,"Calhoun County, Georgia",0.30780701754386,0.27111753371869,0.402619047619048,0.292682926829268,0,NA
13039,3356.37,3233.0299999999997,6556,0,0,26,48,24,105,502.19,303.28,1381,258.98,147.6,521,2437.82,2200.7999999999997,4033,"Camden County, Georgia",0.511953935326419,0.363642288196959,0.604468137862633,0.497082533589251,0.457142857142857,0
13043,547.46,481.3,1654,0,0,0,0,0,17,121.11,81.78,534,87.5,53.97,333,338.05,303.15,730,"Candler County, Georgia",0.3309915356711,0.226797752808989,0.463082191780822,0.262762762762763,0,NA
13045,6762.9800000000005,6291,14663,0,0,24,18.5,6,108,965.92,580.18,2917,773.02,437.87,1739,4792.74,4368.6,8968,"Carroll County, Georgia",0.461227579622178,0.331134727459719,0.53442685102587,0.444519838987924,0.171296296296296,0
13047,3772.55,3501.71,8016,0,0,10,44.5,16,138,120.82,24.98,280,193.94,51.9,346,3365.06,3079.5,7014,"Catoosa County, Georgia",0.47062749500998,0.4315,0.479763330481893,0.560520231213873,0.322463768115942,0
13049,435.01,367.27,1132,0,0,4,0,0,4,78.55,42.26,366,0,0,30,334.67,264.31,664,"Charlton County, Georgia",0.38428445229682,0.214617486338798,0.504021084337349,0,0,0
13051,8384.36,7149.64,27621,0,0,64,336.36,158.6,625,2993.93,2002.16,15588,759.71,285.76,2265,4102.46,3298.02,7428,"Chatham County, Georgia",0.303550197313638,0.192066333076726,0.552296715131933,0.335412803532009,0.538176,0
13053,134.11,93.83,469,0,0,0,0,0,2,63.64,3.36,174,0,0,21,96.19,47.7,258,"Chattahoochee County, Georgia",0.285948827292111,0.365747126436782,0.372829457364341,0,0,NA
13055,1115.94,946.12,2939,0,0,2,0,0,18,60.93,5.67,166,139.71,39.27,318,941.16,794.79,2312,"Chattooga County, Georgia",0.379700578428037,0.367048192771084,0.407076124567474,0.439339622641509,0,0
13057,18327.6,17748.87,33591,0,0,61,398.64,211.7,590,1170.22,733.3299999999999,2613,2259,1741.3799999999999,5943,14216.800000000001,13567.49,23181,"Cherokee County, Georgia",0.545610431365544,0.447845388442403,0.61329537120918,0.380111055022716,0.675661016949152,0
13059,3295.4,2882.46,9618,0,0,6,79,37.5,185,1015.62,676.67,4768,848.38,552.12,2402,1361.66,1101.8,1855,"Clarke County, Georgia",0.34262840507382,0.21300755033557,0.734048517520216,0.353197335553705,0.427027027027027,0
13061,54.11,10.29,224,0,0,2,0,0,0,55.16,5.04,208,0,0,2,0,0,8,"Clay County, Georgia",0.2415625,0.265192307692308,0,0,NA,0
13063,14971.36,13473.07,52731,6,0,98,1234.1399999999999,780,1997,8392.87,7044.95,33536,3193.51,2135.25,9663,2217.75,1900.83,5901,"Clayton County, Georgia",0.283919516034211,0.250264491889313,0.375826131164209,0.330488461140433,0.61799699549324,0.0612244897959184
13065,216.51999999999998,178.01,988,0,0,4,0,0,4,44.99,14.41,332,9,0,42,167.68,124.37,562,"Clinch County, Georgia",0.21914979757085,0.135512048192771,0.298362989323843,0.214285714285714,0,0
13067,48825.6,46832.68,92347,7,0,200,4071.52,3048.25,4827,11714.23,9638.71,29447,8139.35,6168.26,20885,24918.89,23002.19,33563,"Cobb County, Georgia",0.528718853888053,0.397807246918192,0.742451211155141,0.389722288723965,0.843488709343277,0.035
13069,2053.03,1931.67,5382,0,0,8,16,8,42,473.68,313.05,1601,377.78999999999996,248.08999999999997,1044,1292.96,1098.37,2569,"Coffee County, Georgia",0.381462281679673,0.295865084322299,0.503293110159595,0.361867816091954,0.380952380952381,0
13071,1920.44,1762.89,6778,0,0,8,30.5,13.5,57,341.53999999999996,143.91,1856,534.07,331.81,1881,1201.6100000000001,1015.09,2813,"Colquitt County, Georgia",0.283334316907642,0.184019396551724,0.427163170991824,0.283928761297182,0.535087719298246,0
13073,10716.1,10124.35,20224,0,0,60,678,399.5,854,1635.3899999999999,1143.26,4177,1069.38,576.28,1884,7163.51,6600.38,12034,"Columbia County, Georgia",0.529870450949367,0.391522623892746,0.595272561076949,0.567611464968153,0.793911007025761,0
13075,727.38,634.6999999999999,2317,0,0,0,0,0,28,114.82000000000001,85.03999999999999,778,62.65,19.36,178,508.92999999999995,458.65,1257,"Cook County, Georgia",0.313931808372896,0.147583547557841,0.404876690533015,0.351966292134831,0,NA
13077,8661.11,8110.47,17987,0,0,78,259.64,133.1,409,1242.37,743.05,4030,807.77,428.08,1748,6304.38,5646.7699999999995,10910,"Coweta County, Georgia",0.48152054261411,0.308280397022332,0.577853345554537,0.462110983981693,0.63481662591687,0
13079,414.57000000000005,362.65,1298,0,0,4,0,0,6,71.71,32.129999999999995,274,7,0,42,316.43,279.15,932,"Crawford County, Georgia",0.319391371340524,0.261715328467153,0.339517167381974,0.166666666666667,0,0
13081,797.83,705.51,2936,0,0,8,22,8,47,333.38,264.99,1752,69.49000000000001,16.91,131,421.98,385.1,922,"Crisp County, Georgia",0.271740463215259,0.190285388127854,0.45767895878525,0.530458015267176,0.468085106382979,0
13083,683.98,609.3,1592,0,0,2,0,0,6,0,0,24,0,0,34,646.5600000000001,575.9,1504,"Dade County, Georgia",0.42963567839196,0,0.429893617021277,0,0,0
13085,1206.48,1076.2,2612,0,0,6,0,0,14,0,0,10,110.16,44.949999999999996,235,1114.8700000000001,995.9499999999999,2303,"Dawson County, Georgia",0.461898928024502,0,0.484094659140252,0.468765957446808,0,0
13087,1056.02,1015.1800000000001,3643,0,0,2,0,0,14,354.28,252.38,1774,122.30000000000001,57.37,382,618.73,525.75,1372,"Decatur County, Georgia",0.289876475432336,0.199706877113867,0.450969387755102,0.320157068062827,0,0
13089,27834.47,25485.6,80111,0,0,190,2120.03,1446.2,4627,13181.73,10670.7,48970,3675.5,2384.95,13443,8874.449999999999,7943.21,11266,"DeKalb County, Georgia",0.347448789804147,0.269179701858281,0.787719687555477,0.273413672543331,0.458186730062676,0
13091,896.31,795.75,2355,0,0,6,0,0,11,188.71,142.04000000000002,740,73.5,13.5,130,646.46,586.1999999999999,1384,"Dodge County, Georgia",0.38059872611465,0.255013513513514,0.467095375722543,0.565384615384615,0,0
13093,112.64000000000001,78.59,925,0,0,4,0,0,5,70.58,36.379999999999995,642,56.62,10.08,176,39,0,88,"Dooly County, Georgia",0.121772972972973,0.10993769470405,0.443181818181818,0.321704545454545,0,0
13095,2576.13,2149.62,10702,0,0,52,0,0,56,2112.58,1706.59,9581,81.7,15.5,248,358.4,179.3,622,"Dougherty County, Georgia",0.240714819659877,0.22049681661622,0.57620578778135,0.329435483870968,0,0
13097,8082.87,7317.69,20163,0,0,22,124,60.5,308,3803.92,3180.16,10729,1320.1399999999999,774.84,3232,2826.45,2304.5,5002,"Douglas County, Georgia",0.400876357684868,0.354545624009693,0.565063974410236,0.408459158415842,0.402597402597403,0
13099,491.19,429.35,1546,0,0,2,0,0,8,251.41000000000003,209.55,1074,0,0,34,215.9,180.7,400,"Early County, Georgia",0.317716688227684,0.234087523277467,0.53975,0,0,0
13101,214.06,173.8,584,0,0,12,0,0,0,0,0,14,74.99,36.33,274,125.28,86.52000000000001,272,"Echols County, Georgia",0.366541095890411,0,0.460588235294118,0.273686131386861,NA,0
13103,4871.94,4619.38,9033,0,0,0,24,12,85,507.34000000000003,290.44,1286,454.64,266.9,664,3857.16,3606.18,6596,"Effingham County, Georgia",0.539349053470608,0.394510108864697,0.58477258944815,0.684698795180723,0.282352941176471,NA
13105,689.3499999999999,601.95,2185,0,0,2,0,0,13,117.78,88.42,734,81.11,33.59,217,478.34000000000003,432.5,1146,"Elbert County, Georgia",0.315491990846682,0.160463215258856,0.41739965095986,0.373778801843318,0,0
13107,858.6199999999999,728.3,3258,0,0,2,0,0,17,199.14,112.07,1354,91.88,50.04,252,560.23,493.45,1537,"Emanuel County, Georgia",0.26354205033763,0.147075332348597,0.364495770982433,0.364603174603175,0,0
13109,457.64,401.4,1406,0,0,0,0,0,12,111.46999999999998,72.52000000000001,458,111.49000000000001,70.88,359,250.24,207.65,541,"Evans County, Georgia",0.325490753911807,0.243384279475983,0.462550831792976,0.310557103064067,0,NA
13111,1056.04,963.8,2306,0,0,0,0,0,10,0,0,12,51,23,99,995.63,903.65,2152,"Fannin County, Georgia",0.457953165654814,0,0.462653345724907,0.515151515151515,0,NA
13113,9409.48,9021.82,15065,0,0,60,801.76,538.8,980,2123.16,1766.74,4172,987.05,614.37,1685,5537.95,5111.59,7467,"Fayette County, Georgia",0.624592100896117,0.508906999041227,0.741656622472211,0.585786350148368,0.818122448979592,0
13115,4528.37,4019.91,12427,0,0,14,73.5,33.5,162,640.94,251.99,2293,818.74,518.46,2442,3073.81,2721.84,7049,"Floyd County, Georgia",0.364397682465599,0.279520279110336,0.436063271386012,0.335274365274365,0.453703703703704,0
13117,25816.489999999998,25212.25,34806,0,0,119,6165.11,5647.2,6484,805.21,419.22,1157,2377.62,1814.93,4223,16500.16,15662.380000000001,21918,"Forsyth County, Georgia",0.741725277251049,0.695946413137424,0.752813212884387,0.563016812692399,0.950818938926589,0
13119,1073.1000000000001,962.3,2770,0,0,10,12,6,30,88.55,5.25,270,100.02,27.48,221,881.79,792.32,2131,"Franklin County, Georgia",0.387400722021661,0.327962962962963,0.413791647114031,0.452579185520362,0.4,0
13121,46112.55,43059.13,105358,0,0,126,7199.87,6323.1,8201,14058.55,10978.78,55235,5006.9,3124.89,13775,19743.73,18289.18,25350,"Fulton County, Georgia",0.43767487993318,0.254522494794967,0.778845364891519,0.363477313974592,0.877925862699671,0
13123,1282.5,1229.42,3243,0,0,0,0,0,11,0,0,4,221.84,180.44,855,1088.02,994.3,2343,"Gilmer County, Georgia",0.395467160037003,0,0.464370465215536,0.259461988304094,0,NA
13125,179.94,142.5,416,0,0,0,0,0,0,0,0,30,0,0,2,160.9,127.60000000000001,370,"Glascock County, Georgia",0.432548076923077,0,0.434864864864865,0,NA,NA
13127,4300.81,3928.61,9783,0,0,21,76,38,178,873.17,627.94,3454,486.56,252.71,1153,2852.61,2624.35,4635,"Glynn County, Georgia",0.439620770724727,0.252799652576723,0.615449838187702,0.421994796183868,0.426966292134831,0
13129,3265.34,3057.68,7990,0,0,28,63.5,29.5,111,83.13,18.27,268,705.98,512.08,1987,2403.25,2154.66,5380,"Gordon County, Georgia",0.408678347934919,0.310186567164179,0.446700743494424,0.35529944640161,0.572072072072072,0
13131,1047.85,867.76,3465,0,0,8,0,0,6,253.63,137.37,1182,193.39,73.91,625,666.53,530.5,1584,"Grady County, Georgia",0.302409812409812,0.214576988155668,0.420789141414141,0.309424,0,0
13133,737.23,634.91,1829,0,0,2,0,0,21,203.26,120.19999999999999,889,82.53,11.07,216,476.14,348.5,665,"Greene County, Georgia",0.403078184800437,0.228638920134983,0.716,0.382083333333333,0,0
13135,74821.18000000001,72334.71,142765,0,0,260,11634.46,9723.47,14398,20347.59,17943.64,44977,17290.2,14949.59,42665,25362.53,23167.26,35249,"Gwinnett County, Georgia",0.524086295660701,0.452399893278787,0.719524809214446,0.405254892769249,0.808060841783581,0
13137,2367.57,2144.15,4889,0,0,4,41.5,13,133,15,0,112,499.86,347.74,1340,1757.44,1564.83,3169,"Habersham County, Georgia",0.484264675802823,0.133928571428571,0.554572420321868,0.373029850746269,0.31203007518797,0
13139,10048.06,9409.33,26795,0,0,33,272.08,136.7,476,605.48,209.88,2042,3501.77,2870.68,12739,5894.41,5231.65,10878,"Hall County, Georgia",0.374997574174286,0.296513222331048,0.541865232579518,0.274885783813486,0.571596638655462,0
13141,115.5,77.15,705,0,0,2,0,0,6,102.31,66.38,675,0,0,2,0,0,18,"Hancock County, Georgia",0.163829787234043,0.15157037037037,0,0,0,0
13143,1937.27,1770.35,4173,0,0,12,0,0,42,48,0,134,22,0,92,1803.8600000000001,1653.9,3749,"Haralson County, Georgia",0.464239156482147,0.358208955223881,0.481157642037877,0.239130434782609,0,0
13145,2043.79,2012.11,3898,0,0,6,0,0,18,220.41,156.21,574,127.37,81.5,209,1668.08,1576.88,2917,"Harris County, Georgia",0.524317598768599,0.383989547038327,0.571847788824134,0.609425837320574,0,0
13147,1024.05,917.05,2675,0,0,2,0,0,24,141.91000000000003,73.21,618,93.77,38.75,221,793.01,704.05,1724,"Hart County, Georgia",0.382822429906542,0.22962783171521,0.459982598607889,0.424298642533937,0,0
13149,883.59,796.85,1419,0,0,0,0,0,7,66,16.5,105,0,0,32,775.68,693.8000000000001,1195,"Heard County, Georgia",0.622684989429175,0.628571428571429,0.64910460251046,0,0,NA
13151,12135.49,11250.65,32211,0,0,54,614.77,360.2,944,5377.43,4537.13,17177,1358.61,607.04,2976,4878.32,4117.01,9763,"Henry County, Georgia",0.376749868057496,0.313059905687838,0.499674280446584,0.456522177419355,0.651239406779661,0
13153,9970.14,9140.83,21501,0,0,43,377.08,220.6,611,2767.18,2194.24,8311,951.78,511.47,1943,5674.5,5121.3099999999995,9462,"Houston County, Georgia",0.463705874145389,0.33295391649621,0.599714648065948,0.489850746268657,0.617152209492635,0
13155,475.32,423,1308,0,0,4,0,0,4,123.68,85.23,442,22,0,62,337.54999999999995,306.75,770,"Irwin County, Georgia",0.363394495412844,0.279819004524887,0.438376623376623,0.354838709677419,0,0
13157,5063.62,4716.87,9866,0,0,16,106,41,195,286.6,117.85,690,597.26,346.88,1153,4126.01,3799.84,7474,"Jackson County, Georgia",0.513239408068113,0.41536231884058,0.552048434573187,0.518005203816132,0.543589743589744,0
13159,590.14,520.7,1736,0,0,2,0,0,0,104.75,69.07,412,57.54,7.56,123,446.17,400.84999999999997,1133,"Jasper County, Georgia",0.339942396313364,0.254247572815534,0.393795233892321,0.46780487804878,NA,0
13161,763.3800000000001,672.5,2272,0,0,4,0,0,10,81.7,40.4,336,128.62,86.96000000000001,488,550.1500000000001,494.55,1390,"Jeff Davis County, Georgia",0.335994718309859,0.243154761904762,0.395791366906475,0.263565573770492,0,0
13163,444.77,356.77,1918,0,0,0,0,0,16,215.03,120.33,1290,32,6,114,187.98000000000002,93.78,454,"Jefferson County, Georgia",0.23189259645464,0.16668992248062,0.414052863436123,0.280701754385965,0,NA
13165,248.54,215.1,836,0,0,0,0,0,0,98.86,52.36,442,11,0,52,134.5,100.32,326,"Jenkins County, Georgia",0.297296650717703,0.223665158371041,0.412576687116564,0.211538461538462,NA,NA
13167,347.77,312.85,873,0,0,2,0,0,4,99.22,66.67999999999999,378,12,6,26,264.14,224,446,"Johnson County, Georgia",0.39836197021764,0.262486772486772,0.592242152466368,0.461538461538462,0,0
13169,1615.46,1453.1000000000001,4059,0,0,4,0,0,16,293.95,180.42,1045,14,7,62,1275.05,1140.45,2805,"Jones County, Georgia",0.397994579945799,0.281291866028708,0.454563279857397,0.225806451612903,0,0
13171,584,503.6,2010,0,0,0,0,0,6,110.65,76.66999999999999,600,35,4,70,439.90999999999997,389.75,1254,"Lamar County, Georgia",0.290547263681592,0.184416666666667,0.350805422647528,0.5,0,NA
13173,487.74,437.5,1256,0,0,4,0,0,6,79.27,42.71,356,49.5,9.5,80,359.29999999999995,328.5,770,"Lanier County, Georgia",0.388328025477707,0.222668539325843,0.466623376623377,0.61875,0,0
13175,2460.67,2258.95,6519,0,0,14,22,11,65,636.59,496.88,2918,118.18,24.759999999999998,233,1682.02,1527.6999999999998,3159,"Laurens County, Georgia",0.377461267065501,0.218159698423578,0.532453308008864,0.507210300429185,0.338461538461538,0
13177,2494.86,2303.5,4784,0,0,4,121.94,56.7,173,343.85,267.29,925,110.5,40.5,156,1870.28,1736,3357,"Lee County, Georgia",0.521500836120401,0.37172972972973,0.557128388442061,0.708333333333333,0.70485549132948,0
13179,2580.47,2295.85,7158,0,0,16,52,26,112,1109.72,887.6,3828,426.15,246.1,853,893.92,694.09,1743,"Liberty County, Georgia",0.360501536742107,0.289895506792058,0.512862880091796,0.499589683470105,0.464285714285714,0
13181,358.11,326.35,794,0,0,0,0,0,2,92.9,57.05,294,0,0,8,275.03999999999996,232.2,476,"Lincoln County, Georgia",0.451020151133501,0.315986394557823,0.57781512605042,0,0,NA
13183,901.1199999999999,798,2578,0,0,10,0,0,17,181.47,152.35000000000002,728,105.36,66.60000000000001,384,514.1800000000001,464.9,1232,"Long County, Georgia",0.349542280837859,0.249271978021978,0.417353896103896,0.274375,0,0
13185,5927.36,5430.35,14312,0,0,40,72,29.5,171,1595.09,1218.6,6489,545.25,261.5,1024,3638.47,3278.3,6083,"Lowndes County, Georgia",0.414153158188932,0.245814455231931,0.598137432188065,0.532470703125,0.421052631578947,0
13187,1414.03,1297.1499999999999,2922,0,0,14,0,0,12,0,0,28,122.94,47.019999999999996,247,1240.26,1139.1,2529,"Lumpkin County, Georgia",0.483925393566051,0,0.490415183867141,0.497732793522267,0,0
13189,945.8199999999999,852.22,2988,0,0,2,0,0,10,323.82,245.54000000000002,1550,66.16,17.869999999999997,128,547.94,491.09999999999997,1166,"McDuffie County, Georgia",0.316539491298527,0.208916129032258,0.469931389365352,0.516875,0,0
13191,304.84000000000003,263.8,1026,0,0,0,0,0,6,80.12,41.26,431,8,0,37,225.88,179.8,512,"McIntosh County, Georgia",0.297115009746589,0.185893271461717,0.441171875,0.216216216216216,0,NA
13193,138.87,103.56,953,0,0,0,0,0,9,99.41,69.77,782,41,0,82,32.5,5.5,68,"Macon County, Georgia",0.145718782791186,0.127122762148338,0.477941176470588,0.5,0,NA
13195,1781.86,1712.32,3718,0,0,4,39,11,82,93.63,22.17,276,144.73,100.83999999999999,415,1523.99,1378.95,2801,"Madison County, Georgia",0.479252286175363,0.339239130434783,0.544087825776508,0.348746987951807,0.475609756097561,0
13197,313.83,274.35,987,0,0,0,0,0,11,73.57,36.74,351,58.65,7.35,125,220.27,182.45,488,"Marion County, Georgia",0.317963525835866,0.20960113960114,0.451372950819672,0.4692,0,NA
13199,428.59000000000003,345.97999999999996,1506,0,0,2,0,0,12,187.23,118.86000000000001,845,0,0,42,249.05,173.78,557,"Meriwether County, Georgia",0.284588313413015,0.221573964497041,0.447127468581688,0,0,0
13201,211.74,181.1,766,0,0,0,0,0,2,63.03999999999999,23.92,274,0,0,24,157.85999999999999,117.9,444,"Miller County, Georgia",0.276422976501305,0.23007299270073,0.355540540540541,0,0,NA
13205,862.43,740.05,2807,0,0,2,0,0,19,396.01,275.98,1628,69.5,19,172,435.8,323.1,916,"Mitchell County, Georgia",0.307242607766299,0.243249385749386,0.475764192139738,0.40406976744186,0,0
13207,1459.94,1391.98,2919,0,0,4,0,0,21,236.13,170.78,717,27.5,3.5,88,1196.12,1094.6000000000001,2013,"Monroe County, Georgia",0.500150736553614,0.329330543933054,0.594197714853453,0.3125,0,0
13209,158.05,126.05000000000001,660,0,0,0,0,0,6,52.66,11.34,212,37,0,78,115.52,79.11,348,"Montgomery County, Georgia",0.239469696969697,0.248396226415094,0.331954022988506,0.474358974358974,0,NA
13211,1176.82,1081.3000000000002,2388,0,0,4,12,6,28,148.19,114.03999999999999,656,86.2,38.28,140,932.13,872.45,1492,"Morgan County, Georgia",0.492805695142379,0.225899390243902,0.624752010723861,0.615714285714286,0.428571428571429,0
13213,2319.19,2112.63,5707,0,0,14,12,6,20,0,0,10,532.51,360.95,1419,1776.58,1594.12,4200,"Murray County, Georgia",0.406376379884353,0,0.422995238095238,0.375271317829457,0.6,0
13215,7677.2300000000005,6689.34,22849,0,0,48,442.05,277.2,651,3104.52,2258.87,13316,835.81,239.56,1910,3259.34,2671.35,5802,"Muscogee County, Georgia",0.335998511969889,0.233142084710123,0.561761461564978,0.437596858638743,0.679032258064516,0
13217,4925.68,4425.95,14930,0,0,10,10.5,3.5,118,2258.72,1831.67,8238,464.37,153.32,1282,2145.55,1790.26,4684,"Newton County, Georgia",0.329918285331547,0.274183054139354,0.458059350982067,0.362223088923557,0.0889830508474576,0
13219,3986.31,3803.71,5882,0,0,6,292.8,176.89999999999998,307,105.38,20.72,247,269.88,160.58,462,3282.7,3096.7,4650,"Oconee County, Georgia",0.677713362801768,0.42663967611336,0.705956989247312,0.584155844155844,0.953745928338762,0
13221,789.52,723,1663,0,0,0,0,0,24,92.03999999999999,58.42,312,77.36,37.04,178,598.72,555.6,1078,"Oglethorpe County, Georgia",0.474756464221287,0.295,0.555398886827458,0.434606741573034,0,NA
13223,10638.74,9942.86,22813,0,0,56,38.5,17.5,233,2063.76,1543.69,5281,1042.11,546.2,2084,7365.91,6779.54,14065,"Paulding County, Georgia",0.46634550475606,0.390789623177429,0.523704941343761,0.500052783109405,0.165236051502146,0
13225,809.14,698.1,2776,0,0,14,0,0,17,258.86,175.96,1320,183.76,70.81,429,403.2,316.82,932,"Peach County, Georgia",0.291476945244957,0.196106060606061,0.432618025751073,0.428344988344988,0,0
13227,1371.03,1228.15,3312,0,0,6,0,0,16,0,0,18,80.53999999999999,13.559999999999999,203,1268.33,1138.55,3007,"Pickens County, Georgia",0.413958333333333,0,0.421792484203525,0.396748768472906,0,0
13229,1557.37,1447.05,2758,0,0,6,0,0,22,94.44,45.7,244,115,54.2,214,1351.05,1251.25,2220,"Pierce County, Georgia",0.56467367657723,0.387049180327869,0.608581081081081,0.537383177570093,0,0
13231,1027.32,924.2,2578,0,0,4,0,0,16,60.61,12.39,202,14,0,44,919.97,830.05,2248,"Pike County, Georgia",0.398494957331264,0.300049504950495,0.409239323843416,0.318181818181818,0,0
13233,1974.8,1788.76,5768,0,0,8,0,0,26,233.01,86.99,836,387.21999999999997,265.93,1282,1392.56,1212.18,3388,"Polk County, Georgia",0.342371705963939,0.27872009569378,0.411027154663518,0.30204368174727,0,0
13235,290.6,253.4,930,0,0,2,0,0,12,74.3,36.46,356,19,0,62,209.88,166.5,482,"Pulaski County, Georgia",0.31247311827957,0.208707865168539,0.435435684647303,0.306451612903226,0,0
13237,827.8199999999999,742.3,2138,0,0,4,0,0,14,232.89,201.65,781,120.81,84.21000000000001,269,428.22,389.1,978,"Putnam County, Georgia",0.387193638914874,0.298194622279129,0.437852760736196,0.44910780669145,0,0
13239,47.16,5.04,246,0,0,0,0,0,0,58.2,0,174,0,0,0,21,0,62,"Quitman County, Georgia",0.191707317073171,0.33448275862069,0.338709677419355,NA,NA,NA
13241,811.64,746.2,1636,0,0,4,0,0,8,0,0,18,124.32000000000001,80.19999999999999,270,685.0899999999999,632.45,1316,"Rabun County, Georgia",0.496112469437653,0,0.520585106382979,0.460444444444444,0,0
