year,cbsa_2013_fips,cbsa_2013_name,naics2_code,naics2_name,indicator,2006_ls_share,2006_im_share,2006_ns_share,2011_ls_share,2011_im_share,2011_ns_share,2015_ls_share,2015_im_share,2015_ns_share,value
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVF,Federal Government,Employment,0.0661714,-0.0484049,0.0684753,-0.0183534,-0.1120111,0.0856823,0.0163273,-0.0044138,0.0172098,10177
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVF,Federal Government,GDP,0.1013072,-0.0721906,0.1322258,-0.0082576,-0.1173223,0.0950921,0.0265036,-4.75e-4,0.0172899,2860000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVL,Local Government,Aggregate Wage,0.0676406,-0.0592351,0.1395859,0.0777068,-0.089159,0.1436006,0.0348789,-6.044e-4,0.0167614,2240000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVL,Local Government,Employment,0.0751116,-0.043691,0.0613554,0.0688826,-0.0776497,0.0915932,0.0128321,-0.0068695,0.0172098,43051
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVL,Local Government,GDP,0.1295831,-0.1032103,0.1173596,0.1108337,-0.0951657,0.1020288,0.0265073,-0.0127799,0.0172899,4430000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVS,State Government,Aggregate Wage,0.0830612,-0.0230775,0.1506012,-0.0029779,-0.0683178,0.1402479,0.0267842,-0.0043279,0.0167614,470000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVS,State Government,Employment,0.0806826,-0.0284337,0.0614131,0.003302,-0.0721877,0.086888,0.0261873,-0.0106273,0.0172098,9896
2016,12540,Bakersfield; CA Metropolitan Statistical Area,GVS,State Government,GDP,0.1215004,-0.0749445,0.1225753,0.0216483,-0.075015,0.0974667,0.0420946,-0.0171059,0.0172899,1100000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,PH,Private Household Workers,Aggregate Wage,-0.1470281,-0.0761368,0.1117271,0.0504304,-8.249e-4,0.1643116,0.0235806,-0.0863257,0.0167614,32600000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,PH,Private Household Workers,Employment,-1.184985,0.2598998,-0.0050857,-0.9949398,0.0395907,0.029486,-0.0958113,0.0011367,0.0172098,131
2016,12540,Bakersfield; CA Metropolitan Statistical Area,PH,Private Household Workers,GDP,-0.7192455,-0.1897003,0.0322004,-0.8600762,0.0243462,0.0433809,-0.0952618,-0.0137294,0.0172899,29600000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,Aggregate Wage,0.0048121,0.0337913,0.1615046,-0.0336248,-3.36e-4,0.1565752,-0.0461961,-0.0233518,0.0167614,9930000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,Employment,-0.0206951,0.0276881,0.0665661,-0.0227352,0.0151682,0.097338,-0.0270918,-0.0093897,0.0172098,192464
2016,12540,Bakersfield; CA Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,GDP,-0.2310937,0.1283831,0.1190699,-0.2005308,0.1125089,0.1059648,-0.066415,-0.0026483,0.0172899,31600000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),Aggregate Wage,0.039519,0.0135192,0.1578144,0.0029224,-0.0244636,0.152636,-0.0168469,-0.0131295,0.0167614,15600000000
2016,12540,Bakersfield; CA Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),Employment,0.0343777,0.010411,0.0677614,0.0165867,-0.0117665,0.0967477,-0.0150219,-0.0079473,0.0172098,314355
2016,12540,Bakersfield; CA Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),GDP,-0.1401624,0.0813388,0.1204024,-0.1257272,0.07051,0.1053033,-0.0421098,0.0011174,0.0172899,44300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",Aggregate Wage,-0.1373507,-0.1461952,0.1107694,-0.135041,-0.0972432,0.1215882,0.1704107,-0.0836042,0.0167614,18000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",Employment,0.8054071,-0.338854,0.1035825,0.1707624,-0.2405128,0.0903387,0.0828695,-0.1467826,0.0172098,347
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",GDP,0.2703855,-0.3703233,0.1197474,-0.2071833,-0.1082357,0.0842546,-0.0865724,-0.0945062,0.0172899,84500000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,22,Utilities,Aggregate Wage,0.0266158,-0.023864,0.1475376,-0.0509653,-0.0854574,0.1365051,0.0122776,-0.0119248,0.0167614,715000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,22,Utilities,Employment,0.0215607,-0.0657802,0.0601565,-0.0511427,-0.0951241,0.0859483,0.0132005,-0.0172572,0.0172098,5546
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,22,Utilities,GDP,0.2436187,-0.1020338,0.1447032,-0.0494257,-0.1070975,0.0934563,-0.0187327,0.0376332,0.0172899,3750000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,23,Construction,Aggregate Wage,-0.004836,-0.1358597,0.1130661,-0.1163573,0.1593607,0.1441774,9.19e-5,0.0419352,0.0167614,5150000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,23,Construction,Employment,0.0216068,-0.1716466,0.0459401,-0.0803572,0.1223529,0.0938209,-0.0017279,0.0235879,0.0172098,77206
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,23,Construction,GDP,0.0422414,-0.2391342,0.0978746,-0.1099834,0.0721864,0.1015527,0.0103275,0.0188763,0.0172899,7950000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,31,Manufacturing,Aggregate Wage,-0.0945612,-0.1586393,0.1156344,-0.111201,-0.0721965,0.1305834,0.0060007,-0.0195518,0.0167614,4470000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,31,Manufacturing,Employment,-0.1632291,-0.1452225,0.043398,-0.1716345,-0.0425785,0.0834488,-0.0068358,-0.0112112,0.0172098,53704
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,31,Manufacturing,GDP,-0.0708959,-0.0811772,0.120888,-0.1668295,-0.0562933,0.0935568,-0.01486,-0.023004899999999998,0.0172899,10300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,42,Wholesale trade,Aggregate Wage,-0.1095004,-0.0508944,0.128672,-0.0870702,-0.0315273,0.1394411,-0.012737,-0.0200944,0.0167614,4260000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,42,Wholesale trade,Employment,-0.0591486,-0.0571984,0.0550605,-0.0322655,-0.0280973,0.0914626,-0.0017312,-0.0111918,0.0172098,53180
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,42,Wholesale trade,GDP,-0.0977263,-0.0293165,0.1030872,-0.0510641,0.0399083,0.1035281,-0.0078194,-0.0083087,0.0172899,9990000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,44,Retail Trade,Aggregate Wage,-0.0614261,-0.1201839,0.1199977,-0.0168538,-0.0335258,0.1414362,0.0111872,-0.0081619,0.0167614,4750000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,44,Retail Trade,Employment,-0.0401031,-0.0468398,0.0579002,-0.027489800000000002,-0.0241945,0.0923118,-0.0066672,-0.0075332,0.0172098,139980
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,44,Retail Trade,GDP,-0.0036858,-0.0988057,0.1070898,0.0030292,0.0064362,0.1035915,0.0092741,-0.0095629,0.0172899,9420000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,48,Transportation and Warehousing,Aggregate Wage,0.0645127,0.0763294,0.1496315,0.0242642,0.0898439,0.1488007,-0.0017459,0.0233546,0.0167614,2710000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,48,Transportation and Warehousing,Employment,0.0470116,0.0798068,0.0658923,0.0613829,0.0788513,0.0969441,0.0041622,0.0177775,0.0172098,47353
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,48,Transportation and Warehousing,GDP,0.1263873,-0.0667741,0.1187545,0.0601615,-0.0218019,0.1010985,0.0190183,0.0165614,0.0172899,4780000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,51,Information,Aggregate Wage,-0.1165067,-0.1108729,0.1144973,-0.1109093,0.0049833,0.1432868,-0.0252101,0.0020051,0.0167614,1400000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,51,Information,Employment,-0.1242229,-0.1633181,0.0380483,-0.05365,-0.0844246,0.0871991,-0.0039694,-0.0158178,0.0172098,16641
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,51,Information,GDP,-0.1242332,0.2012459,0.1456537,-0.2635108,0.0983296,0.0932294,-0.030529,0.0251659,0.0172899,7420000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,52,Finance and insurance,Aggregate Wage,-0.0942704,-0.0215936,0.1272597,0.0227762,0.0108492,0.15051899999999999,0.0192687,-0.0069662,0.0167614,5970000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,52,Finance and insurance,Employment,-0.0525608,-0.0587955,0.0553184,-0.0172808,-0.018564,0.092063,-0.0050961,0.0018693,0.0172098,56852
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,52,Finance and insurance,GDP,-0.0124738,0.0353329,0.1220373,0.0819198,0.0926208,0.119187,0.0052394,0.0087009,0.0172899,11000000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,53,Real estate and rental and leasing,Aggregate Wage,-0.0773003,-0.0723086,0.1256288,-0.113338,0.0844325,0.1443224,-0.0221807,0.0075177,0.0167614,1380000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,53,Real estate and rental and leasing,Employment,0.0126849,-0.0694352,0.0587512,-0.0262925,0.028732,0.0947368,-0.0165853,0.0061661,0.0172098,22536
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,53,Real estate and rental and leasing,GDP,0.0273872,0.0733264,0.1338513,-0.0238085,-0.0104995,0.1019427,-0.0145042,-0.0051071,0.0172899,29900000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,54,"Professional, scientific, and technical services",Aggregate Wage,-0.058244,0.2447529,0.1694138,-0.0822311,0.089577,0.1487263,0.0078569,0.0062367,0.0167614,12100000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,54,"Professional, scientific, and technical services",Employment,-0.0318853,0.1535144,0.0734423,-0.0498394,0.0681441,0.0963729,-0.0151849,0.0111068,0.0172098,121822
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,54,"Professional, scientific, and technical services",GDP,-0.0569303,0.2014724,0.1380885,-0.0879819,0.0769125,0.1042987,-0.0034010999999999998,0.0144518,0.0172899,18300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,55,Management of companies and enterprises,Aggregate Wage,0.3996973,0.2278317,0.2256842,0.1129232,0.0656218,0.174071,0.0097435,-0.0244845,0.0167614,1310000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,55,Management of companies and enterprises,Employment,0.967908,0.1850146,0.1419735,0.1862913,0.0348747,0.1069295,0.0168189,-0.0051358,0.0172098,13354
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,55,Management of companies and enterprises,GDP,0.7620754,0.2303736,0.204345,0.1749003,0.1553641,0.1245734,0.0091172,-0.0044119,0.0172899,2300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,56,Administrative and support and waste management and remediation services,Aggregate Wage,0.015317,0.0448843,0.1397084,0.0496858,0.0715234,0.1517112,0.0421213,0.0085543,0.0167614,4090000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,56,Administrative and support and waste management and remediation services,Employment,0.0631734,0.0533579,0.0661899,0.0899644,0.0726445,0.1008351,0.0208424,0.0046416,0.0172098,96445
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,56,Administrative and support and waste management and remediation services,GDP,0.1513393,0.1410441,0.1410679,0.0869349,0.0501941,0.1107459,0.0245303,0.0013191,0.0172899,7040000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,61,Educational services,Aggregate Wage,-0.0457761,0.178896,0.167992,-0.0352456,-0.0254332,0.1424694,-0.0013796,-0.0042424,0.0167614,2940000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,61,Educational services,Employment,0.0131057,0.1857962,0.0758619,-0.019457,0.0321555,0.0930331,0.0101677,0.0065942,0.0172098,61116
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,61,Educational services,GDP,-0.0551058,0.0271125,0.1264277,-0.0180548,-0.0876958,0.0989947,-0.0020969,-0.0249772,0.0172899,3480000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,62,Health care and social assistance,Aggregate Wage,-0.031205,0.1565718,0.1628585,-0.0407676,0.0096533,0.144189,-0.0192209,0.0123727,0.0167614,11300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,62,Health care and social assistance,Employment,0.0126898,0.1511207,0.0760801,-0.0013016,0.0098837,0.0943511,-0.0083681,0.0100808,0.0172098,210004
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,62,Health care and social assistance,GDP,-0.0054247,0.121016,0.1334347,-0.0314629,0.0285812,0.1031774,-0.0167741,0.0123183,0.0172899,15800000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,71,Arts; entertainment; and recreation,Aggregate Wage,0.1867708,0.0952733,0.1657811,0.155167,0.0891297,0.16382,0.0058007,0.0399764,0.0167614,1110000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,71,Arts; entertainment; and recreation,Employment,0.2529898,0.0735871,0.0806449,0.2124291,0.0520399,0.1076327,-0.0279821,0.0103813,0.0172098,25565
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,71,Arts; entertainment; and recreation,GDP,0.916662,0.1100324,0.1834572,0.6328349,0.0782076,0.1393002,-0.0099728,0.0179634,0.0172899,2300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,72,Accommodation and food services,Aggregate Wage,-0.0942518,0.1751046,0.1448836,-0.0293149,0.1461194,0.1546596,-0.0137891,0.0318609,0.0167614,2730000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,72,Accommodation and food services,Employment,-0.0521552,0.1320898,0.0676324,-0.0300704,0.081005,0.0973161,-0.0175319,0.0137917,0.0172098,109852
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,72,Accommodation and food services,GDP,-0.1051494,-0.0474156,0.1056353,-0.0589988,2.39e-5,0.1010387,-0.0068302,-0.0119861,0.0172899,4300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,81,Other services (except public administration),Aggregate Wage,7.89e-4,0.031925,0.1485679,-0.0306496,0.0179915,0.1464422,-0.0074261,0.0112745,0.0167614,2790000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,81,Other services (except public administration),Employment,-0.0542794,0.0188594,0.0604761,-0.05657,0.0055999,0.090626,-0.0021406,0.0042106,0.0172098,57520
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,81,Other services (except public administration),GDP,0.0166195,-0.1583569,0.1051602,-0.0056973,-0.0269821,0.1019162,0.0030629,0.0051968,0.0172899,3480000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,FH,Fishing; Hunting; Etc.,Aggregate Wage,-0.0469572,0.182915,0.1447109,0.1522269,0.1477916,0.1654557,0.0453726,0.0387888,0.0167614,24700000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,FH,Fishing; Hunting; Etc.,Employment,-0.8914612,-0.0016681,-0.0105958,0.0767731,0.0153504,0.0994349,-0.0201365,0.0029267,0.0172098,367
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,FH,Fishing; Hunting; Etc.,GDP,-0.7304922,-0.0660831,0.0297883,0.0081018,0.09237,0.1175041,-0.1063095,0.0416977,0.0172899,32100000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,FR,Farms,Aggregate Wage,0.6107721,-0.0200867,0.230107,0.182955,0.0365405,0.1786499,0.1475195,0.0510182,0.0167614,42400000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,FR,Farms,Employment,-0.0613308,-0.0399565,0.0658365,0.0118589,-0.0949091,0.0977085,-0.0704586,-0.0190807,0.0172098,4707
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,FR,Farms,GDP,-0.339873,0.076331,0.100357,-0.1486685,0.0867034,0.1044528,-7.95e-4,0.0690236,0.0172899,202000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVF,Federal Government,Aggregate Wage,0.3512252,-0.1472866,0.1870726,0.0893884,-0.1878903,0.1399126,7.469e-4,-0.0130851,0.0167614,7100000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVF,Federal Government,Employment,0.2334697,-0.0724807,0.0863244,0.0225421,-0.117292,0.0904412,-0.0020586,-0.0044138,0.0172098,51302
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVF,Federal Government,GDP,0.270794,-0.0899675,0.1453892,0.0812557,-0.1235724,0.1014803,0.0190449,-4.75e-4,0.0172899,16300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVL,Local Government,Aggregate Wage,0.0204597,-0.067087,0.1444467,-0.0211271,-0.0878021,0.1397132,-0.0251721,-6.044e-4,0.0167614,6190000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVL,Local Government,Employment,-0.0111965,-0.0459373,0.0621201,-0.0287537,-0.0769698,0.0899319,-0.0141451,-0.0068695,0.0172098,109442
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVL,Local Government,GDP,-0.0496803,-0.1022521,0.1145224,-0.0617591,-0.0914967,0.0971757,-0.023613,-0.0127799,0.0172899,9040000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVS,State Government,Aggregate Wage,-0.092788,-0.0194492,0.1350174,-0.0324233,-0.0689119,0.1417974,-0.032477,-0.0043279,0.0167614,3910000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVS,State Government,Employment,-0.0941847,-0.0283709,0.0600065,-0.1059024,-0.0715021,0.0858812,-0.0258461,-0.0106273,0.0172098,66694
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,GVS,State Government,GDP,-0.1257741,-0.063815,0.1075597,-0.0548697,-0.0757914,0.0986262,-0.0254598,-0.0171059,0.0172899,5390000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,PH,Private Household Workers,Aggregate Wage,-0.025283,-0.0997598,0.1240739,-0.0330679,-0.0035554,0.1502638,0.0111403,-0.0863257,0.0167614,145000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,PH,Private Household Workers,Employment,-0.2888414,0.2296084,0.0587138,-0.0698718,0.0298833,0.0901794,1.72e-4,0.0011367,0.0172098,1925
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,PH,Private Household Workers,GDP,0.0096009,-0.1902722,0.0851721,0.0892278,0.0450501,0.1066054,0.0312921,-0.0137294,0.0172899,167000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,Aggregate Wage,-0.043213,0.0358923,0.1417522,-0.045019000000000003,0.0337335,0.1454723,0.0010831,0.0055108,0.0167614,69300000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,Employment,-0.0145375,0.0268942,0.063136,-0.0205141,0.0258639,0.0941342,-0.0047798,0.0054952,0.0172098,1169023
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,PNFTOT,Private non-narm total payroll employment,GDP,0.0048796,0.0250417,0.1252185,-0.0427,0.0211667,0.1029283,-0.0056744,0.0028266,0.0172899,152000000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),Aggregate Wage,-0.0141638,0.0128656,0.1446611,-0.0306339,-5.71e-5,0.1443887,-0.0023491,0.0029198,0.0167614,86700000000
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),Employment,-0.013932,0.0147653,0.0633969,-0.0242478,0.005564,0.0931753,-0.006696,0.003262,0.0172098,1403460
2016,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,TOTAL,Total payroll employment (excluding military),GDP,0.0162377,0.0051285,0.1253288,-0.033004,-0.0012343,0.1023425,-0.0050184,0.0011894,0.0172899,183000000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",Aggregate Wage,0.0431771,-0.0054871,0.1878348,0.0042423,-0.2994772,0.1389665,0.1071445,-0.2632621,0.0167614,101000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",Employment,-0.5610169,0.1993219,0.0379214,-0.3301333,-0.1035802,0.0655895,0.2492492,-0.2123414,0.0172098,896
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,21,"Mining, quarrying, and oil and gas extraction",GDP,-0.8974881,0.2419959,0.0732041,-0.6951245,0.1055481,0.0594919,0.3527634,-0.14067,0.0172899,214000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,22,Utilities,Aggregate Wage,-0.2153764,6.095e-4,0.1177909,-0.1133465,-0.0772368,0.1305377,-0.0057303,-0.0107519,0.0167614,118000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,22,Utilities,Employment,-0.1629441,-0.0361107,0.0464673,-0.029226,-0.0869536,0.0882442,-0.0014708,-0.01439,0.0172098,2227
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,22,Utilities,GDP,-0.3178937,-0.0545105,0.0828488,-0.1934212,-0.0944964,0.0836479,-0.0158405,0.0381185,0.0172899,958000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,23,Construction,Aggregate Wage,0.4112547,-0.0017454,0.1712224,0.0919413,0.1481823,0.1608105,0.0225987,0.0250382,0.0167614,3360000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,23,Construction,Employment,0.3228085,-0.0878258,0.0728749,0.1122467,0.1090183,0.1056177,-0.0184988,0.0074615,0.0172098,50533
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,23,Construction,GDP,0.2132279,-0.1466424,0.1303879,-0.0325232,0.0443799,0.1069452,-0.0322319,0.0021588,0.0172899,4320000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,31,Manufacturing,Aggregate Wage,0.3512068,-0.1338287,0.1660852,0.2168377,-0.085938,0.1600907,-0.0019792,-0.0254522,0.0167614,2570000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,31,Manufacturing,Employment,0.2182774,-0.1410715,0.068549,0.0807534,-0.0461644,0.0970471,-0.0066019,-0.0160908,0.0172098,29203
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,31,Manufacturing,GDP,-0.1179153,-0.0718274,0.1056805,-0.1565998,-0.0084685,0.0897233,-0.0143232,0.0704406,0.0172899,12400000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,42,Wholesale trade,Aggregate Wage,0.0634221,-0.0560062,0.1505553,0.0278776,-0.0411727,0.1533466,-0.0033098,-0.0259293,0.0167614,954000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,42,Wholesale trade,Employment,0.0285774,-0.0563267,0.062023,-0.033274,-0.0262801,0.0931049,0.0068845,-0.0172854,0.0172098,13308
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,42,Wholesale trade,GDP,-0.0317315,-0.0312462,0.1138806,-0.046985,0.0374997,0.1075853,-0.008071,-0.0125475,0.0172899,2230000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,44,Retail Trade,Aggregate Wage,0.0710889,-0.0916636,0.1385419,0.0483907,-0.0075903,0.1498987,-0.0038979,0.0036271,0.0167614,1320000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,44,Retail Trade,Employment,0.0037884,-0.0188197,0.0624801,-0.0256657,-0.0046729,0.0924146,-0.010167,-0.0015772,0.0172098,43047
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,44,Retail Trade,GDP,-0.0873614,-0.0617369,0.1069058,-0.0849987,0.0379833,0.1023753,-0.0119896,7.405e-4,0.0172899,2810000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,48,Transportation and Warehousing,Aggregate Wage,0.1393884,0.0139864,0.1702235,-0.0369289,0.0198449,0.151715,-0.031036,-0.0293441,0.0167614,665000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,48,Transportation and Warehousing,Employment,0.0813758,0.0435856,0.070168,0.0367676,0.0498582,0.0981217,-0.0078921,-0.0095734,0.0172098,11729
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,48,Transportation and Warehousing,GDP,0.1968145,-0.0259212,0.141535,0.0398633,-0.0412707,0.1076706,-0.0073634,-7.506e-4,0.0172899,1470000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,51,Information,Aggregate Wage,-0.0919693,-0.1804275,0.1225622,-0.1552494,-0.0502979,0.1406737,-0.12339170000000001,0.002819,0.0167614,275000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,51,Information,Employment,0.1366712,-0.1534209,0.064282,0.1438862,-0.0765115,0.1098663,-0.1626181,0.0036596,0.0172098,5752
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,51,Information,GDP,0.1640436,0.2559043,0.1656353,0.0871985,0.0871163,0.1229195,-0.1748046,0.042075,0.0172899,1450000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,52,Finance and insurance,Aggregate Wage,-0.0534667,0.0193537,0.1469473,-0.1014386,0.0559961,0.1511368,-0.057117,0.0069752,0.0167614,859000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,52,Finance and insurance,Employment,-0.0566655,-0.0519484,0.0558559,-0.0379823,-0.0166724,0.0913693,-0.023763,0.0012739,0.0172098,12624
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,52,Finance and insurance,GDP,-0.0979755,0.0593415,0.1151937,-0.0636857,0.0566451,0.1009946,3.101e-4,0.0128797,0.0172899,1610000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,53,Real estate and rental and leasing,Aggregate Wage,0.0709035,-0.0473509,0.1490426,-0.0436796,0.057285,0.1550207,0.0113782,-0.0146704,0.0167614,253000000
2016,12940,Baton Rouge; LA Metropolitan Statistical Area,53,Real estate and rental and leasing,Employment,0.1675036,-0.0435061,0.0626109,0.1828192,0.0306978,0.1008531,0.0804999,-0.0014004,0.0172098,6238
